"Date","8 m","10 m","16 m","18 m","22 m","25 m","34 m","40 m","47 m","56 m","66 m","78 m","92 m"
2006-06-12,11.295,11.07,9.972,9.17,8.921,8.11,6.533,5.69,4.567,3.707,3.609,3.283,5.431
2006-06-13,11.499,10.905,9.906,8.925,8.342,7.711,6.258,5.571,4.435,3.719,3.584,3.421,5.87
2006-06-14,11.447,10.89,9.862,8.864,8.091,7.641,6.228,5.562,4.401,3.788,3.597,3.517,6.127
2006-06-15,11.359,10.901,9.906,8.84,8.108,7.675,6.204,5.609,4.43,3.827,3.636,3.589,6.299
2006-06-16,11.669,11.278,9.998,8.905,8.365,7.864,6.182,5.675,4.461,3.833,3.665,3.619,6.27
2006-06-17,11.456,11.175,10.147,8.817,8.423,7.755,6.077,5.69,4.449,3.781,3.69,3.602,6.088
2006-06-18,11.395,11.059,10.084,8.63,8.296,7.424,5.827,5.644,4.398,3.73,3.707,3.603,5.931
2006-06-19,11.071,11.102,9.998,8.273,8.023,7.168,5.443,5.503,4.25,3.643,3.749,3.689,5.935
2006-06-20,10.833,10.775,9.875,7.8,7.89,7.023,5.023,5.348,4.021,3.597,3.853,3.851,6.103
2006-06-21,10.187,9.996,9.333,7.453,7.619,6.895,4.625,5.138,3.886,3.667,4.057,4.096,6.399
2006-06-22,9.98,9.271,8.77,7.122,7.322,6.557,4.472,4.95,3.886,3.779,4.2,4.253,6.519
2006-06-23,9.983,9.267,8.518,6.908,7.169,6.318,4.461,4.849,3.909,3.826,4.283,4.324,6.517
2006-06-24,9.476,8.745,8.176,6.61,6.812,6.148,4.384,4.743,3.922,3.864,4.363,4.422,6.587
2006-06-25,9.189,8.266,7.781,6.366,6.616,5.775,4.393,4.689,3.949,3.898,4.409,4.465,6.574
2006-06-26,9.079,8.18,7.613,6.347,6.6,5.607,4.489,4.692,3.987,3.897,4.399,4.442,6.489
2006-06-27,9.064,8.316,7.62,6.455,6.649,5.647,4.609,4.717,4.012,3.882,4.35,4.37,6.342
2006-06-28,9.512,8.792,7.878,6.646,6.793,5.809,4.757,4.771,4.032,3.87,4.283,4.281,6.18
2006-06-29,9.84,9.208,8.301,6.838,6.939,6.052,4.854,4.828,4.051,3.885,4.254,4.315,6.263
2006-06-30,9.702,9.207,8.33,6.83,6.791,6.101,4.737,4.825,4.058,3.924,4.265,4.426,6.47
2006-07-01,10.006,9.177,8.187,6.737,6.728,5.982,4.695,4.798,4.063,3.949,4.289,4.478,6.553
2006-07-02,9.585,9.162,8.045,6.697,6.509,6.103,4.603,4.748,4.064,3.957,4.328,4.576,6.712
2006-07-03,9.233,8.894,8.032,6.865,6.197,6.076,4.43,4.82,4.052,3.979,4.414,4.756,6.935
2006-07-04,9.134,8.456,7.709,6.468,6.134,5.779,4.345,4.662,4.059,4,4.502,4.85,7.01
2006-07-05,9.608,9.03,7.675,6.543,6.349,5.805,4.437,4.664,4.078,3.901,4.467,4.674,6.713
2006-07-06,10.102,9.24,7.975,6.684,6.506,5.73,4.603,4.686,4.086,3.827,4.378,4.495,6.463
2006-07-07,9.814,8.729,7.956,6.75,6.581,5.688,4.794,4.689,4.113,3.81,4.277,4.368,6.334
2006-07-08,10.311,9.156,7.919,6.941,6.727,5.805,5.103,4.788,4.188,3.9,4.171,4.264,6.27
2006-07-09,11.019,9.818,8.177,7.338,6.932,6.137,5.615,5.018,4.313,4.055,4.076,4.18,6.27
2006-07-10,11.041,9.881,8.838,7.608,7.097,6.468,5.823,5.055,4.325,4.074,4.027,4.269,6.625
2006-07-11,11.053,9.652,8.886,7.759,7.214,6.59,5.957,5.086,4.336,4.121,4.001,4.287,6.783
2006-07-12,11.447,9.906,9.086,7.982,7.338,6.822,6.111,5.176,4.387,4.165,3.979,4.306,6.929
2006-07-13,11.463,9.777,9.018,8.091,7.372,7.014,6.24,5.254,4.442,4.2,3.98,4.356,7.07
2006-07-14,12.159,10.73,9.236,8.799,7.627,7.627,6.742,5.676,4.717,4.348,3.994,4.086,6.68
2006-07-15,12.909,11.508,10.231,9.852,8.387,8.544,7.428,6.176,5.046,4.383,4.029,3.835,6.289
2006-07-16,13.581,12.121,11.038,10.584,9.244,8.992,7.956,6.467,5.293,4.425,4.039,3.691,5.797
2006-07-17,14.099,12.849,11.796,11.122,10.095,9.401,8.254,6.606,5.412,4.429,4.003,3.616,5.585
2006-07-18,14.597,13.5,12.262,11.285,10.659,9.538,8.256,6.486,5.286,4.295,3.915,3.636,5.7
2006-07-19,14.765,13.802,12.53,10.857,10.46,9.213,7.717,6.129,4.975,4.044,3.824,3.728,5.946
2006-07-20,14.79,13.925,12.427,10.617,10.504,9.085,7.505,5.957,4.829,3.986,3.739,3.701,5.836
2006-07-21,15.447,14.737,12.667,10.953,10.965,9.382,7.516,5.947,4.806,3.997,3.658,3.562,5.449
2006-07-22,15.48,14.752,12.788,10.394,10.664,9.037,6.933,5.659,4.554,3.811,3.536,3.546,5.225
2006-07-23,15.085,13.944,12.343,9.549,9.791,8.282,6.415,5.369,4.289,3.706,3.415,3.562,5.019
2006-07-24,14.765,12.962,11.549,8.889,8.669,7.549,6.027,5.128,4.081,3.653,3.32,3.576,4.924
2006-07-25,13.978,11.94,10.774,8.502,7.82,7.186,5.783,4.971,3.945,3.612,3.256,3.605,4.861
2006-07-26,13.975,12.316,10.797,8.617,7.797,7.371,5.856,4.959,3.918,3.638,3.209,3.53,4.764
2006-07-27,13.862,12.04,10.738,8.602,7.712,7.423,5.881,4.965,3.886,3.609,3.18,3.491,4.792
2006-07-28,14.294,12.649,10.681,8.836,7.911,7.659,6.072,5.052,3.945,3.675,3.166,3.414,4.718
2006-07-29,14.643,13.068,10.994,9.06,8.119,7.9,6.167,5.095,3.958,3.673,3.148,3.369,4.812
2006-07-30,13.723,12.007,10.385,8.536,7.751,7.339,5.791,4.966,3.833,3.582,3.129,3.43,5.059
2006-07-31,13.719,12.039,10.146,8.65,7.725,7.386,5.907,5.031,3.873,3.649,3.123,3.382,5.093
2006-08-01,13.985,12.7,10.276,9.029,7.98,7.74,6.182,5.162,3.985,3.704,3.125,3.287,5.056
2006-08-02,14.546,13.254,10.794,9.442,8.316,8.083,6.499,5.296,4.121,3.749,3.134,3.127,4.843
2006-08-03,14.373,12.84,11.096,9.449,8.401,8.134,6.648,5.296,4.216,3.758,3.143,2.991,4.536
2006-08-04,15.435,13.64,11.419,10.233,8.869,8.671,7.286,5.766,4.63,4.042,3.236,2.89,3.911
2006-08-05,16.345,14.599,12.833,11.728,9.84,9.759,8.098,6.468,5.09,4.234,3.322,2.837,3.467
2006-08-06,16.792,15.329,13.649,12.411,10.708,10.334,8.403,6.603,5.071,4.086,3.268,2.766,3.293
2006-08-07,17.23,15.883,14.07,12.762,11.278,10.614,8.593,6.561,4.952,4.019,3.194,2.71,3.192
2006-08-08,16.822,15.714,13.884,12.127,11.105,10.466,7.907,6.222,4.581,3.699,3.069,2.649,3.266
2006-08-09,16.526,15.306,13.16,11.207,10.139,9.482,7.039,5.896,4.211,3.443,2.957,2.601,3.401
2006-08-10,17.172,15.91,13.369,11.651,10.604,9.801,7.34,6.056,4.259,3.55,2.957,2.579,3.387
2006-08-11,16.866,15.803,13.507,11.572,10.623,9.685,7.157,5.956,4.137,3.374,2.929,2.56,3.475
2006-08-12,16.6,15.332,13.25,11.258,10.231,9.405,6.929,5.84,4.024,3.256,2.903,2.544,3.454
2006-08-13,16.581,15.387,13.169,11.438,10.231,9.431,7.066,5.827,3.993,3.291,2.879,2.529,3.399
2006-08-14,16.013,14.499,12.7,11.241,9.968,9.113,7.199,5.727,3.95,3.318,2.845,2.511,3.357
2006-08-15,15.64,13.947,12.149,10.851,9.679,9.113,7.057,5.609,3.892,3.255,2.818,2.497,3.38
2006-08-16,14.75,13.122,11.295,9.865,8.845,8.186,6.09,5.289,3.635,3.011,2.776,2.496,3.546
2006-08-17,14.594,12.614,10.824,9.746,8.579,7.673,5.916,5.21,3.548,2.965,2.756,2.487,3.602
2006-08-18,15.214,13.359,11.016,10.273,9.03,8.051,6.408,5.418,3.734,3.159,2.764,2.458,3.459
2006-08-19,15.756,14.085,11.782,11.07,9.709,8.791,7.144,5.779,3.99,3.303,2.775,2.426,3.307
2006-08-20,15.915,14.159,12.485,11.516,9.996,9.166,7.511,5.864,4.013,3.289,2.727,2.398,3.249
2006-08-21,16.255,14.448,12.797,12.046,10.476,9.671,8.265,6.157,4.29,3.684,2.688,2.366,3.083
2006-08-22,16.76,15.149,13.537,12.864,11.237,10.559,8.863,6.448,4.475,3.794,2.636,2.322,2.97
2006-08-23,16.583,15.313,14.018,13.061,11.658,10.903,8.698,6.318,4.285,3.471,2.56,2.283,2.945
2006-08-24,16.395,15.271,13.894,12.862,11.71,10.738,8.362,6.093,4.044,3.283,2.513,2.302,2.962
2006-08-25,16.331,15.379,13.796,12.785,11.742,10.658,8.235,5.99,3.916,3.276,2.489,2.336,2.987
2006-08-26,16.573,15.663,13.963,13.016,12.017,10.903,8.415,6.081,3.973,3.405,2.485,2.362,2.983
2006-08-27,17.182,16.192,14.747,14.051,12.888,11.894,9.168,6.666,4.446,3.758,2.518,2.377,2.897
2006-08-28,17.64,16.721,16.319,15.521,14.349,13.277,10.46,7.627,5.181,4.241,2.571,2.395,2.794
2006-08-29,17.871,17.044,17.035,16.264,15.737,14.062,11.198,8.14,5.492,4.482,2.571,2.412,2.759
2006-08-30,18.157,17.484,17.604,16.728,16.936,14.616,11.692,8.436,5.562,4.563,2.543,2.436,2.767
2006-08-31,18.517,17.933,17.847,17.017,17.563,14.596,11.428,8.314,5.081,4.206,2.446,2.43,2.809
2006-09-01,18.423,17.979,17.448,16.855,17.088,13.682,10.721,7.967,4.39,3.83,2.354,2.433,2.922
2006-09-02,18.31,18.007,17.876,17.192,17.657,14.017,11.255,8.263,4.429,4.183,2.301,2.407,2.966
2006-09-03,18.345,18.07,18.369,17.603,18.52,14.856,11.583,8.569,4.669,4.42,2.262,2.383,3.045
2006-09-04,18.414,18.205,18.253,17.556,18.277,14.479,11.41,8.392,4.598,4.456,2.225,2.37,3.246
2006-09-05,18.486,18.263,17.678,17.085,16.553,13.246,10.645,7.826,4.071,4.183,2.21,2.392,3.608
2006-09-06,18.563,18.378,17.076,16.656,14.795,12.194,9.724,7.308,3.523,3.743,2.226,2.421,4.011
2006-09-07,18.425,18.226,16.836,16.327,14.418,12.013,9.404,7.127,3.338,3.482,2.262,2.393,4.217
2006-09-08,18.431,18.256,16.881,16.077,14.511,12.061,9.042,7.104,3.24,3.17,2.298,2.356,4.304
2006-09-09,18.457,18.228,16.813,15.774,14.237,11.868,8.667,6.984,3.136,2.904,2.318,2.316,4.303
2006-09-10,18.375,18.039,16.519,15.358,13.673,11.502,8.29,6.782,3.047,2.72,2.323,2.278,4.257
2006-09-11,18.026,17.75,16.238,15.384,13.654,11.581,8.581,6.84,3.153,2.772,2.305,2.206,4.055
2006-09-12,17.481,17.314,17.143,16.521,15.639,13.017,10.514,7.808,3.854,3.357,2.298,2.085,3.702
2006-09-13,17.012,16.721,17.232,17.14,16.998,15.042,12.526,8.922,4.921,4.286,2.358,2.007,3.506
2006-09-14,17.098,16.891,17.284,17.108,17.253,14.847,12.33,8.799,4.693,4.32,2.411,2.026,3.699
2006-09-15,17.341,17.199,17.286,17.052,16.742,14.006,12.027,8.377,4.548,4.447,2.461,2.126,4.074
2006-09-16,17.583,17.471,17.52,17.151,16.78,14.238,12.119,8.401,4.802,4.71,2.633,2.29,4.411
2006-09-17,17.837,17.773,17.835,17.34,17.306,14.878,12.4,8.765,5.124,4.935,2.795,2.448,4.625
2006-09-18,18.101,18.045,18.091,17.438,17.709,15.295,12.352,8.911,5.184,4.774,2.933,2.56,4.658
2006-09-19,18.331,18.182,18.149,17.432,17.725,14.941,11.896,8.741,4.994,4.371,3.02,2.613,4.55
2006-09-20,18.561,18.356,18.214,17.432,17.659,14.667,11.623,8.528,4.918,4.168,3.075,2.588,4.271
2006-09-21,18.697,18.276,17.574,16.935,16.055,13.306,10.173,7.825,4.375,3.473,3.062,2.571,4.214
2006-09-22,18.072,17.689,16.052,15.54,13.395,11.451,8.452,6.89,3.699,2.771,3.064,2.605,4.257
2006-09-23,17.287,17.007,14.842,14.013,12.169,10.458,7.972,6.375,3.445,2.617,3.083,2.627,4.13
2006-09-24,17.061,16.676,14.517,13.598,12.001,10.363,7.994,6.317,3.434,2.604,3.084,2.589,3.874
2006-09-25,16.861,16.201,14.103,12.771,11.249,10.003,7.131,5.93,3.265,2.366,3.04,2.492,3.54
2006-09-26,15.673,14.826,12.76,11.094,10.016,8.362,5.592,5.405,3.077,2.018,2.979,2.383,3.293
2006-09-27,15.566,14.327,12.127,10.934,9.552,8.091,5.707,5.197,2.934,2.08,2.882,2.291,2.887
2006-09-28,15.796,14.539,12.104,11.404,9.884,8.583,6.536,5.337,3.293,2.465,2.791,2.243,2.584
2006-09-29,16.063,15.144,13.379,12.998,10.784,10.267,8.761,6.595,4.553,3.432,2.816,2.254,2.406
2006-09-30,16.239,15.589,14.896,14.491,12.153,12.084,10.68,8.017,5.774,4.213,2.81,2.286,2.317
2006-10-01,16.176,15.423,14.708,14.667,12.625,12.218,10.231,7.924,5.26,3.81,2.549,2.233,2.388
2006-10-02,16.221,15.485,14.927,14.965,13.196,12.801,10.681,8.306,5.62,4.509,2.489,2.191,2.455
2006-10-03,16.064,15.405,15.054,14.96,13.667,12.758,10.251,8.031,5.065,4.156,2.317,2.086,2.67
2006-10-04,15.771,15.239,14.559,14.496,13.524,12.04,9.177,7.507,4.313,3.472,2.144,2.025,2.867
2006-10-05,15.656,15.202,14.416,14.325,13.388,11.788,9.053,7.286,4.188,3.548,2.186,2.058,2.916
2006-10-06,15.246,14.747,14.068,14.019,13.143,11.654,8.828,7.293,4.373,3.669,2.296,2.128,2.895
2006-10-07,15.054,14.549,14.355,14.175,13.615,12.282,9.822,7.891,5.201,4.321,2.551,2.257,2.717
2006-10-08,15.034,14.501,14.613,14.334,13.955,12.777,10.312,8.35,5.826,4.663,2.734,2.342,2.695
2006-10-09,14.953,14.475,14.472,14.319,13.945,12.595,10.365,8.254,5.929,4.814,2.782,2.399,2.669
2006-10-10,14.853,14.417,14.108,14.043,13.386,11.962,9.94,7.881,5.687,4.669,2.784,2.44,2.72
2006-10-11,14.727,14.254,14.003,14.006,13.402,11.998,10.116,8.041,5.945,4.932,2.879,2.52,2.674
2006-10-12,14.509,14.004,14.296,14.461,13.991,13.37,11.489,9.231,7.421,5.892,3.368,2.744,2.511
2006-10-13,14.559,14.017,14.451,14.694,14.396,14.427,12.329,10.159,8.477,6.675,3.694,2.881,2.455
2006-10-14,14.634,14.227,14.613,14.716,14.617,13.952,11.991,9.655,7.762,6.279,3.484,2.796,2.453
2006-10-15,14.578,14.251,14.613,14.689,14.7,13.63,11.637,9.207,7.183,6.127,3.262,2.667,2.537
2006-10-16,14.435,14.177,14.36,14.371,13.992,12.371,10.499,8.429,5.696,5.134,2.895,2.469,2.906
2006-10-17,14.239,14.014,14.174,14.173,13.523,11.894,10.154,8.057,5.18,4.86,2.727,2.409,3.297
2006-10-18,14.097,13.855,14.135,14.165,13.78,12.184,10.264,8.157,5.31,4.946,2.743,2.418,3.422
2006-10-19,13.97,13.708,14.01,14.019,13.858,12.187,10.103,7.944,5.358,4.887,2.736,2.444,3.378
2006-10-20,13.91,13.673,13.946,13.936,13.912,12.23,10.123,7.927,5.577,4.935,2.81,2.51,3.134
2006-10-21,13.832,13.538,13.882,13.866,14.007,12.353,10.339,7.965,5.841,5.107,2.886,2.558,2.954
2006-10-22,13.452,13.235,13.102,13.205,11.989,10.833,8.96,7.115,5.019,4.484,2.668,2.504,3.036
2006-10-23,13.039,12.833,11.993,12.173,10.623,9.902,8.057,6.637,4.615,4.234,2.588,2.529,3.015
2006-10-24,12.946,12.669,11.823,12.161,10.823,10.069,8.359,6.671,4.773,4.501,2.686,2.6,2.906
2006-10-25,12.666,12.348,11.878,12.19,11.104,10.237,8.667,6.836,4.976,4.654,2.79,2.678,2.959
2006-10-26,12.143,11.94,11.61,11.919,11.051,10.047,8.522,6.822,4.839,4.617,2.822,2.747,3.094
2006-10-27,11.539,11.354,11.266,11.646,10.93,9.912,8.63,6.805,4.896,4.771,2.993,2.87,3.061
2006-10-28,11.336,11.043,11.233,11.552,11.037,10.096,9.026,7.062,5.501,5.25,3.433,3.125,2.967
2006-10-29,11.626,11.002,11.303,11.613,11.319,10.867,9.963,8.206,7.089,6.236,4.198,3.53,2.974
2006-10-30,10.975,10.641,10.859,10.781,11.004,10.359,8.129,7.084,5.79,5.036,3.997,3.377,3.158
2006-10-31,9.71,9.925,9.102,9.262,8.911,8.14,5.229,5.345,4.13,3.858,3.499,3.143,3.414
2006-11-01,9.115,9.366,7.811,7.631,6.823,6.765,4.987,4.705,3.844,3.741,3.403,3.163,3.435
2006-11-02,9,9.305,7.728,7.296,6.539,6.437,5.142,4.642,3.847,3.858,3.527,3.378,3.343
2006-11-03,8.963,9.249,8.025,7.59,6.913,6.548,5.625,4.863,4.163,4.127,3.764,3.551,3.391
2006-11-04,8.564,8.758,7.968,7.964,7.244,6.984,6.654,5.756,4.963,4.696,4.053,3.634,3.473
2006-11-05,8.292,8.358,7.983,8.293,7.423,7.776,7.587,6.67,5.862,5.256,4.233,3.664,3.447
2006-11-06,8.013,8.179,8.28,8.619,7.68,8.416,8.073,7.195,6.636,5.661,4.49,3.675,3.389
2006-11-07,8.222,8.094,8.575,8.813,7.991,8.624,8.544,7.935,7.566,6.087,5.001,3.757,3.335
2006-11-08,8.34,8.203,8.562,8.665,8.146,8.854,8.756,8.346,8.109,6.217,5.163,3.684,3.241
2006-11-09,8.552,8.429,8.606,8.721,8.274,8.908,8.653,8.263,8.062,6.167,4.97,3.531,3.087
2006-11-10,8.969,8.694,8.703,8.817,8.49,8.906,8.524,8.077,7.839,6.038,4.841,3.409,2.977
2006-11-11,8.643,8.802,8.834,8.749,8.672,8.724,8.119,7.588,7.208,5.402,4.337,3.179,2.924
2006-11-12,8.666,8.702,8.704,8.685,8.741,8.482,7.857,7.233,6.742,5.209,4.007,3.044,2.851
2006-11-13,8.765,8.721,8.677,8.674,8.694,8.452,7.824,7.158,6.687,5.242,4.081,3.057,2.814
2006-11-14,8.921,8.715,8.743,8.852,8.688,8.792,8.286,7.631,7.307,5.915,4.713,3.314,2.813
2006-11-15,9.079,8.831,8.846,8.971,8.761,9.029,8.577,7.939,7.71,6.149,4.859,3.377,2.773
2006-11-16,9.064,8.94,8.95,9.016,8.842,8.873,8.233,7.518,7.064,5.484,4.181,3.1,2.684
2006-11-17,9.208,9.107,9.09,9.101,8.983,8.806,7.995,7.308,6.557,5.19,3.773,2.959,2.712
2006-11-18,9.35,9.213,9.274,9.207,9.252,8.792,7.533,6.987,5.656,4.597,3.421,2.851,2.994
2006-11-19,9.383,9.233,9.237,9.096,9.327,8.436,6.618,6.481,4.637,4.051,3.227,2.847,3.416
2006-11-20,9.314,9.192,9.195,9.065,9.308,8.198,6.603,6.397,4.53,4.101,3.247,2.924,3.473
2006-11-21,8.936,8.915,8.891,8.86,9.176,7.705,6.21,6.298,4.25,3.89,3.286,3.005,3.536
2006-11-22,8.529,8.6,8.48,8.552,8.636,7.094,5.733,6.045,4.01,3.711,3.328,3.075,3.451
2006-11-23,8.305,8.356,8.349,8.443,8.459,7.174,6.005,6.028,4.138,3.856,3.409,3.133,3.294
2006-11-24,8.285,8.173,8.365,8.391,8.627,7.638,6.617,6.141,4.683,4.238,3.593,3.217,3.145
2006-11-25,8.014,7.832,8.173,8.26,8.559,8.063,7.256,6.399,5.537,4.773,3.844,3.292,3.108
2006-11-26,7.907,7.682,7.978,8.225,8.36,8.36,7.739,7.014,6.574,5.21,4.174,3.388,3.085
2006-11-27,7.838,7.801,7.976,8.183,8.32,8.294,7.67,7.017,6.567,5.009,4.097,3.297,3.016
2006-11-28,7.764,7.795,7.995,8.192,8.329,8.277,7.666,6.992,6.563,5.095,4.08,3.277,2.966
2006-11-29,7.647,7.5,7.821,8.089,8.196,8.277,7.749,7.171,7.031,5.347,4.326,3.362,2.929
2006-11-30,7.649,7.492,7.764,7.966,8.022,8.179,7.609,7.177,7.102,5.333,4.336,3.338,2.877
2006-12-01,7.775,7.782,7.944,7.924,8.077,7.903,7.148,6.655,6.059,4.741,3.898,3.158,2.863
2006-12-02,7.842,7.837,8.002,7.902,8.181,7.597,6.512,6.13,5.035,4.265,3.539,3.035,2.875
2006-12-03,7.497,7.556,7.732,7.704,8.036,7.118,6.206,5.541,4.591,4.125,3.36,2.975,2.865
2006-12-04,6.987,7.198,7.284,7.375,7.702,6.581,5.821,5.319,4.375,3.916,3.322,2.97,2.856
2006-12-05,6.368,6.517,6.887,6.976,7.472,6.535,5.988,5.328,4.62,4.089,3.504,3.107,2.896
2006-12-06,5.741,5.968,6.375,6.556,7.127,6.478,6.165,5.354,5.017,4.267,3.673,3.178,2.942
2006-12-07,5.784,5.931,6.273,6.351,6.696,6.494,6.212,5.531,5.321,4.392,3.759,3.199,2.958
2006-12-08,6.047,6.386,6.383,6.451,6.684,6.605,6.238,5.553,5.341,4.346,3.667,3.167,2.956
2006-12-09,5.776,6.14,6.218,6.264,6.388,6.5,6.196,5.51,5.29,4.427,3.566,3.124,2.96
2006-12-10,5.823,5.774,6.132,6.058,6.309,6.247,6.092,5.518,5.234,4.374,3.527,3.075,2.952
2006-12-11,5.886,6.051,6.176,6.183,6.472,6.104,5.782,5.322,4.901,3.981,3.38,2.92,2.9
2006-12-12,5.5,5.814,6.019,6.094,6.295,6.025,5.686,5.21,4.742,3.916,3.305,2.792,2.819
2006-12-13,5.176,5.331,5.672,5.9,6.109,5.902,5.835,5.477,5.177,4.366,3.716,2.926,2.743
2006-12-14,5.307,5.495,5.671,5.765,5.881,6.006,5.893,5.648,5.555,4.649,3.97,2.952,2.647
2006-12-15,5.551,5.758,5.866,5.829,5.924,6.079,5.947,5.662,5.582,4.666,3.746,2.835,2.534
2006-12-16,5.691,5.864,5.941,5.907,5.989,6.106,6.031,5.749,5.669,4.836,3.786,2.881,2.488
2006-12-17,5.683,5.808,5.868,5.902,5.985,6.086,6.05,5.743,5.723,4.863,3.729,2.879,2.492
2006-12-18,5.725,5.814,5.857,5.889,5.95,6.042,5.987,5.622,5.597,4.809,3.485,2.806,2.491
2006-12-19,5.499,5.604,5.754,5.817,5.88,5.953,6.012,5.613,5.533,4.958,3.554,2.873,2.516
2006-12-20,4.929,5.057,5.342,5.569,5.575,5.773,5.92,5.719,5.7,5.356,4.019,3.159,2.594
2006-12-21,4.713,4.812,5.047,5.292,5.304,5.564,5.724,5.855,5.958,5.636,4.634,3.434,2.686
2006-12-22,4.676,4.65,4.913,5.035,5.214,5.402,5.792,5.683,5.923,4.951,4.261,3.171,2.651
2006-12-23,4.501,4.464,4.788,4.913,5.122,5.214,5.808,5.6,5.886,5.015,4.193,3.152,2.685
2006-12-24,4.683,4.625,4.894,5,5.088,5.252,5.671,5.674,5.966,5.592,4.634,3.491,2.778
2006-12-25,4.699,4.975,5.032,4.991,5.227,5.345,5.614,5.684,6.002,5.442,4.725,3.548,2.782
2006-12-26,4.831,5.036,5.098,5.048,5.263,5.36,5.682,5.704,6.005,5.321,4.824,3.635,2.844
2006-12-27,4.811,5.052,5.13,5.127,5.263,5.382,5.683,5.792,6.03,5.631,5.16,3.886,2.964
2006-12-28,4.435,4.712,4.899,4.932,5.073,5.237,5.516,5.795,6.019,5.804,5.61,4.286,3.146
2006-12-29,3.941,4.182,4.385,4.424,4.625,4.939,5.209,5.594,5.861,5.577,5.777,4.512,3.269
2006-12-30,3.544,3.548,3.852,3.879,4.22,4.572,4.968,5.135,5.58,5.47,5.675,4.552,3.281
2006-12-31,3.509,3.489,3.74,3.776,4.006,4.478,4.804,4.933,5.529,5.388,5.605,4.621,3.405
2007-01-01,2.996,3.203,3.576,3.911,3.814,4.271,4.508,4.79,5.347,5.189,5.546,4.807,3.577
2007-01-02,3.184,3.332,3.641,3.927,3.919,3.963,4.226,4.586,4.735,4.777,5.368,4.844,3.703
2007-01-03,3.258,3.514,3.708,3.635,3.841,3.952,4.219,4.435,4.695,4.681,5.173,4.446,3.543
2007-01-04,3.593,3.541,3.815,3.7,4.045,3.892,4.38,4.52,4.762,4.627,4.957,4.241,3.441
2007-01-05,3.71,3.941,4.128,3.991,4.32,4.033,4.386,4.598,4.697,4.811,4.875,4.243,3.447
2007-01-06,3.999,4.443,4.508,4.247,4.521,4.329,4.467,4.714,4.687,4.8,4.823,4.237,3.469
2007-01-07,4.387,4.735,4.787,4.549,4.788,4.667,4.627,4.816,4.746,4.669,4.697,4.068,3.484
2007-01-08,4.559,4.768,4.81,4.667,4.827,4.82,4.772,4.812,4.791,4.426,4.437,3.834,3.566
2007-01-09,4.644,4.785,4.802,4.744,4.831,4.835,4.786,4.848,4.802,4.544,4.373,3.837,3.634
2007-01-10,4.702,4.736,4.721,4.744,4.732,4.824,4.798,4.826,4.775,4.495,4.253,3.775,3.824
2007-01-11,4.406,4.423,4.491,4.587,4.55,4.662,4.721,4.738,4.706,4.583,4.241,3.858,3.706
2007-01-12,4.046,3.993,4.136,4.232,4.252,4.408,4.538,4.542,4.6,4.625,4.297,3.954,3.657
2007-01-13,4.034,3.927,4.044,4.129,4.176,4.268,4.394,4.458,4.468,4.413,4.249,3.853,3.612
2007-01-14,3.741,3.728,3.897,4.02,4.042,4.12,4.279,4.343,4.353,4.326,4.219,3.869,3.561
2007-01-15,3.596,3.492,3.803,3.996,3.975,4.07,4.185,4.23,4.26,4.27,4.21,3.958,3.535
2007-01-16,3.441,3.307,3.726,3.859,3.884,3.968,4.061,4.104,4.146,4.157,4.147,3.935,3.513
2007-01-17,2.775,2.81,3.187,3.372,3.495,3.621,3.774,3.827,3.995,4.027,4.06,3.867,3.437
2007-01-18,1.925,2.145,2.429,2.556,2.823,3.063,3.322,3.429,3.804,3.823,4.021,3.783,3.38
2007-01-19,2.073,2.058,2.388,2.394,2.757,2.81,3.083,3.294,3.59,3.763,4.01,3.779,3.365
2007-01-20,2.27,2.4,2.511,2.533,2.86,2.72,2.944,3.309,3.427,3.688,3.968,3.754,3.338
2007-01-21,2.038,2.285,2.651,2.454,2.959,2.603,2.972,3.296,3.133,3.546,3.895,3.596,3.269
2007-01-22,1.524,1.628,2.108,2.108,2.762,2.318,2.962,3.105,3.179,3.361,3.769,3.463,3.209
2007-01-23,1.386,1.507,1.965,1.991,2.482,2.203,2.778,2.995,3.256,3.304,3.701,3.445,3.178
2007-01-24,1.137,1.16,1.742,1.96,2.229,2.028,2.377,2.774,2.971,3.092,3.543,3.461,3.157
2007-01-25,0.966,0.999,1.509,1.742,1.967,1.914,2.095,2.594,2.641,2.844,3.321,3.419,3.179
2007-01-26,0.845,1.131,1.374,1.549,1.831,1.827,1.956,2.488,2.539,2.878,3.242,3.365,3.173
2007-01-27,0.382,0.631,0.958,1.043,1.444,1.432,1.854,2.279,2.573,2.927,3.276,3.356,3.182
2007-01-28,0.731,0.711,0.99,1.056,1.455,1.334,2.172,2.303,2.817,2.936,3.395,3.366,3.247
2007-01-29,0.572,0.791,1.156,1.225,1.478,1.476,2.181,2.38,2.864,2.864,3.408,3.346,3.279
2007-01-30,0.223,0.339,0.834,1.087,1.239,1.343,1.8,2.106,2.418,2.439,3.104,3.148,3.245
2007-01-31,0.15,0.421,0.673,0.75,0.924,1.254,1.487,1.826,2.178,2.123,2.853,3.032,3.232
2007-02-01,0.231,0.516,0.69,0.716,0.856,1.183,1.235,1.602,2.003,2.039,2.664,2.936,3.261
2007-02-02,0.39,0.626,0.776,0.747,0.901,1.069,1.071,1.422,1.767,2.075,2.525,2.904,3.336
