"Date","8 m","10 m","16 m","18 m","22 m","25 m","34 m","40 m","47 m","56 m","66 m","78 m","92 m"
2001-11-17,8.487,8.483,8.317,8.718,8.524,9.379,9.348,8.978,9.099,7.225,5.928,4.155,4.486
2001-11-18,7.925,8.062,8.059,8.685,8.219,9.306,9.314,8.899,9.084,7.382,6.039,4.227,4.618
2001-11-19,8.269,8.103,8.092,8.885,8.307,9.35,9.39,8.945,9.21,7.661,6.357,4.418,4.628
2001-11-20,8.676,8.472,8.363,9,8.491,9.386,9.356,9.105,9.264,7.738,6.566,4.547,4.582
2001-11-21,8.687,8.662,8.542,8.852,8.628,9.305,9.216,9.047,9.115,7.454,6.468,4.477,4.581
2001-11-22,8.476,8.403,8.421,8.659,8.51,9.076,9.039,8.916,8.962,7.295,6.371,4.479,4.647
2001-11-23,8.36,8.237,8.342,8.678,8.422,9.069,9.009,8.765,8.96,7.404,6.426,4.602,4.697
2001-11-24,8.239,8.064,8.358,8.793,8.499,9.126,9.007,8.714,9.016,7.459,6.592,4.736,4.702
2001-11-25,8.252,8.001,8.506,8.791,8.631,8.938,8.964,8.801,9.053,7.513,6.771,4.901,4.674
2001-11-26,8.269,8.023,8.586,8.739,8.724,8.955,8.88,8.755,9.039,7.301,6.64,4.879,4.811
2001-11-27,8.265,8.152,8.616,8.748,8.842,9.009,8.843,8.664,8.968,7.092,6.355,4.759,5.037
2001-11-28,8.189,8.193,8.628,8.784,8.89,9.009,8.802,8.622,8.849,7.016,6.158,4.678,5.267
2001-11-29,7.923,7.782,8.328,8.514,8.703,8.76,8.645,8.557,8.849,7.054,6.214,4.69,5.336
2001-11-30,7.94,7.554,8.005,8.248,8.381,8.363,8.511,8.377,8.775,7.029,6.332,4.712,5.29
2001-12-01,7.868,7.836,8.124,8.253,8.297,8.43,8.433,8.203,8.641,6.769,6.039,4.554,5.234
2001-12-02,8.025,8.178,8.36,8.369,8.518,8.514,8.132,7.989,7.97,6.263,5.389,4.336,5.242
2001-12-03,7.93,8.1,8.344,8.385,8.543,8.458,7.95,7.946,7.482,6.066,5.056,4.243,5.241
2001-12-04,7.815,7.994,8.291,8.313,8.535,8.423,7.941,7.888,7.379,6.096,5.001,4.215,5.13
2001-12-05,7.637,7.878,8.214,8.221,8.506,8.366,7.89,7.765,7.253,6.004,4.977,4.204,4.99
2001-12-06,7.501,7.724,8.069,8.138,8.381,8.273,7.833,7.713,7.271,6.119,5.095,4.251,4.652
2001-12-07,7.582,7.862,8.082,8.058,8.374,8.214,7.653,7.54,7.11,5.956,5.006,4.208,4.539
2001-12-08,7.43,7.727,8.01,7.912,8.429,7.91,7.319,7.198,6.426,5.565,4.724,4.087,4.582
2001-12-09,6.947,7.337,7.724,7.708,8.207,7.615,7.131,6.88,6.091,5.522,4.615,4.059,4.498
2001-12-10,6.372,6.651,7.16,7.379,7.701,7.236,7.141,6.961,6.36,5.937,4.864,4.27,4.262
2001-12-11,6.153,6.421,6.809,6.973,7.258,7.075,7.194,7.125,6.794,6.208,5.265,4.46,4.105
2001-12-12,6.086,6.435,6.777,6.818,7.144,7.109,7.117,7.087,6.953,6.165,5.364,4.432,4.063
2001-12-13,5.915,5.976,6.422,6.725,6.822,6.839,6.988,7.274,7.13,6.423,5.745,4.641,4.073
2001-12-14,6.176,5.9,6.357,6.605,6.659,6.732,6.992,7.343,7.251,6.477,6.215,4.831,4.06
2001-12-15,5.966,6.15,6.393,6.506,6.621,6.793,7.034,7.182,7.336,6.398,6.23,4.801,3.985
2001-12-16,5.129,5.582,5.946,6.154,6.213,6.565,6.848,6.776,7.342,6.142,5.908,4.61,3.93
2001-12-17,4.439,4.929,5.351,5.872,5.62,6.294,6.405,6.416,7.199,6.085,5.804,4.555,3.874
2001-12-18,4.39,4.757,5.072,5.815,5.485,6.017,6.096,6.39,7.056,6.218,6.065,4.841,3.864
2001-12-19,4.582,4.636,5.13,5.57,5.587,5.665,5.974,6.324,6.789,6.126,6.219,5.068,3.978
2001-12-20,4.783,4.842,5.058,5.18,5.403,5.523,5.849,6.069,6.649,5.919,5.977,4.879,3.877
2001-12-21,4.779,4.841,5.137,5.259,5.379,5.597,5.863,6.034,6.592,5.9,5.867,4.838,3.805
2001-12-22,4.517,4.532,4.986,5.164,5.225,5.436,5.756,5.854,6.495,5.979,5.915,4.942,3.841
2001-12-23,4.049,4.18,4.641,4.914,4.868,5.148,5.462,5.593,6.286,5.84,5.973,5.08,3.904
2001-12-24,3.915,4.1,4.428,4.816,4.679,5.028,5.196,5.372,6.047,5.671,5.981,5.262,4.027
2001-12-25,4.189,4.099,4.524,4.849,4.722,4.95,5.081,5.251,5.799,5.571,5.886,5.4,4.164
2001-12-26,4.212,4.133,4.489,4.749,4.748,4.793,5.006,5.165,5.595,5.526,5.787,5.355,4.185
2001-12-27,4.138,4.199,4.425,4.634,4.691,4.709,4.935,5.126,5.451,5.462,5.718,5.246,4.143
2001-12-28,4.029,4.103,4.26,4.407,4.461,4.594,4.87,5.058,5.388,5.293,5.611,4.904,4.048
2001-12-29,4.008,3.948,4.207,4.239,4.345,4.512,5.008,4.969,5.453,4.884,5.317,4.325,4.054
2001-12-30,3.959,4.044,4.395,4.395,4.606,4.579,5.194,5.114,5.543,4.676,4.888,4.025,4.143
2001-12-31,3.769,4.187,4.632,4.504,4.989,4.779,5.291,5.231,5.563,4.717,4.649,3.982,4.197
2002-01-01,3.74,4.513,4.747,4.569,5.236,5.006,5.284,5.266,5.562,4.854,4.578,4.009,4.168
2002-01-02,3.727,4.451,4.643,4.463,5.089,5.011,5.274,5.265,5.506,4.884,4.53,3.991,4.152
2002-01-03,3.953,4.282,4.473,4.484,4.935,4.924,5.271,5.277,5.372,4.807,4.445,3.955,4.115
2002-01-04,3.781,4.154,4.338,4.382,4.743,4.817,5.195,5.172,5.3,4.902,4.481,4.089,3.988
2002-01-05,3.3,3.659,3.917,3.975,4.293,4.655,4.975,4.904,5.314,5.085,4.745,4.439,3.941
2002-01-06,3.416,3.581,3.805,3.832,4.138,4.587,4.596,4.793,5.359,5.145,5.025,4.748,4.042
2002-01-07,3.485,3.714,3.93,3.937,4.168,4.449,4.345,4.869,5.084,4.985,5.159,4.979,4.199
2002-01-08,3.558,3.826,4.035,4.043,4.207,4.331,4.117,4.647,4.758,4.733,5.086,4.978,4.275
2002-01-09,3.255,3.517,3.816,3.763,4.088,3.926,3.809,4.245,4.474,4.508,4.944,4.902,4.253
2002-01-10,3.378,3.709,3.843,3.727,3.986,3.869,3.736,4.17,4.374,4.446,4.9,4.686,4.102
2002-01-11,3.473,3.848,3.981,3.795,4.095,3.888,3.893,4.207,4.431,4.323,4.826,4.48,3.926
2002-01-12,3.387,3.786,4.005,3.818,4.156,3.893,3.934,4.251,4.438,4.28,4.734,4.372,3.833
2002-01-13,3.213,3.559,3.84,3.643,4.045,3.816,3.884,4.147,4.362,4.254,4.648,4.316,3.786
2002-01-14,3.213,3.585,3.778,3.587,3.999,3.717,3.748,4.088,4.193,4.112,4.491,4.159,3.677
2002-01-15,3.198,3.732,3.802,3.654,4.092,3.871,3.953,4.193,4.271,3.918,4.334,3.929,3.509
2002-01-16,2.95,3.4,3.641,3.576,3.955,3.787,3.831,4.119,4.295,3.93,4.299,3.885,3.49
2002-01-17,2.575,2.977,3.296,3.24,3.57,3.533,3.588,3.977,4.179,3.931,4.269,3.869,3.47
2002-01-18,2.52,3.007,3.189,3.095,3.459,3.424,3.425,3.876,4.061,3.819,4.193,3.771,3.376
2002-01-19,2.393,2.853,3.045,2.905,3.257,3.247,3.266,3.755,3.941,3.747,4.113,3.688,3.296
2002-01-20,2.209,2.657,2.899,2.756,3.133,3.04,3.106,3.623,3.815,3.728,4.038,3.628,3.226
2002-01-21,1.98,2.29,2.661,2.584,2.988,2.812,2.977,3.42,3.625,3.687,3.982,3.588,3.179
2002-01-22,2.097,2.396,2.604,2.492,2.871,2.692,2.918,3.322,3.546,3.658,3.932,3.55,3.123
2002-01-23,1.926,2.356,2.579,2.418,2.808,2.674,3.075,3.204,3.727,3.684,3.875,3.496,3.072
2002-01-24,2.158,2.548,2.728,2.514,2.926,2.778,3.16,3.215,3.79,3.75,3.872,3.525,3.059
2002-01-25,2.167,2.586,2.768,2.551,2.939,2.819,3.114,3.24,3.794,3.797,3.903,3.667,3.132
2002-01-26,1.798,2.107,2.344,2.289,2.665,2.599,2.821,3.108,3.576,3.667,3.882,3.796,3.272
2002-01-27,1.661,2.006,2.185,2.123,2.356,2.526,2.74,3.12,3.533,3.688,3.871,3.761,3.333
2002-01-28,1.549,1.902,2.091,2.114,2.206,2.497,2.748,3.124,3.523,3.625,3.847,3.713,3.347
2002-01-29,1.684,1.934,2.08,2.153,2.189,2.463,2.707,3.126,3.457,3.557,3.796,3.658,3.284
2002-01-30,1.692,1.929,2.065,2.129,2.184,2.437,2.758,3.076,3.415,3.469,3.717,3.601,3.263
2002-01-31,1.274,1.45,1.743,1.79,1.991,2.226,2.534,2.844,3.268,3.299,3.603,3.517,3.261
2002-02-01,0.98,1.223,1.473,1.644,1.729,2.097,2.414,2.739,3.176,3.22,3.498,3.42,3.239
2002-02-02,0.863,1.103,1.387,1.529,1.543,1.975,2.319,2.642,3.076,3.117,3.402,3.328,3.231
2002-02-03,0.718,0.889,1.172,1.131,1.351,1.908,2.409,2.618,3.143,3.124,3.322,3.262,3.211
2002-02-04,0.639,0.779,1.105,1.145,1.368,1.938,2.475,2.615,3.163,3.09,3.263,3.227,3.198
2002-02-05,0.293,0.233,0.72,1.051,0.999,1.236,1.626,1.937,2.274,2.367,3.002,3.113,3.186
2002-02-06,-0.336,-0.011,0.338,0.762,0.666,0.763,1.009,1.059,1.197,1.715,2.332,2.855,3.107
2002-02-07,-0.179,-0.188,0.165,0.178,0.484,0.55,0.849,1.013,1.262,1.663,2.503,2.816,3.04
2002-02-08,-0.215,-0.248,0.124,0.249,0.407,0.505,0.838,0.974,1.304,1.458,2.316,2.655,2.924
2002-02-09,-0.432,-0.406,0.054,0.258,0.276,0.396,0.633,0.782,1.018,1.212,1.863,2.413,2.789
2002-02-10,-0.785,-0.524,-0.297,-0.064,0.032,0.164,0.454,0.678,0.882,1.251,1.796,2.379,2.733
2002-02-11,-0.559,-0.369,-0.191,-0.145,-0.037,0.096,0.37,0.589,0.838,1.264,1.775,2.369,2.685
2002-02-12,-0.879,-0.702,-0.332,-0.29,-0.153,0.021,0.427,0.615,1.066,1.595,1.916,2.453,2.698
2002-02-13,-0.874,-0.664,-0.399,-0.349,-0.242,-0.064,0.4,0.637,1.073,1.56,1.911,2.443,2.697
2002-02-14,-0.632,-0.418,-0.225,-0.316,0.048,0.036,0.632,0.751,1.23,1.692,2.084,2.554,2.867
2002-02-15,-0.593,-0.256,-0.09,-0.207,0.054,0.21,0.879,0.894,1.381,1.855,2.239,2.653,3.023
2002-02-16,-0.195,0.2,0.517,0.219,0.56,0.463,1.078,1.08,1.588,2.011,2.374,2.741,3.198
2002-02-17,0.147,0.566,0.905,0.683,0.995,0.785,1.408,1.318,1.784,2.208,2.463,2.814,3.368
2002-02-18,0.214,0.589,0.903,0.755,1.073,0.875,1.36,1.376,1.755,2.146,2.463,2.785,3.413
2002-02-19,-0.057,0.006,0.261,0.33,0.47,0.477,0.785,0.971,1.264,1.497,2.192,2.468,3.186
2002-02-20,-0.163,-0.258,0.103,0.231,0.273,0.257,0.289,0.511,0.499,0.677,1.551,2.088,2.929
2002-02-21,-0.025,-0.087,0.218,0.252,0.295,0.19,0.14,0.329,0.241,0.562,1.219,1.923,2.74
