"Date","110 m","131 m","156 m"
2023-02-23,10.128,10.172,10.081
2023-02-24,10.089,10.137,10.076
2023-02-25,10.2,10.155,10.084
2023-02-26,10.295,10.195,10.135
2023-02-27,10.407,10.257,10.236
2023-02-28,10.428,10.383,10.369
2023-03-01,10.312,10.495,10.522
2023-03-02,10.171,10.507,10.616
2023-03-03,10.1,10.469,10.622
2023-03-04,10.135,10.481,10.599
2023-03-05,10.14,10.511,10.598
2023-03-06,10.202,10.567,10.552
2023-03-07,10.361,10.61,10.387
2023-03-08,10.235,10.563,10.366
2023-03-09,10.348,10.538,10.369
2023-03-10,10.557,10.598,10.401
2023-03-11,10.627,10.657,10.49
2023-03-12,10.606,10.689,10.561
2023-03-13,10.476,10.711,10.617
2023-03-14,10.364,10.705,10.669
2023-03-15,10.215,10.642,10.718
2023-03-16,10.132,10.54,10.727
2023-03-17,10.165,10.622,10.668
2023-03-18,9.856,10.688,10.65
2023-03-19,9.789,10.736,10.594
2023-03-20,9.942,10.751,10.474
2023-03-21,10.175,10.678,10.334
2023-03-22,10.165,10.645,10.288
2023-03-23,10.149,10.614,10.273
2023-03-24,10.236,10.618,10.252
2023-03-25,10.303,10.602,10.2
2023-03-26,10.37,10.602,10.201
2023-03-27,10.552,10.586,10.209
2023-03-28,10.543,10.541,10.187
2023-03-29,10.391,10.563,10.205
2023-03-30,10.296,10.598,10.226
2023-03-31,10.351,10.558,10.192
2023-04-01,10.141,10.521,10.147
2023-04-02,10.104,10.545,10.166
2023-04-03,10.188,10.504,10.082
2023-04-04,10.136,10.464,10.047
2023-04-05,10.119,10.476,10.039
2023-04-06,10.132,10.472,10.03
2023-04-07,10.253,10.473,10.04
2023-04-08,10.325,10.433,10.026
2023-04-09,10.111,10.421,10.025
2023-04-10,9.95,10.492,10.053
2023-04-11,10.017,10.516,10.064
2023-04-12,10.075,10.509,10.063
2023-04-13,10.031,10.47,10.052
2023-04-14,10.013,10.489,10.058
2023-04-15,10.045,10.495,10.062
2023-04-16,10.13,10.48,10.072
2023-04-17,10.203,10.444,10.083
2023-04-18,10.241,10.419,10.112
2023-04-19,10.289,10.399,10.138
2023-04-20,10.285,10.366,10.138
2023-04-21,10.249,10.35,10.112
2023-04-22,10.234,10.384,10.107
2023-04-23,10.277,10.432,10.122
2023-04-24,10.304,10.442,10.138
2023-04-25,10.333,10.451,10.173
2023-04-26,10.344,10.457,10.201
2023-04-27,10.327,10.438,10.195
2023-04-28,10.3,10.416,10.171
2023-04-29,10.28,10.404,10.149
2023-04-30,10.245,10.39,10.142
2023-05-01,10.219,10.376,10.162
2023-05-02,10.293,10.365,10.178
2023-05-03,10.285,10.35,10.16
2023-05-04,10.198,10.333,10.156
2023-05-05,10.099,10.325,10.15
2023-05-06,10.068,10.328,10.155
2023-05-07,10.067,10.329,10.148
2023-05-08,10.044,10.321,10.138
2023-05-09,10.043,10.292,10.104
2023-05-10,10.017,10.267,10.078
2023-05-11,9.972,10.259,10.061
2023-05-12,9.939,10.241,10.048
2023-05-13,9.919,10.239,10.04
2023-05-14,9.935,10.238,10.027
2023-05-15,9.974,10.219,10.016
2023-05-16,9.991,10.221,10.016
2023-05-17,9.997,10.223,10.011
2023-05-18,10.016,10.206,9.995
2023-05-19,10.021,10.191,9.991
2023-05-20,9.992,10.185,9.998
2023-05-21,9.983,10.181,9.987
2023-05-22,10.011,10.177,9.972
2023-05-23,9.972,10.165,9.962
2023-05-24,9.888,10.161,9.968
2023-05-25,9.908,10.155,9.972
2023-05-26,9.951,10.143,9.965
2023-05-27,9.918,10.134,9.966
2023-05-28,9.881,10.126,9.966
2023-05-29,9.867,10.12,9.963
2023-05-30,9.821,10.11,9.965
2023-05-31,9.832,10.107,9.971
2023-06-01,9.875,10.102,9.971
2023-06-02,9.849,10.094,9.97
2023-06-03,9.797,10.084,9.973
2023-06-04,9.795,10.074,9.977
2023-06-05,9.906,10.06,9.98
2023-06-06,10.009,10.048,9.988
2023-06-07,10.034,10.051,9.993
2023-06-08,10.001,10.05,9.991
2023-06-09,9.966,10.047,9.986
2023-06-10,9.96,10.042,9.981
2023-06-11,9.952,10.033,9.972
2023-06-12,9.896,10.023,9.96
2023-06-13,9.804,10.003,9.952
2023-06-14,9.763,9.985,9.948
2023-06-15,9.8,9.979,9.945
2023-06-16,9.824,9.979,9.943
2023-06-17,9.809,9.976,9.941
2023-06-18,9.813,9.969,9.942
2023-06-19,9.909,9.966,9.942
2023-06-20,9.896,9.973,9.942
