"Date","40 m","47 m","56 m","66 m","78 m","92 m","110 m","131 m","156 m"
2009-08-06,6.917,6.55,6.666,7.451,8.355,9.468,9.337,10.391,9.683
2009-08-07,6.973,6.605,6.783,7.578,8.453,9.564,9.434,10.393,9.648
2009-08-08,7.018,6.658,6.837,7.676,8.533,9.65,9.52,10.417,9.61
2009-08-09,7.101,6.708,6.903,7.795,8.628,9.743,9.578,10.451,9.578
2009-08-10,7.162,6.734,6.87,7.837,8.679,9.788,9.59,10.509,9.543
2009-08-11,7.194,6.781,6.869,7.855,8.712,9.808,9.562,10.548,9.511
2009-08-12,7.243,6.825,6.963,7.845,8.698,9.789,9.516,10.525,9.469
2009-08-13,7.251,6.814,6.922,7.746,8.611,9.715,9.453,10.44,9.431
2009-08-14,7.259,6.83,7.017,7.706,8.541,9.634,9.379,10.287,9.395
2009-08-15,7.275,6.865,7.235,7.755,8.485,9.564,9.306,10.128,9.353
2009-08-16,7.279,6.972,7.539,7.887,8.451,9.511,9.254,10.016,9.298
2009-08-17,7.272,7.004,7.748,7.974,8.418,9.459,9.221,9.947,9.235
2009-08-18,7.267,7.078,7.878,8.02,8.401,9.412,9.211,9.898,9.187
2009-08-19,7.293,7.197,8.014,8.085,8.409,9.373,9.2,9.856,9.139
2009-08-20,7.353,7.294,8.122,8.197,8.469,9.381,9.185,9.8,9.115
2009-08-21,7.451,7.367,8.214,8.261,8.521,9.399,9.164,9.74,9.176
2009-08-22,7.548,7.412,8.284,8.218,8.538,9.44,9.148,9.683,9.234
2009-08-23,7.62,7.455,8.308,8.196,8.544,9.493,9.129,9.615,9.246
2009-08-24,7.77,7.804,8.561,8.228,8.645,9.646,9.093,9.52,9.218
2009-08-25,8.105,8.002,8.545,8.183,8.674,9.701,9.07,9.425,9.216
2009-08-26,8.225,8.257,8.833,8.169,8.645,9.721,9.076,9.366,9.214
2009-08-27,8.294,8.496,9.085,8.226,8.71,9.788,9.1,9.339,9.207
2009-08-28,8.5,8.612,9.167,8.344,8.79,9.818,9.126,9.329,9.205
2009-08-29,8.676,8.789,9.272,8.339,8.803,9.84,9.208,9.365,9.22
2009-08-30,8.812,8.982,9.375,8.303,8.844,9.88,9.32,9.452,9.242
2009-08-31,8.821,9.061,9.454,8.374,8.954,9.956,9.428,9.471,9.239
2009-09-01,9.005,9.14,9.531,8.511,9.047,10.001,9.516,9.532,9.235
2009-09-02,9.156,9.201,9.598,8.61,9.11,10.012,9.604,9.639,9.212
2009-09-03,9.244,9.289,9.669,8.653,9.145,10.003,9.672,9.689,9.166
2009-09-04,9.34,9.362,9.712,8.709,9.189,9.998,9.698,9.685,9.091
2009-09-05,9.439,9.469,9.741,8.767,9.219,9.968,9.697,9.661,9.017
2009-09-06,9.544,9.557,9.741,8.742,9.198,9.915,9.706,9.589,8.985
2009-09-07,9.677,9.675,9.725,8.685,9.163,9.852,9.681,9.439,8.999
2009-09-08,9.784,9.769,9.727,8.698,9.177,9.816,9.636,9.289,9.003
2009-09-09,9.898,9.807,9.738,8.818,9.218,9.778,9.582,9.226,9.02
2009-09-10,10.077,9.863,9.744,8.834,9.216,9.707,9.568,9.181,9.07
2009-09-11,10.208,9.993,9.792,8.827,9.221,9.662,9.581,9.163,9.135
2009-09-12,10.304,10.091,9.858,9.002,9.319,9.68,9.569,9.132,9.17
2009-09-13,10.395,10.155,9.987,9.223,9.433,9.725,9.559,9.179,9.212
2009-09-14,10.476,10.235,10.166,9.409,9.511,9.791,9.576,9.236,9.23
2009-09-15,10.617,10.361,10.329,9.608,9.557,9.857,9.57,9.251,9.224
2009-09-16,10.801,10.461,10.443,9.778,9.61,9.905,9.569,9.301,9.213
2009-09-17,10.952,10.532,10.504,9.782,9.649,9.941,9.625,9.33,9.204
2009-09-18,11.158,10.668,10.53,9.698,9.643,9.971,9.675,9.314,9.188
2009-09-19,11.23,10.755,10.56,9.718,9.649,10.001,9.667,9.293,9.187
2009-09-20,11.408,10.838,10.587,9.879,9.695,10.012,9.603,9.346,9.199
2009-09-21,11.609,10.981,10.587,9.883,9.697,10.011,9.575,9.358,9.189
2009-09-22,11.773,11.086,10.51,9.737,9.64,10.013,9.566,9.306,9.187
2009-09-23,11.813,11.17,10.569,9.687,9.595,10.017,9.529,9.24,9.193
2009-09-24,11.938,11.347,10.736,9.822,9.581,9.972,9.442,9.218,9.176
2009-09-25,12.149,11.504,10.835,10.05,9.602,9.879,9.347,9.249,9.151
2009-09-26,12.424,11.661,10.907,10.067,9.572,9.77,9.306,9.119,9.147
2009-09-27,12.507,11.764,11.047,9.958,9.525,9.699,9.303,8.99,9.18
2009-09-28,12.588,11.907,11.202,10.075,9.558,9.659,9.249,8.982,9.202
2009-09-29,12.662,12.033,11.266,10.231,9.62,9.644,9.19,9.041,9.215
2009-09-30,12.816,12.193,11.358,10.247,9.661,9.59,9.154,9.08,9.194
2009-10-01,13.054,12.441,11.441,10.244,9.621,9.512,9.126,9.073,9.139
2009-10-02,13.243,12.576,11.503,10.217,9.542,9.455,9.103,9.024,9.095
2009-10-03,13.339,12.661,11.559,10.192,9.46,9.414,9.086,8.963,9.073
2009-10-04,13.502,12.895,11.662,10.166,9.372,9.339,9.062,8.893,9.07
2009-10-05,13.435,12.879,11.749,10.093,9.274,9.244,9.053,8.809,9.089
2009-10-06,13.283,12.689,11.699,9.996,9.146,9.19,9.014,8.773,9.074
2009-10-07,13.33,12.769,11.634,9.974,9.067,9.144,8.956,8.823,9.032
2009-10-08,13.479,12.872,11.66,9.961,9.034,9.12,8.943,8.879,8.971
2009-10-09,13.492,12.774,11.594,9.854,8.944,9.089,8.917,8.896,8.897
2009-10-10,13.669,12.95,11.73,9.705,8.85,9.057,8.93,8.841,8.906
2009-10-11,13.48,12.721,11.603,9.606,8.751,9.06,8.913,8.803,8.875
2009-10-12,13.429,12.631,11.602,9.63,8.711,9.046,8.9,8.858,8.785
2009-10-13,13.678,12.915,11.704,9.602,8.665,8.941,8.892,8.911,8.686
2009-10-14,13.642,12.865,11.718,9.431,8.579,8.819,8.866,8.85,8.689
2009-10-15,13.599,12.891,11.743,9.332,8.495,8.756,8.853,8.776,8.71
2009-10-16,13.707,13.051,11.859,9.335,8.44,8.647,8.805,8.754,8.794
2009-10-17,13.624,12.746,11.579,8.955,8.296,8.491,8.759,8.776,8.91
2009-10-18,13.37,12.458,11.491,8.753,8.161,8.448,8.686,8.842,8.902
2009-10-19,13.398,12.529,11.634,9.075,8.153,8.393,8.57,8.927,8.874
2009-10-20,13.257,12.52,11.543,9.336,8.196,8.425,8.479,9.018,8.81
2009-10-21,13.334,12.702,11.571,9.433,8.276,8.5,8.417,9.129,8.785
2009-10-22,13.375,12.738,11.598,9.402,8.315,8.587,8.391,9.175,8.749
2009-10-23,13.431,12.85,11.697,9.388,8.32,8.699,8.377,9.154,8.71
2009-10-24,13.39,12.922,11.753,9.196,8.26,8.696,8.4,9.079,8.679
2009-10-25,13.239,12.79,11.709,8.989,8.191,8.703,8.411,8.983,8.676
2009-10-26,13.161,12.675,11.581,9.008,8.217,8.77,8.457,9.021,8.549
2009-10-27,13.148,12.71,11.612,9.029,8.216,8.681,8.495,9.104,8.386
2009-10-28,13.027,12.701,11.664,8.925,8.169,8.545,8.509,9.04,8.396
2009-10-29,12.913,12.63,11.673,8.74,8.11,8.46,8.568,8.979,8.556
2009-10-30,12.815,12.527,11.77,8.832,8.104,8.432,8.665,9.022,8.71
2009-10-31,12.709,12.359,11.738,9.177,8.193,8.475,8.742,9.191,8.764
2009-11-01,12.669,12.39,11.672,9.34,8.336,8.61,8.797,9.442,8.748
2009-11-02,12.511,12.491,11.701,9.396,8.448,8.693,8.852,9.575,8.785
2009-11-03,12.237,12.363,11.835,9.368,8.426,8.598,8.826,9.489,8.681
2009-11-04,12.166,12.302,11.91,9.288,8.347,8.619,8.899,9.29,8.553
2009-11-05,12.051,12.275,11.986,9.358,8.317,8.58,8.833,9.088,8.391
2009-11-06,11.944,12.166,11.943,9.277,8.255,8.425,8.643,8.945,8.197
2009-11-07,11.848,12.11,11.646,8.913,8.074,8.315,8.47,8.692,8.089
2009-11-08,11.725,11.962,11.624,8.803,7.957,8.177,8.283,8.516,8.033
2009-11-09,11.866,12.062,11.41,8.789,7.885,8.051,8.101,8.386,7.941
2009-11-10,11.945,12.058,11.389,8.972,7.889,7.911,7.955,8.377,7.846
2009-11-11,11.795,11.929,11.317,9.044,7.893,7.774,7.81,8.315,7.87
2009-11-12,11.566,11.852,11.319,8.923,7.858,7.713,7.716,8.245,7.864
2009-11-13,11.536,11.858,11.353,8.917,7.823,7.671,7.676,8.161,7.88
2009-11-14,11.399,11.771,11.391,9.087,7.862,7.617,7.66,8.072,7.909
2009-11-15,11.381,11.759,11.449,9.279,7.945,7.577,7.645,8.006,7.943
2009-11-16,11.424,11.802,11.551,9.542,8.046,7.555,7.649,8.01,7.928
2009-11-17,11.341,11.763,11.665,9.744,8.215,7.552,7.658,8.108,7.882
2009-11-18,11.014,11.482,11.729,9.665,8.341,7.594,7.627,8.172,7.882
2009-11-19,10.948,11.374,11.739,9.563,8.292,7.711,7.663,8.149,7.901
2009-11-20,10.963,11.175,11.754,9.699,8.326,7.797,7.712,8.115,7.938
2009-11-21,10.927,11.151,11.681,9.608,8.293,7.88,7.801,8.102,7.958
2009-11-22,10.901,11.118,11.677,9.693,8.371,7.935,7.865,8.236,8.007
2009-11-23,10.862,10.992,11.633,9.568,8.447,7.938,7.9,8.31,8.093
2009-11-24,10.824,10.993,11.41,9.324,8.415,7.99,7.943,8.321,8.071
2009-11-25,10.816,10.943,11.393,9.412,8.393,8.028,7.966,8.331,8.067
2009-11-26,10.796,10.969,11.34,9.474,8.364,8.047,7.98,8.387,8.105
2009-11-27,10.774,10.975,11.41,9.592,8.387,8.06,8.018,8.481,8.281
2009-11-28,10.751,10.864,11.439,9.675,8.398,8.103,8.084,8.598,8.593
2009-11-29,10.642,10.846,11.5,9.659,8.399,8.248,8.187,8.958,9.04
2009-11-30,10.395,10.622,11.485,9.61,8.413,8.404,8.315,9.403,9.287
2009-12-01,10.344,10.49,11.363,9.474,8.375,8.479,8.465,9.502,9.351
2009-12-02,10.253,10.356,11.215,9.261,8.277,8.513,8.623,9.525,9.27
2009-12-03,10.022,10.196,10.917,9.176,8.215,8.521,8.73,9.534,9.168
2009-12-04,9.996,10.137,10.575,9.073,8.149,8.499,8.781,9.524,9.089
2009-12-05,9.95,10.095,10.354,8.894,8.086,8.467,8.794,9.483,9.036
2009-12-06,9.976,10.147,10.262,8.749,8.002,8.435,8.77,9.381,9.002
2009-12-07,9.885,10.401,10.174,8.583,7.925,8.439,8.752,9.257,8.979
2009-12-08,9.874,10.51,9.951,8.636,7.931,8.459,8.734,9.235,8.93
2009-12-09,9.963,10.286,9.984,8.813,7.953,8.449,8.683,9.222,8.894
2009-12-10,9.675,10.028,10.07,8.587,7.919,8.408,8.614,9.182,8.91
2009-12-11,9.566,10.118,10.356,8.814,7.967,8.501,8.625,9.168,8.9
2009-12-12,8.253,9.758,10.352,9.079,8.202,8.668,8.603,9.285,8.939
2009-12-13,6.995,8.483,9.802,8.963,8.353,8.781,8.639,9.338,8.963
2009-12-14,7.013,7.82,9.71,8.605,8.264,8.759,8.566,9.475,9.05
2009-12-15,7.271,8.117,9.843,8.313,8.078,8.737,8.496,9.461,9.084
2009-12-16,7.516,8.321,9.686,8.307,8.038,8.729,8.52,9.373,9.076
2009-12-17,7.743,8.654,9.583,8.487,8.165,8.812,8.594,9.357,9.033
2009-12-18,7.197,8.317,9.397,8.626,8.321,8.906,8.656,9.398,8.929
2009-12-19,6.317,7.649,9.304,8.64,8.345,8.967,8.713,9.408,8.877
2009-12-20,6.253,7.458,9.41,8.554,8.295,8.997,8.748,9.424,8.909
2009-12-21,6.403,7.579,9.392,8.39,8.277,9.062,8.751,9.466,8.922
2009-12-22,6.382,7.914,9.279,8.322,8.365,9.183,8.773,9.341,8.897
2009-12-23,6.386,7.952,9.013,8.305,8.411,9.253,8.779,9.221,8.855
2009-12-24,6.698,7.936,8.919,8.318,8.478,9.339,8.77,9.147,8.824
2009-12-25,6.961,8.128,8.979,8.394,8.572,9.427,8.782,9.115,8.831
2009-12-26,6.94,8.047,8.947,8.398,8.652,9.522,8.826,9.13,8.82
2009-12-27,6.895,7.966,8.912,8.42,8.739,9.614,8.891,9.114,8.809
2009-12-28,6.873,7.894,8.879,8.476,8.886,9.703,8.977,9.066,8.755
2009-12-29,6.892,7.891,8.847,8.542,9.11,9.789,9.048,9.042,8.635
2009-12-30,6.405,7.503,8.795,8.643,9.389,9.831,9.142,9.035,8.916
2009-12-31,5.913,6.596,8.436,8.69,9.44,9.883,9.217,9.16,9.07
2010-01-01,5.889,6.523,8.298,8.63,9.343,9.823,9.272,9.32,9
2010-01-02,5.918,6.524,8.073,8.51,9.188,9.659,9.289,9.413,8.974
2010-01-03,6.217,6.78,7.91,8.466,9.132,9.453,9.167,9.318,8.997
2010-01-04,6.533,7.08,8.035,8.519,9.18,9.38,9.079,9.157,8.966
2010-01-05,6.417,6.926,8.157,8.657,9.265,9.406,9.008,9.064,8.868
2010-01-06,6.206,6.862,8.403,8.848,9.331,9.424,9.028,9.039,8.786
2010-01-07,6.246,7.066,8.709,8.91,9.351,9.415,9.073,8.994,8.715
2010-01-08,6.137,7.073,8.769,8.889,9.37,9.369,9.089,8.938,8.606
2010-01-09,5.872,6.846,8.671,8.88,9.368,9.32,9.107,8.911,8.541
2010-01-10,5.62,6.614,8.681,8.881,9.34,9.281,9.101,8.871,8.54
2010-01-11,5.509,6.507,8.521,8.839,9.296,9.249,9.08,8.839,8.545
2010-01-12,5.447,6.626,8.506,8.788,9.259,9.206,9.064,8.777,8.498
2010-01-13,5.272,6.556,8.31,8.72,9.218,9.173,9.043,8.765,8.464
2010-01-14,5.297,6.557,8.225,8.667,9.159,9.122,9.024,8.806,8.56
2010-01-15,5.46,6.666,8.253,8.684,9.135,9.058,8.967,8.845,8.641
2010-01-16,5.536,6.788,8.438,8.719,9.142,9.039,8.898,8.784,8.598
2010-01-17,5.251,6.551,8.512,8.715,9.138,9.045,8.846,8.771,8.519
2010-01-18,5.067,6.275,8.42,8.632,9.12,9.045,8.817,8.781,8.512
2010-01-19,4.884,5.856,7.874,8.467,9.071,9.025,8.774,8.791,8.604
2010-01-20,5.051,5.926,7.735,8.503,9.048,8.987,8.676,8.706,8.67
2010-01-21,5.251,6.09,7.769,8.589,9.049,8.958,8.601,8.61,8.631
2010-01-22,5.037,5.925,7.872,8.596,9.058,8.938,8.6,8.56,8.599
2010-01-23,4.728,5.608,7.814,8.54,9.062,8.92,8.621,8.511,8.633
2010-01-24,4.415,5.118,7.537,8.426,9.053,8.908,8.652,8.509,8.644
2010-01-25,4.321,4.987,7.41,8.347,9.036,8.874,8.702,8.537,8.679
2010-01-26,4.462,4.945,6.981,8.265,9.018,8.83,8.752,8.582,8.722
2010-01-27,4.776,5.009,6.965,8.411,9.011,8.751,8.826,8.49,8.644
2010-01-28,4.646,4.994,6.56,8.413,9.011,8.714,8.851,8.431,8.466
2010-01-29,4.546,4.948,6.438,8.384,9.013,8.69,8.867,8.473,8.387
2010-01-30,4.824,4.933,6.803,8.506,8.938,8.672,8.929,8.414,8.339
2010-01-31,4.578,4.834,6.49,8.193,8.902,8.759,8.937,8.114,7.967
2010-02-01,4.211,4.618,6.319,8.263,8.911,8.808,8.907,7.922,7.677
2010-02-02,3.97,4.32,6.524,8.288,8.938,8.854,8.882,7.739,7.784
2010-02-03,3.814,4.055,5.928,8.124,8.928,8.888,8.858,7.664,7.935
2010-02-04,3.725,3.886,5.267,7.938,8.891,8.855,8.843,7.868,7.979
2010-02-05,3.568,3.589,4.976,7.807,8.86,8.808,8.832,8.056,8.039
2010-02-06,3.353,3.212,4.777,7.614,8.814,8.778,8.807,8.171,8.137
2010-02-07,3.231,3.079,4.906,7.441,8.758,8.741,8.775,8.327,8.219
2010-02-08,3.265,3.11,4.906,7.338,8.721,8.706,8.771,8.38,8.27
2010-02-09,3.377,3.313,4.788,7.332,8.701,8.695,8.771,8.236,8.312
2010-02-10,2.972,3.433,4.731,7.261,8.648,8.694,8.762,8.183,8.365
2010-02-11,2.573,3.253,4.65,7.327,8.617,8.713,8.756,8.219,8.4
2010-02-12,2.647,3.03,4.423,7.347,8.601,8.725,8.746,8.291,8.389
2010-02-13,2.632,2.868,4.562,7.347,8.608,8.747,8.744,8.216,8.341
2010-02-14,2.6,2.854,4.615,7.215,8.594,8.778,8.729,8.105,8.275
2010-02-15,2.511,2.851,4.745,7.076,8.574,8.823,8.721,8.064,8.182
2010-02-16,2.353,2.793,4.955,7.037,8.566,8.87,8.71,8.012,8.078
2010-02-17,2.234,2.793,5.048,7.119,8.552,8.899,8.704,7.988,8.036
2010-02-18,2.329,2.933,5.812,7.46,8.581,8.942,8.632,7.872,7.931
2010-02-19,2.363,3.126,5.915,7.581,8.574,8.926,8.546,7.729,7.664
2010-02-20,2.389,3.165,6.054,7.662,8.561,8.873,8.49,7.415,7.253
2010-02-21,2.369,3.16,6.144,7.722,8.555,8.816,8.446,7.051,6.845
2010-02-22,2.406,3.319,6.268,7.689,8.548,8.763,8.369,6.845,6.695
2010-02-23,2.434,3.316,6.148,7.649,8.535,8.705,8.248,6.698,6.765
2010-02-24,2.529,3.371,6.069,7.622,8.5,8.631,8.083,6.579,6.863
2010-02-25,2.69,3.441,5.841,7.52,8.419,8.517,7.819,6.271,6.893
2010-02-26,2.917,3.427,5.468,7.332,8.304,8.402,7.573,5.997,6.867
2010-02-27,3.518,3.937,5.465,7.217,8.304,8.287,7.35,5.696,6.819
2010-02-28,3.736,4.435,6.105,7.251,8.307,8.115,7.112,5.226,6.449
2010-03-01,3.518,4.074,6.356,7.306,8.288,8.009,6.85,5.032,5.929
2010-03-02,3.481,4.052,6.647,7.3,8.248,7.863,6.648,4.997,5.726
2010-03-03,3.294,3.976,6.665,7.235,8.168,7.785,6.542,5.094,5.689
2010-03-04,3.23,3.781,6.406,7.13,8.059,7.772,6.527,5.423,5.833
2010-03-05,3.203,3.61,5.872,7.05,7.987,7.819,6.478,5.662,5.95
2010-03-06,3.014,3.448,5.434,6.956,7.983,7.825,6.426,5.813,5.954
2010-03-07,2.902,3.283,5.114,6.814,7.946,7.778,6.395,5.877,6.013
2010-03-08,2.931,3.313,5.177,6.612,7.841,7.694,6.408,5.968,6.078
2010-03-09,2.909,3.291,5.396,6.379,7.69,7.592,6.517,6.198,6.199
2010-03-10,2.858,3.089,5.25,6.084,7.419,7.508,6.581,6.394,6.504
2010-03-11,2.907,3.086,5.188,5.988,7.218,7.431,6.584,6.538,6.675
2010-03-12,2.956,3.24,5.035,5.897,7.149,7.345,6.555,6.671,6.716
2010-03-13,2.941,3.201,4.751,5.732,7.097,7.255,6.557,6.828,6.696
2010-03-14,2.921,3.131,4.531,5.525,7.037,7.195,6.596,6.932,6.68
2010-03-15,2.916,3.076,4.366,5.387,6.999,7.141,6.632,6.955,6.731
2010-03-16,2.873,3.005,4.14,5.18,6.895,7.098,6.704,6.936,6.834
2010-03-17,2.872,3.04,4.179,5.096,6.826,7.055,6.768,6.965,6.939
2010-03-18,2.852,3.073,4.211,5.229,6.823,7.038,6.918,7.168,7.051
2010-03-19,2.839,3.026,4.254,5.318,6.779,7.038,7.132,7.417,7.206
2010-03-20,2.787,2.995,4.164,5.017,6.62,7.05,7.327,7.665,7.379
2010-03-21,2.723,2.986,4.083,4.793,6.524,7.063,7.466,7.912,7.549
2010-03-22,2.665,2.946,3.92,4.648,6.414,7.058,7.599,8.135,7.684
2010-03-23,2.649,2.942,3.833,4.565,6.353,7.056,7.716,8.332,7.801
2010-03-24,2.624,2.899,3.685,4.503,6.293,7.06,7.827,8.5,7.878
2010-03-25,2.721,3.021,3.755,4.681,6.43,7.165,7.895,8.722,8.021
2010-03-26,2.861,3.1,3.888,4.836,6.478,7.289,7.964,9.086,8.332
2010-03-27,2.966,3.126,3.874,4.859,6.489,7.387,8.03,9.307,8.656
2010-03-28,2.957,3.086,3.67,4.738,6.437,7.393,8.039,9.358,8.645
2010-03-29,2.96,3.048,3.51,4.771,6.527,7.42,8.03,9.365,8.468
2010-03-30,2.985,3.038,3.421,4.799,6.635,7.489,8.107,9.425,8.332
2010-03-31,3.058,3.082,3.418,4.808,6.663,7.561,8.214,9.561,8.412
2010-04-01,3.125,3.118,3.409,4.753,6.617,7.625,8.313,9.617,8.57
2010-04-02,3.151,3.173,3.471,4.766,6.575,7.681,8.378,9.653,8.688
2010-04-03,3.168,3.214,3.478,4.791,6.609,7.725,8.381,9.658,8.786
2010-04-04,3.188,3.243,3.502,4.839,6.667,7.741,8.383,9.679,8.862
2010-04-05,3.206,3.275,3.529,4.855,6.647,7.719,8.391,9.733,8.96
2010-04-06,3.222,3.289,3.542,4.839,6.582,7.69,8.407,9.787,9.089
2010-04-07,3.252,3.303,3.549,4.862,6.555,7.683,8.407,9.838,9.184
2010-04-08,3.284,3.329,3.555,4.881,6.597,7.747,8.417,9.932,9.262
2010-04-09,3.317,3.361,3.564,4.849,6.6,7.799,8.421,10.013,9.291
2010-04-10,3.37,3.417,3.571,4.796,6.606,7.877,8.419,10.087,9.279
2010-04-11,3.473,3.497,3.632,5.016,6.75,8.056,8.583,10.199,9.387
2010-04-12,3.619,3.564,3.662,5.264,6.718,8.13,8.547,10.282,9.366
2010-04-13,3.792,3.655,3.712,5.217,6.558,8.127,8.331,10.225,9.278
2010-04-14,3.823,3.746,3.799,5.116,6.439,8.091,8.089,9.984,9.259
2010-04-15,3.818,3.799,3.862,5.049,6.353,7.978,7.915,9.664,9.222
2010-04-16,3.853,3.879,3.904,4.968,6.209,7.848,7.822,9.392,9.172
2010-04-17,3.933,3.974,3.926,4.915,6.008,7.728,7.841,9.197,9.136
2010-04-18,3.986,4.012,3.914,4.816,5.883,7.691,7.982,9.31,9.144
2010-04-19,4.038,4.038,3.942,4.761,5.873,7.718,8.097,9.512,9.162
2010-04-20,4.044,4.01,3.973,4.787,6.026,7.789,8.201,9.885,9.188
2010-04-21,4.092,4.013,3.996,4.877,6.135,7.778,8.22,10.115,9.22
2010-04-22,4.157,4.064,4.04,5.028,6.175,7.755,8.183,10.127,9.227
2010-04-23,4.168,4.074,4.078,4.986,6.181,7.721,8.199,10.207,9.224
2010-04-24,4.203,4.097,4.086,4.942,6.121,7.604,8.194,10.221,9.214
2010-04-25,4.248,4.146,4.119,5.05,6.076,7.47,8.14,10.128,9.203
2010-04-26,4.271,4.179,4.139,5.079,6.079,7.39,8.145,10.134,9.214
2010-04-27,4.285,4.191,4.134,4.965,6.06,7.334,8.177,10.158,9.25
2010-04-28,4.283,4.183,4.119,4.947,6.061,7.319,8.209,10.157,9.273
2010-04-29,4.288,4.166,4.096,4.904,6.078,7.344,8.276,10.235,9.287
2010-04-30,4.31,4.163,4.092,4.775,6.104,7.383,8.341,10.337,9.247
2010-05-01,4.332,4.161,4.097,4.713,6.118,7.406,8.354,10.423,9.142
2010-05-02,4.375,4.183,4.101,4.777,6.09,7.391,8.283,10.373,9.107
2010-05-03,4.382,4.206,4.1,4.86,6.069,7.367,8.197,10.305,9.101
2010-05-04,4.383,4.219,4.106,4.81,6.081,7.359,8.197,10.458,9.04
2010-05-05,4.413,4.239,4.094,4.734,6.033,7.275,8.13,10.646,9.058
2010-05-06,4.388,4.239,4.06,4.88,5.994,7.177,7.894,10.436,9.162
2010-05-07,4.382,4.237,4.03,5.02,6.011,7.149,7.821,10.294,9.209
2010-05-08,4.428,4.235,4.004,4.91,5.98,7.099,7.845,10.432,9.315
2010-05-09,4.48,4.256,4.008,4.819,5.947,7.029,7.791,10.397,9.443
2010-05-10,4.521,4.271,4.031,4.801,5.936,7.01,7.813,10.463,9.501
2010-05-11,4.585,4.295,4.051,4.762,5.876,6.942,7.774,10.468,9.575
2010-05-12,4.58,4.298,4.064,4.848,5.828,6.894,7.688,10.255,9.589
2010-05-13,4.561,4.306,4.079,4.882,5.791,6.878,7.672,10.115,9.535
2010-05-14,4.585,4.338,4.092,4.761,5.737,6.851,7.738,10.115,9.473
2010-05-15,4.56,4.333,4.092,4.726,5.676,6.786,7.751,10.11,9.427
2010-05-16,4.564,4.321,4.088,4.74,5.621,6.729,7.72,10.065,9.386
2010-05-17,4.614,4.343,4.106,4.671,5.564,6.699,7.714,10.054,9.338
2010-05-18,4.68,4.358,4.104,4.591,5.474,6.593,7.606,9.944,9.306
2010-05-19,4.696,4.378,4.119,4.573,5.436,6.558,7.564,9.837,9.265
2010-05-20,4.724,4.397,4.132,4.517,5.408,6.544,7.538,9.836,9.233
2010-05-21,4.739,4.411,4.154,4.415,5.383,6.602,7.621,10.029,9.179
2010-05-22,4.861,4.49,4.176,4.324,5.329,6.578,7.592,10.053,9.166
2010-05-23,4.902,4.532,4.181,4.352,5.311,6.585,7.535,9.911,9.193
2010-05-24,4.898,4.557,4.182,4.301,5.297,6.603,7.557,9.909,9.16
2010-05-25,4.935,4.597,4.196,4.177,5.227,6.52,7.56,9.868,9.14
2010-05-26,4.924,4.603,4.209,4.208,5.202,6.468,7.57,9.738,9.175
2010-05-27,4.89,4.55,4.214,4.246,5.207,6.431,7.585,9.632,9.221
2010-05-28,4.867,4.519,4.215,4.184,5.209,6.404,7.608,9.532,9.238
2010-05-29,4.885,4.506,4.235,4.165,5.198,6.388,7.6,9.44,9.24
2010-05-30,4.897,4.521,4.226,4.112,5.176,6.437,7.628,9.479,9.227
2010-05-31,4.898,4.525,4.204,4.048,5.144,6.496,7.674,9.587,9.21
2010-06-01,5.015,4.59,4.194,4.003,5.101,6.514,7.63,9.535,9.19
2010-06-02,5.127,4.671,4.226,3.994,5.096,6.599,7.586,9.416,9.18
2010-06-03,5.203,4.722,4.256,4.006,5.096,6.641,7.656,9.414,9.137
2010-06-04,5.277,4.794,4.315,4.058,5.108,6.661,7.687,9.467,9.04
2010-06-05,5.319,4.843,4.366,4.063,5.107,6.666,7.704,9.611,8.876
2010-06-06,5.349,4.875,4.422,4.11,5.106,6.647,7.667,9.676,8.798
2010-06-07,5.361,4.895,4.441,4.129,5.118,6.68,7.681,9.933,8.793
2010-06-08,5.37,4.899,4.442,4.157,5.109,6.686,7.732,10.247,9.208
2010-06-09,5.562,5.026,4.493,4.229,5.109,6.667,7.711,10.275,9.544
2010-06-10,5.768,5.148,4.559,4.319,5.179,6.682,7.703,10.285,9.66
2010-06-11,5.848,5.218,4.622,4.355,5.245,6.674,7.714,10.353,9.698
2010-06-12,5.945,5.349,4.715,4.38,5.29,6.629,7.679,10.324,9.692
2010-06-13,6,5.432,4.748,4.389,5.336,6.657,7.697,10.346,9.681
2010-06-14,6.063,5.527,4.799,4.393,5.361,6.671,7.744,10.394,9.703
2010-06-15,6.087,5.557,4.814,4.423,5.393,6.7,7.799,10.442,9.729
2010-06-16,6.137,5.575,4.849,4.444,5.411,6.735,7.827,10.472,9.745
2010-06-17,6.224,5.685,4.925,4.445,5.385,6.723,7.811,10.434,9.786
2010-06-18,6.262,5.726,4.966,4.506,5.39,6.731,7.816,10.377,9.821
2010-06-19,6.299,5.745,5.027,4.591,5.426,6.752,7.912,10.416,9.852
2010-06-20,6.364,5.839,5.12,4.601,5.441,6.75,8.059,10.505,9.88
2010-06-21,6.4,5.883,5.165,4.612,5.445,6.748,8.204,10.619,9.896
2010-06-22,6.463,5.933,5.249,4.603,5.415,6.709,8.27,10.681,9.882
2010-06-23,6.493,5.976,5.32,4.674,5.41,6.639,8.185,10.566,9.859
2010-06-24,6.474,5.975,5.323,4.724,5.432,6.617,8.091,10.44,9.828
2010-06-25,6.451,5.943,5.259,4.682,5.425,6.658,8.19,10.519,9.791
