"Date","66 m","78 m","92 m","110 m","131 m","156 m","186 m","266 m","380 m"
1995-11-12,2.163,2.351,0.696,1.11,1.611,2.001,4.106,6.301,5.402
1995-11-13,2.277,2.45,0.679,1.097,1.598,1.99,4.087,6.335,5.419
1995-11-14,2.42,2.533,0.688,1.08,1.6,1.999,4.102,6.37,5.434
1995-11-15,2.233,2.403,0.696,1.068,1.581,1.983,4.098,6.442,5.445
1995-11-16,2.24,2.476,0.664,1.068,1.581,2.004,4.159,6.434,5.42
1995-11-17,2.389,2.484,0.678,1.043,1.736,2.155,4.368,6.399,5.404
1995-11-18,2.24,2.288,0.722,1.052,1.849,2.325,4.587,6.399,5.417
1995-11-19,1.639,1.858,0.732,1.053,1.798,2.332,4.474,6.424,5.42
1995-11-20,1.406,1.81,0.686,1.077,1.763,2.321,4.354,6.432,5.414
1995-11-21,1.24,1.607,0.661,1.121,1.783,2.282,4.281,6.418,5.425
1995-11-22,1.321,1.632,0.644,1.116,1.802,2.253,4.194,6.364,5.436
1995-11-23,1.513,1.746,0.603,1.103,1.952,2.327,4.421,6.297,5.442
1995-11-24,1.422,1.444,0.669,1.042,2.02,2.465,4.408,6.252,5.437
1995-11-25,1.245,1.415,0.688,1.104,1.908,2.348,4.408,6.276,5.436
1995-11-26,1.245,1.472,0.724,1.141,1.867,2.284,4.331,6.252,5.414
1995-11-27,1.436,1.695,0.725,1.209,1.881,2.292,4.383,6.213,5.397
1995-11-28,1.258,1.475,0.778,1.217,1.908,2.267,4.386,6.15,5.389
1995-11-29,1.244,1.621,0.807,1.313,1.983,2.363,4.482,6.042,5.381
1995-11-30,1.237,1.453,0.848,1.308,2.01,2.359,4.563,5.964,5.361
1995-12-01,1.546,1.767,0.838,1.356,2.118,2.445,4.624,5.857,5.353
1995-12-02,1.734,1.885,0.808,1.293,2.121,2.458,4.646,5.79,5.328
1995-12-03,1.915,2.036,0.759,1.282,2.237,2.671,4.797,5.767,5.318
1995-12-04,1.664,1.844,0.787,1.342,2.326,2.769,4.909,5.779,5.322
1995-12-05,1.595,1.836,0.794,1.338,2.316,2.804,4.839,5.763,5.312
1995-12-06,1.411,1.631,0.836,1.352,2.297,2.779,4.814,5.755,5.326
1995-12-07,1.482,1.737,0.845,1.392,2.325,2.83,4.798,5.74,5.343
1995-12-08,1.392,1.6,0.861,1.341,2.274,2.76,4.726,5.748,5.347
1995-12-09,1.454,1.672,0.905,1.408,2.262,2.76,4.734,5.752,5.369
1995-12-10,1.485,1.666,0.926,1.439,2.333,2.808,4.769,5.752,5.372
1995-12-11,1.688,1.893,0.915,1.46,2.465,2.935,4.796,5.725,5.383
1995-12-12,1.517,1.628,0.926,1.386,2.449,2.935,4.761,5.735,5.382
1995-12-13,1.507,1.686,0.947,1.445,2.379,2.895,4.788,5.761,5.402
1995-12-14,1.414,1.557,0.999,1.446,2.322,2.763,4.71,5.774,5.419
1995-12-15,1.534,1.699,1.05,1.53,2.345,2.826,4.69,5.746,5.433
1995-12-16,1.707,1.831,1.046,1.55,2.407,2.854,4.699,5.705,5.434
1995-12-17,1.776,1.884,1.032,1.538,2.4,2.81,4.683,5.666,5.438
1995-12-18,1.855,1.937,1.006,1.514,2.41,2.792,4.655,5.641,5.438
1995-12-19,1.841,1.987,0.994,1.568,2.541,2.909,4.696,5.673,5.442
1995-12-20,1.64,1.754,1.036,1.612,2.543,2.905,4.661,5.653,5.447
1995-12-21,1.462,1.718,1.106,1.679,2.527,2.914,4.688,5.645,5.447
1995-12-22,1.678,1.993,1.118,1.717,2.702,3.088,4.679,5.607,5.435
1995-12-23,1.705,1.964,1.168,1.727,2.721,3.221,4.674,5.589,5.426
1995-12-24,1.558,1.744,1.209,1.736,2.669,3.274,4.64,5.589,5.417
1995-12-25,1.374,1.575,1.235,1.816,2.684,3.313,4.663,5.631,5.409
1995-12-26,1.328,1.577,1.243,1.921,2.823,3.397,4.686,5.637,5.408
1995-12-27,1.307,1.548,1.254,1.98,2.922,3.465,4.692,5.618,5.404
1995-12-28,1.284,1.544,1.279,2.028,2.99,3.514,4.721,5.591,5.408
1995-12-29,1.292,1.515,1.299,2.064,3.022,3.534,4.743,5.569,5.411
1995-12-30,1.291,1.546,1.332,2.074,2.943,3.504,4.746,5.531,5.417
1995-12-31,1.312,1.611,1.399,2.074,2.864,3.453,4.703,5.47,5.42
1996-01-01,1.365,1.746,1.425,2.069,2.811,3.387,4.617,5.433,5.421
1996-01-02,1.429,1.856,1.414,2.04,2.746,3.306,4.499,5.378,5.416
1996-01-03,1.466,1.823,1.373,1.94,2.648,3.194,4.248,5.254,5.408
1996-01-04,1.485,1.873,1.377,1.923,2.548,3.131,3.962,5.186,5.412
1996-01-05,1.563,1.945,1.352,1.876,2.518,3.095,3.818,5.141,5.402
1996-01-06,1.632,1.837,1.32,1.822,2.478,3.029,3.644,5.094,5.397
1996-01-07,1.719,1.915,1.314,1.868,2.505,3.047,3.721,5.157,5.392
1996-01-08,1.717,1.944,1.323,1.834,2.498,2.973,3.632,5.064,5.388
1996-01-09,1.746,1.884,1.354,1.814,2.444,2.959,3.578,5.032,5.398
1996-01-10,1.811,1.93,1.36,1.826,2.496,2.945,3.682,5.098,5.397
1996-01-11,1.808,1.915,1.373,1.78,2.444,2.861,3.666,5.148,5.382
1996-01-12,1.826,1.926,1.379,1.773,2.411,2.794,3.703,5.269,5.369
1996-01-13,1.814,1.929,1.399,1.735,2.356,2.696,3.673,5.299,5.363
1996-01-14,1.795,1.891,1.419,1.696,2.284,2.631,3.619,5.323,5.349
1996-01-15,1.765,1.814,1.438,1.707,2.259,2.479,3.498,5.348,5.337
1996-01-16,1.72,1.776,1.463,1.736,2.227,2.442,3.385,5.342,5.312
1996-01-17,1.677,1.712,1.518,1.758,2.164,2.333,3.191,5.226,5.312
1996-01-18,1.644,1.687,1.525,1.727,2.102,2.3,3.117,5.116,5.315
1996-01-19,1.631,1.652,1.501,1.684,2.034,2.253,3.084,5.176,5.326
1996-01-20,1.611,1.633,1.481,1.629,1.971,2.202,3.032,5.188,5.317
1996-01-21,1.58,1.574,1.475,1.576,1.888,2.149,2.883,5.269,5.317
1996-01-22,1.556,1.536,1.455,1.562,1.837,2.119,2.812,5.428,5.321
1996-01-23,1.513,1.499,1.45,1.533,1.782,2.102,2.756,5.477,5.317
1996-01-24,1.491,1.475,1.439,1.51,1.756,2.072,2.695,5.474,5.322
1996-01-25,1.511,1.492,1.448,1.52,1.774,2.103,2.772,5.511,5.317
1996-01-26,1.514,1.489,1.465,1.534,1.796,2.109,2.779,5.527,5.294
1996-01-27,1.538,1.503,1.47,1.556,1.835,2.123,2.777,5.658,5.279
1996-01-28,1.547,1.524,1.494,1.575,1.852,2.165,2.876,5.663,5.273
1996-01-29,1.565,1.546,1.519,1.587,1.891,2.204,3.013,5.674,5.265
1996-01-30,1.563,1.544,1.51,1.591,1.909,2.189,3.011,5.683,5.266
1996-01-31,1.575,1.559,1.534,1.618,1.916,2.239,3.084,5.768,5.268
1996-02-01,1.568,1.559,1.558,1.621,1.931,2.248,3.145,5.778,5.265
1996-02-02,1.559,1.562,1.57,1.63,1.934,2.255,3.167,5.761,5.275
1996-02-03,1.545,1.564,1.573,1.63,1.933,2.243,3.163,5.736,5.284
1996-02-04,1.544,1.568,1.58,1.642,1.94,2.255,3.214,5.727,5.291
1996-02-05,1.545,1.572,1.579,1.647,1.946,2.259,3.268,5.694,5.299
1996-02-06,1.538,1.57,1.581,1.652,1.954,2.264,3.323,5.637,5.307
1996-02-07,1.494,1.551,1.574,1.651,1.968,2.281,3.389,5.653,5.313
1996-02-08,1.487,1.543,1.555,1.636,1.974,2.281,3.393,5.636,5.315
1996-02-09,1.466,1.534,1.533,1.617,1.939,2.266,3.344,5.64,5.309
1996-02-10,1.433,1.525,1.51,1.6,1.94,2.275,3.336,5.712,5.3
1996-02-11,1.409,1.48,1.516,1.604,2.026,2.334,3.343,5.747,5.284
1996-02-12,1.434,1.544,1.496,1.584,2.021,2.349,3.405,5.721,5.283
1996-02-13,1.416,1.504,1.49,1.591,2.003,2.34,3.379,5.78,5.271
1996-02-14,1.398,1.499,1.474,1.587,2,2.329,3.422,5.815,5.263
1996-02-15,1.379,1.478,1.483,1.598,2.018,2.326,3.464,5.805,5.258
1996-02-16,1.37,1.464,1.497,1.61,2.049,2.331,3.604,5.824,5.258
1996-02-17,1.368,1.476,1.504,1.618,2.059,2.325,3.664,5.818,5.249
1996-02-18,1.36,1.416,1.495,1.622,2.074,2.348,3.715,5.823,5.228
1996-02-19,1.334,1.445,1.531,1.654,2.153,2.427,3.969,5.767,5.234
1996-02-20,1.329,1.432,1.533,1.626,2.091,2.39,3.886,5.82,5.231
1996-02-21,1.335,1.425,1.51,1.608,2.033,2.355,3.743,5.831,5.21
1996-02-22,1.34,1.425,1.48,1.597,2.017,2.353,3.68,5.785,5.214
1996-02-23,1.339,1.415,1.445,1.594,2.024,2.369,3.697,5.775,5.212
1996-02-24,1.342,1.427,1.426,1.586,2.077,2.422,3.694,5.712,5.211
1996-02-25,1.343,1.427,1.416,1.583,2.101,2.476,3.747,5.733,5.213
1996-02-26,1.342,1.431,1.411,1.588,2.153,2.556,3.832,5.752,5.213
1996-02-27,1.354,1.45,1.414,1.584,2.172,2.595,3.884,5.74,5.219
1996-02-28,1.37,1.469,1.394,1.581,2.163,2.594,3.929,5.745,5.236
1996-02-29,1.4,1.503,1.393,1.603,2.157,2.576,4.012,5.75,5.276
1996-03-01,1.426,1.521,1.405,1.637,2.22,2.613,4.084,5.753,5.32
1996-03-02,1.448,1.542,1.441,1.668,2.243,2.64,4.229,5.793,5.352
1996-03-03,1.466,1.553,1.441,1.705,2.352,2.734,4.373,5.845,5.354
1996-03-04,1.476,1.596,1.428,1.746,2.573,2.966,4.66,5.887,5.368
1996-03-05,1.493,1.669,1.522,1.805,2.666,3.146,5.139,5.963,5.418
1996-03-06,1.535,1.715,1.625,1.835,2.635,3.109,5.195,6.054,5.458
1996-03-07,1.546,1.681,1.649,1.855,2.606,3.092,5.14,6.101,5.44
1996-03-08,1.537,1.69,1.644,1.878,2.618,3.099,5.108,6.082,5.438
1996-03-09,1.548,1.707,1.573,1.919,2.777,3.221,5.226,6.068,5.438
1996-03-10,1.586,1.898,1.601,1.956,2.953,3.467,5.526,6.081,5.463
1996-03-11,1.596,1.915,1.659,1.982,2.916,3.512,5.477,6.081,5.465
1996-03-12,1.636,1.918,1.668,1.959,2.816,3.429,5.36,6.089,5.435
1996-03-13,1.65,1.88,1.631,1.99,2.768,3.443,5.268,6.099,5.415
1996-03-14,1.674,1.891,1.603,2.009,2.782,3.458,5.184,6.099,5.41
1996-03-15,1.688,1.918,1.592,2.003,2.775,3.447,5.097,6.063,5.398
1996-03-16,1.708,1.936,1.596,2,2.721,3.402,5.081,6.028,5.387
1996-03-17,1.723,1.921,1.599,2.013,2.696,3.392,5.032,6.024,5.379
1996-03-18,1.719,1.925,1.631,2.034,2.742,3.409,4.903,5.952,5.36
1996-03-19,1.726,1.926,1.647,2.035,2.693,3.36,4.928,5.897,5.351
1996-03-20,1.724,1.925,1.638,2.035,2.659,3.32,4.928,5.853,5.345
1996-03-21,1.732,1.91,1.63,2.05,2.658,3.32,4.948,5.846,5.344
1996-03-22,1.749,1.901,1.635,2.09,2.793,3.39,4.932,5.878,5.341
1996-03-23,1.746,1.991,1.739,2.157,3.018,3.576,5.011,5.834,5.333
1996-03-24,1.756,1.97,1.801,2.17,2.943,3.556,5.066,5.812,5.328
1996-03-25,1.746,1.929,1.801,2.159,2.891,3.535,5.085,5.817,5.315
1996-03-26,1.741,1.919,1.78,2.154,2.835,3.46,5.108,5.84,5.307
1996-03-27,1.733,1.907,1.757,2.158,2.799,3.455,5.098,5.857,5.297
1996-03-28,1.718,1.898,1.741,2.135,2.766,3.402,5.041,5.817,5.3
1996-03-29,1.718,1.861,1.762,2.102,2.732,3.215,4.766,5.691,5.308
1996-03-30,1.713,1.842,1.843,2.128,2.583,3.077,4.14,5.612,5.311
1996-03-31,1.691,1.83,1.812,2.088,2.455,2.968,3.972,5.57,5.306
1996-04-01,1.682,1.822,1.725,2.022,2.375,2.9,3.896,5.465,5.309
1996-04-02,1.672,1.804,1.659,1.961,2.33,2.853,3.768,5.387,5.306
1996-04-03,1.667,1.776,1.638,1.921,2.286,2.84,3.625,5.402,5.295
1996-04-04,1.687,1.77,1.66,1.923,2.348,2.816,3.799,5.56,5.278
1996-04-05,1.748,1.874,1.691,1.94,2.519,2.755,4.492,5.668,5.27
1996-04-06,1.786,1.883,1.712,1.974,2.527,2.824,4.54,5.652,5.273
1996-04-07,1.803,1.882,1.706,1.986,2.482,2.852,4.301,5.736,5.282
1996-04-08,1.809,1.886,1.692,2,2.475,2.868,4.204,5.752,5.298
1996-04-09,1.811,1.895,1.681,2.001,2.45,2.86,4.077,5.775,5.327
1996-04-10,1.805,1.896,1.672,2,2.435,2.867,4.022,5.806,5.33
1996-04-11,1.791,1.893,1.65,1.994,2.435,2.845,3.98,5.762,5.329
1996-04-12,1.772,1.88,1.638,1.98,2.41,2.833,3.963,5.707,5.316
1996-04-13,1.756,1.868,1.621,1.974,2.383,2.822,3.966,5.686,5.308
1996-04-14,1.74,1.867,1.583,1.95,2.363,2.805,3.962,5.601,5.305
1996-04-15,1.718,1.86,1.542,1.924,2.317,2.795,3.903,5.5,5.305
1996-04-16,1.702,1.837,1.5,1.907,2.318,2.726,3.903,5.45,5.289
1996-04-17,1.655,1.852,1.477,1.854,2.313,2.574,3.751,5.214,5.288
1996-04-18,1.67,1.823,1.49,1.817,2.245,2.503,3.734,5.189,5.3
1996-04-19,1.671,1.817,1.551,1.853,2.239,2.481,3.664,5.263,5.309
1996-04-20,1.667,1.825,1.597,1.884,2.224,2.499,3.653,5.375,5.313
1996-04-21,1.661,1.83,1.606,1.894,2.216,2.505,3.637,5.438,5.319
1996-04-22,1.659,1.825,1.597,1.896,2.196,2.498,3.621,5.468,5.33
1996-04-23,1.674,1.82,1.596,1.904,2.182,2.479,3.569,5.439,5.343
1996-04-24,1.691,1.82,1.602,1.908,2.182,2.466,3.577,5.387,5.362
1996-04-25,1.718,1.83,1.621,1.918,2.198,2.46,3.636,5.423,5.391
1996-04-26,1.734,1.83,1.65,1.941,2.244,2.467,3.728,5.458,5.419
1996-04-27,1.756,1.85,1.663,1.958,2.253,2.5,3.833,5.574,5.445
1996-04-28,1.784,1.85,1.685,1.965,2.264,2.501,3.884,5.6,5.448
1996-04-29,1.819,1.858,1.723,1.982,2.277,2.529,3.934,5.654,5.466
1996-04-30,1.839,1.869,1.75,1.995,2.3,2.539,4.033,5.668,5.487
1996-05-01,1.863,1.89,1.765,2.005,2.299,2.536,4.137,5.718,5.495
1996-05-02,1.884,1.902,1.773,2.011,2.299,2.555,4.143,5.706,5.487
1996-05-03,1.901,1.913,1.786,2.014,2.3,2.58,4.126,5.697,5.478
1996-05-04,1.914,1.929,1.812,2.026,2.317,2.622,4.123,5.714,5.467
1996-05-05,1.932,1.943,1.832,2.038,2.333,2.661,4.145,5.739,5.453
1996-05-06,1.948,1.955,1.851,2.053,2.349,2.689,4.159,5.74,5.441
1996-05-07,1.981,1.977,1.834,2.051,2.321,2.678,4.186,5.74,5.44
1996-05-08,1.998,1.997,1.823,2.053,2.3,2.671,4.176,5.695,5.426
1996-05-09,2.006,2.015,1.839,2.072,2.305,2.666,4.161,5.65,5.427
1996-05-10,2.006,2.03,1.857,2.085,2.31,2.65,4.137,5.554,5.426
1996-05-11,1.992,2.03,1.883,2.096,2.314,2.619,4.07,5.442,5.426
1996-05-12,2.019,2.046,1.906,2.123,2.337,2.647,4.094,5.459,5.428
1996-05-13,2.036,2.055,1.958,2.149,2.387,2.676,4.11,5.446,5.404
1996-05-14,2.009,2.028,2.012,2.182,2.432,2.699,4.082,5.43,5.396
1996-05-15,1.963,2.041,2.013,2.189,2.422,2.687,4.089,5.495,5.393
1996-05-16,1.923,2.036,1.978,2.173,2.42,2.684,4.075,5.526,5.369
1996-05-17,1.887,2.031,1.941,2.164,2.415,2.683,4.044,5.546,5.354
1996-05-18,1.866,2.025,1.917,2.164,2.423,2.695,4.038,5.535,5.346
1996-05-19,1.828,2.011,1.898,2.155,2.423,2.699,4.042,5.522,5.337
1996-05-20,1.811,1.999,1.866,2.14,2.421,2.7,4.05,5.512,5.324
1996-05-21,1.818,2.004,1.839,2.13,2.43,2.717,4.086,5.508,5.308
1996-05-22,1.822,1.971,1.836,2.117,2.424,2.719,4.085,5.515,5.297
1996-05-23,1.787,1.965,1.81,2.119,2.429,2.739,4.081,5.567,5.295
1996-05-24,1.767,1.968,1.758,2.119,2.442,2.757,4.103,5.595,5.29
1996-05-25,1.756,1.952,1.703,2.115,2.444,2.759,4.083,5.59,5.286
1996-05-26,1.748,1.941,1.636,2.109,2.449,2.769,4.018,5.563,5.283
1996-05-27,1.719,1.922,1.567,2.115,2.472,2.801,3.994,5.525,5.28
1996-05-28,1.683,1.892,1.515,2.106,2.509,2.831,4.037,5.464,5.279
1996-05-29,1.663,1.848,1.468,2.075,2.522,2.85,4.094,5.406,5.274
1996-05-30,1.626,1.792,1.429,2.03,2.519,2.868,4.143,5.359,5.279
1996-05-31,1.66,1.799,1.418,2.014,2.55,2.972,4.273,5.386,5.27
1996-06-01,1.635,1.696,1.431,2.001,2.572,3.041,4.383,5.404,5.271
1996-06-02,1.554,1.595,1.439,2.008,2.579,3.076,4.413,5.447,5.266
1996-06-03,1.463,1.547,1.427,2.012,2.557,3.057,4.4,5.516,5.263
1996-06-04,1.43,1.557,1.411,2.03,2.571,3.087,4.412,5.569,5.267
1996-06-05,1.387,1.517,1.395,2.014,2.571,3.078,4.398,5.571,5.262
1996-06-06,1.361,1.516,1.382,2.006,2.564,3.09,4.364,5.55,5.258
1996-06-07,1.324,1.482,1.372,1.996,2.562,3.097,4.338,5.537,5.243
1996-06-08,1.306,1.469,1.357,1.998,2.575,3.116,4.335,5.53,5.23
1996-06-09,1.289,1.449,1.349,1.987,2.582,3.115,4.317,5.494,5.209
1996-06-10,1.282,1.444,1.322,1.974,2.574,3.109,4.288,5.47,5.197
1996-06-11,1.287,1.444,1.313,1.958,2.588,3.106,4.263,5.423,5.175
1996-06-12,1.296,1.439,1.311,1.949,2.582,3.106,4.249,5.417,5.163
1996-06-13,1.339,1.497,1.331,1.965,2.622,3.134,4.246,5.391,5.163
1996-06-14,1.357,1.494,1.359,1.97,2.635,3.175,4.223,5.356,5.164
1996-06-15,1.37,1.491,1.377,1.986,2.616,3.167,4.194,5.35,5.172
1996-06-16,1.373,1.478,1.374,2.001,2.605,3.152,4.17,5.378,5.174
1996-06-17,1.372,1.484,1.351,2.015,2.599,3.134,4.145,5.392,5.182
1996-06-18,1.376,1.496,1.314,2.017,2.593,3.102,4.124,5.38,5.192
1996-06-19,1.368,1.496,1.292,2.007,2.588,3.073,4.09,5.345,5.199
1996-06-20,1.366,1.494,1.281,1.989,2.563,3.056,4.059,5.338,5.199
1996-06-21,1.371,1.494,1.273,1.98,2.547,3.047,4.033,5.345,5.196
1996-06-22,1.388,1.516,1.257,1.97,2.544,3.047,4.011,5.345,5.194
1996-06-23,1.397,1.52,1.247,1.953,2.549,3.047,3.992,5.324,5.189
1996-06-24,1.417,1.547,1.237,1.937,2.543,3.06,4.003,5.334,5.191
1996-06-25,1.423,1.54,1.236,1.918,2.535,3.052,3.986,5.341,5.188
1996-06-26,1.448,1.54,1.24,1.907,2.529,3.051,3.957,5.355,5.191
1996-06-27,1.48,1.558,1.253,1.912,2.53,3.081,4.005,5.402,5.201
1996-06-28,1.494,1.552,1.273,1.923,2.53,3.08,4.031,5.427,5.214
1996-06-29,1.513,1.579,1.272,1.943,2.551,3.077,4.032,5.438,5.229
1996-06-30,1.513,1.586,1.279,1.944,2.578,3.074,4.022,5.41,5.239
1996-07-01,1.542,1.62,1.297,1.944,2.593,3.096,4.036,5.401,5.254
1996-07-02,1.551,1.624,1.311,1.922,2.58,3.098,4.056,5.407,5.261
1996-07-03,1.576,1.647,1.327,1.929,2.563,3.105,4.075,5.438,5.267
1996-07-04,1.608,1.684,1.352,1.949,2.577,3.139,4.129,5.465,5.254
1996-07-05,1.613,1.7,1.374,1.959,2.603,3.157,4.166,5.461,5.245
1996-07-06,1.642,1.74,1.399,1.98,2.619,3.191,4.2,5.474,5.24
1996-07-07,1.639,1.733,1.423,1.99,2.628,3.204,4.217,5.484,5.236
1996-07-08,1.623,1.726,1.434,2.01,2.623,3.216,4.231,5.508,5.234
1996-07-09,1.619,1.744,1.436,2.042,2.645,3.234,4.257,5.53,5.229
1996-07-10,1.626,1.752,1.448,2.039,2.666,3.245,4.268,5.533,5.221
1996-07-11,1.645,1.752,1.471,2.034,2.663,3.266,4.279,5.554,5.215
1996-07-12,1.644,1.743,1.484,2.054,2.66,3.285,4.291,5.603,5.207
1996-07-13,1.641,1.738,1.49,2.077,2.666,3.296,4.296,5.635,5.19
1996-07-14,1.641,1.744,1.5,2.102,2.685,3.312,4.299,5.656,5.181
1996-07-15,1.683,1.765,1.531,2.122,2.737,3.36,4.386,5.676,5.168
1996-07-16,1.743,1.852,1.567,2.169,2.835,3.416,4.558,5.699,5.16
1996-07-17,1.777,1.907,1.613,2.158,2.878,3.474,4.643,5.677,5.146
1996-07-18,1.798,1.94,1.627,2.18,2.86,3.491,4.649,5.707,5.151
1996-07-19,1.807,1.945,1.625,2.199,2.883,3.509,4.692,5.715,5.149
1996-07-20,1.8,1.955,1.604,2.22,2.875,3.511,4.682,5.724,5.147
1996-07-21,1.821,1.987,1.613,2.231,2.914,3.538,4.736,5.704,5.139
1996-07-22,1.799,1.96,1.62,2.212,2.904,3.543,4.718,5.685,5.135
1996-07-23,1.779,1.956,1.619,2.224,2.888,3.545,4.718,5.688,5.129
1996-07-24,1.748,1.934,1.588,2.214,2.861,3.513,4.686,5.681,5.128
1996-07-25,1.702,1.892,1.542,2.171,2.805,3.435,4.64,5.685,5.151
1996-07-26,1.663,1.851,1.493,2.113,2.742,3.351,4.593,5.692,5.18
1996-07-27,1.623,1.806,1.447,2.047,2.669,3.265,4.552,5.707,5.207
1996-07-28,1.589,1.759,1.4,1.988,2.595,3.182,4.508,5.725,5.232
1996-07-29,1.546,1.7,1.361,1.936,2.53,3.096,4.469,5.744,5.26
1996-07-30,1.513,1.666,1.318,1.903,2.472,3.014,4.43,5.754,5.287
1996-07-31,1.466,1.604,1.284,1.856,2.42,2.936,4.367,5.758,5.31
1996-08-01,1.465,1.614,1.281,1.855,2.421,2.944,4.379,5.744,5.309
1996-08-02,1.474,1.624,1.283,1.846,2.42,2.959,4.394,5.727,5.298
1996-08-03,1.477,1.621,1.286,1.838,2.415,2.971,4.404,5.716,5.287
1996-08-04,1.469,1.613,1.289,1.842,2.417,2.978,4.408,5.703,5.277
1996-08-05,1.452,1.598,1.288,1.846,2.421,2.971,4.368,5.69,5.267
1996-08-06,1.443,1.594,1.285,1.85,2.435,2.977,4.337,5.673,5.259
1996-08-07,1.461,1.613,1.284,1.861,2.456,3.004,4.379,5.659,5.248
1996-08-08,1.486,1.622,1.286,1.852,2.463,3.018,4.424,5.658,5.231
1996-08-09,1.525,1.647,1.285,1.846,2.458,3.026,4.432,5.664,5.216
1996-08-10,1.557,1.664,1.286,1.844,2.464,3.035,4.443,5.668,5.201
1996-08-11,1.607,1.709,1.286,1.86,2.489,3.076,4.535,5.668,5.183
1996-08-12,1.661,1.756,1.291,1.875,2.523,3.127,4.654,5.664,5.165
1996-08-13,1.71,1.795,1.3,1.878,2.548,3.166,4.748,5.659,5.149
1996-08-14,1.764,1.845,1.314,1.877,2.57,3.21,4.835,5.651,5.136
1996-08-15,1.777,1.85,1.346,1.878,2.57,3.221,4.847,5.641,5.127
1996-08-16,1.751,1.83,1.356,1.887,2.544,3.193,4.81,5.633,5.124
1996-08-17,1.775,1.879,1.356,1.908,2.574,3.231,4.833,5.609,5.114
1996-08-18,1.792,1.889,1.377,1.917,2.608,3.265,4.868,5.589,5.107
1996-08-19,1.795,1.896,1.398,1.938,2.652,3.302,4.938,5.569,5.103
1996-08-20,1.822,1.93,1.422,1.979,2.755,3.371,5.068,5.545,5.094
1996-08-21,1.864,1.986,1.451,2.024,2.918,3.498,5.144,5.516,5.087
1996-08-22,1.824,1.961,1.443,2.026,2.915,3.533,5.105,5.51,5.094
1996-08-23,1.786,1.947,1.436,2.043,2.93,3.547,5.093,5.515,5.106
1996-08-24,1.744,1.918,1.436,2.054,2.95,3.593,5.064,5.521,5.113
1996-08-25,1.685,1.873,1.43,2.062,2.93,3.595,5.037,5.529,5.119
1996-08-26,1.64,1.848,1.422,2.084,2.921,3.584,5.02,5.537,5.127
1996-08-27,1.59,1.806,1.418,2.078,2.893,3.561,4.996,5.533,5.131
1996-08-28,1.589,1.806,1.421,2.124,2.908,3.552,4.985,5.547,5.138
1996-08-29,1.588,1.82,1.431,2.128,2.962,3.542,4.938,5.534,5.134
1996-08-30,1.609,1.855,1.444,2.147,2.966,3.539,4.909,5.535,5.132
1996-08-31,1.611,1.868,1.462,2.152,2.975,3.534,4.873,5.53,5.131
1996-09-01,1.612,1.872,1.453,2.153,2.922,3.513,4.865,5.541,5.13
1996-09-02,1.633,1.891,1.457,2.167,2.913,3.502,4.829,5.548,5.127
1996-09-03,1.676,1.927,1.451,2.201,2.896,3.484,4.821,5.584,5.137
1996-09-04,1.785,2.078,1.546,2.274,2.967,3.529,4.734,5.603,5.147
1996-09-05,1.891,2.116,1.741,2.328,3.026,3.596,4.714,5.596,5.174
1996-09-06,1.898,2.066,1.828,2.354,2.994,3.627,4.657,5.61,5.198
1996-09-07,1.879,2.049,1.825,2.356,2.957,3.618,4.634,5.655,5.219
1996-09-08,1.882,2.071,1.748,2.339,2.902,3.581,4.643,5.677,5.247
1996-09-09,1.874,2.08,1.685,2.32,2.855,3.545,4.613,5.615,5.27
1996-09-10,1.869,2.077,1.642,2.3,2.819,3.497,4.605,5.571,5.29
1996-09-11,1.853,2.069,1.637,2.288,2.792,3.442,4.576,5.536,5.304
1996-09-12,1.834,2.05,1.653,2.277,2.753,3.399,4.569,5.527,5.308
1996-09-13,1.819,2.048,1.638,2.266,2.71,3.361,4.575,5.507,5.318
1996-09-14,1.808,2.026,1.634,2.245,2.677,3.31,4.54,5.468,5.315
1996-09-15,1.862,2.08,1.64,2.231,2.69,3.217,4.46,5.459,5.312
1996-09-16,1.924,2.06,1.745,2.234,2.793,3.176,4.433,5.454,5.301
1996-09-17,1.898,1.99,1.844,2.258,2.799,3.211,4.417,5.463,5.292
1996-09-18,1.82,1.953,1.865,2.282,2.768,3.224,4.414,5.507,5.286
1996-09-19,1.768,1.994,1.806,2.254,2.731,3.222,4.469,5.57,5.286
1996-09-20,1.77,1.978,1.719,2.241,2.701,3.235,4.506,5.589,5.281
1996-09-21,1.716,1.913,1.688,2.237,2.708,3.231,4.524,5.588,5.285
1996-09-22,1.696,1.899,1.67,2.241,2.707,3.243,4.546,5.601,5.288
1996-09-23,1.638,1.87,1.67,2.242,2.717,3.25,4.568,5.589,5.294
1996-09-24,1.62,1.89,1.649,2.231,2.729,3.334,4.672,5.63,5.288
1996-09-25,1.712,2.014,1.64,2.256,2.849,3.39,4.624,5.552,5.281
1996-09-26,1.776,2.006,1.603,2.201,2.796,3.39,4.738,5.559,5.282
1996-09-27,1.794,2.008,1.608,2.186,2.837,3.425,4.757,5.574,5.264
1996-09-28,1.764,2.015,1.602,2.149,2.806,3.412,4.778,5.585,5.26
1996-09-29,1.732,1.997,1.571,2.117,2.717,3.369,4.788,5.599,5.25
1996-09-30,1.701,2.001,1.565,2.09,2.64,3.297,4.742,5.594,5.247
