"Date","6 m","8 m","10 m","11 m","16 m","22 m"
2020-11-23,7.753,7.584,8.349,8.793,9.649,10.856
2020-11-24,8.268,7.63,8.072,8.703,9.422,10.259
2020-11-25,7.131,7.016,7.782,8.138,8.995,10.048
2020-11-26,7.007,6.841,7.557,8.009,8.96,10.059
2020-11-27,7.377,7.017,7.575,8.124,8.903,10.019
2020-11-28,7.736,7.215,7.641,8.201,9.001,10.144
2020-11-29,7.656,7.295,7.727,8.244,9.14,10.298
2020-11-30,7.273,6.955,7.731,8.219,9.165,10.35
2020-12-01,7.81,7.024,7.44,8.161,9.052,9.914
2020-12-02,8.563,7.426,7.639,8.148,8.82,9.447
2020-12-03,8.475,7.588,7.782,8.209,8.882,9.758
2020-12-04,8.029,7.397,7.581,8.173,8.803,9.756
2020-12-05,7.928,7.36,7.529,8.109,8.752,9.661
2020-12-06,8.018,7.41,7.585,8.082,8.801,9.525
2020-12-07,7.653,7.142,7.365,7.834,8.589,9.457
2020-12-08,7.066,6.767,7.156,7.562,8.502,9.47
2020-12-09,6.576,6.364,6.921,7.405,8.553,9.472
2020-12-10,6.403,6.241,6.902,7.398,8.547,9.49
2020-12-11,6.027,5.853,6.762,7.296,8.48,9.538
2020-12-12,5.87,5.648,6.551,7.174,8.405,9.537
2020-12-13,5.91,5.627,6.5,7.161,8.487,9.524
2020-12-14,6.042,5.696,6.452,7.185,8.547,9.597
2020-12-15,5.781,5.504,6.27,7,8.423,9.607
2020-12-16,4.508,4.363,5.428,5.832,7.399,8.802
2020-12-17,4.071,3.712,5.05,5.189,6.523,8.366
2020-12-18,4.049,3.532,4.63,4.995,6.66,8.275
2020-12-19,4.138,3.659,4.559,5.044,7.157,8.855
2020-12-20,4.256,3.799,4.849,5.296,7.33,9.109
2020-12-21,4.367,3.744,4.905,5.422,7.42,9.029
2020-12-22,4.541,3.897,4.901,5.473,7.681,9.359
2020-12-23,4.188,3.659,4.618,5.21,7.265,9.43
2020-12-24,3.723,3.317,4.394,5.036,7.163,9.319
2020-12-25,4.04,3.439,4.256,4.935,6.952,8.68
2020-12-26,5.009,3.853,4.306,4.856,6.467,7.714
2020-12-27,4.937,3.878,4.188,4.806,6.273,8.231
2020-12-28,4.48,3.684,4.136,4.777,6.5,8.495
2020-12-29,4.508,3.695,4.074,4.929,6.663,8.489
2020-12-30,3.703,3.221,3.618,4.373,6.2,8.347
2020-12-31,3.187,2.897,3.419,3.947,5.666,7.895
2021-01-01,2.973,2.712,3.268,3.662,5.091,7.476
2021-01-02,2.756,2.49,3.13,3.634,5.267,7.439
2021-01-03,2.653,2.328,2.828,3.611,5.583,7.488
2021-01-04,2.646,2.428,3.061,3.826,5.987,7.835
2021-01-05,2.753,2.496,3.168,4.046,6.432,8.071
2021-01-06,2.844,2.698,3.217,4.315,7.028,8.385
2021-01-07,2.719,2.75,3.169,4.343,7.215,8.722
2021-01-08,2.612,2.564,2.868,4.085,6.925,8.702
2021-01-09,2.543,2.289,2.708,3.847,6.361,8.475
2021-01-10,2.539,2.175,2.701,3.681,6.325,8.346
2021-01-11,2.433,2.017,2.764,3.698,6.524,8.416
2021-01-12,2.409,1.991,2.839,3.777,6.479,8.444
2021-01-13,2.375,1.993,2.962,3.889,6.676,8.536
2021-01-14,2.344,1.991,3.008,4.05,6.822,8.592
2021-01-15,2.41,2.096,3.163,4.224,7.032,8.691
2021-01-16,2.434,2.252,3.461,4.427,7.25,8.823
2021-01-17,2.589,2.112,3.259,4.306,6.997,8.466
2021-01-18,2.627,2.145,2.88,3.77,6.377,8.253
2021-01-19,2.243,1.999,2.701,3.335,5.855,8.099
2021-01-20,1.511,1.499,2.323,2.969,5.545,7.894
2021-01-21,1.099,1.119,2.231,2.995,5.549,7.699
2021-01-22,1.021,0.996,2.288,3.105,5.504,7.489
2021-01-23,1.089,1.086,2.461,3.307,5.549,7.472
2021-01-24,0.755,0.704,1.977,3.055,5.235,7.219
2021-01-25,0.566,0.47,1.566,2.486,4.773,6.913
2021-01-26,0.831,0.519,1.581,2.261,4.428,6.6
2021-01-27,1.107,0.73,1.835,2.407,4.549,6.59
2021-01-28,1.308,0.998,2.125,2.65,4.765,6.919
2021-01-29,1.286,1.088,2.205,2.76,5.017,7.217
2021-01-30,0.766,0.584,1.935,2.704,5.449,7.715
2021-01-31,0.414,0.238,1.711,2.574,5.346,7.727
2021-02-01,0.429,0.209,1.795,2.54,5.372,7.667
2021-02-02,0.468,0.207,1.52,2.594,5.69,7.431
2021-02-03,0.896,0.39,1.33,2.876,6.139,7.262
2021-02-04,1.17,0.703,1.692,3.084,6.476,7.841
2021-02-05,1.294,0.893,2.078,3.296,6.719,8.022
2021-02-06,1.352,1.004,2.061,3.265,6.602,7.962
2021-02-07,1.179,0.9,1.718,2.912,6.101,7.812
2021-02-08,0.955,0.782,1.6,2.806,5.965,7.618
2021-02-09,0.347,0.334,1.051,2.256,5.499,7.231
2021-02-10,-0.066,-0.037,0.847,1.871,4.798,6.824
2021-02-11,-0.475,-0.422,0.451,1.443,4.055,6.315
2021-02-12,-0.909,-0.847,0.09,0.831,2.904,5.627
2021-02-13,-0.879,-0.897,0.131,0.679,2.784,5.357
2021-02-14,-0.625,-0.702,0.35,0.803,3.006,5.28
2021-02-15,-0.312,-0.391,0.636,1.073,3.229,5.508
2021-02-16,-0.178,-0.231,0.789,1.28,3.361,5.817
2021-02-17,-0.276,-0.404,0.515,1.22,3.374,5.898
2021-02-18,-0.585,-0.713,0.213,0.99,3.223,6.044
2021-02-19,-0.607,-0.632,0.379,1.032,3.413,6.08
2021-02-20,-0.514,-0.48,0.617,1.266,3.829,6.208
2021-02-21,-0.71,-0.609,0.791,1.467,4.198,6.437
2021-02-22,-0.855,-0.793,0.731,1.469,4.182,6.503
2021-02-23,-0.884,-0.863,0.375,1.318,3.884,6.206
2021-02-24,-0.906,-0.894,0.236,1.261,3.938,6.113
2021-02-25,-0.936,-0.91,0.204,1.227,3.927,6.023
2021-02-26,-1.094,-1.056,-0.199,0.65,3.196,5.722
2021-02-27,-1.038,-1.035,-0.299,0.416,2.961,5.478
2021-02-28,-1.06,-1.027,-0.328,0.29,2.667,4.741
2021-03-01,-1.025,-0.872,-0.114,0.443,2.804,4.696
2021-03-02,-1.162,-1.053,-0.382,0.321,2.488,4.048
2021-03-03,-1.237,-1.124,-0.701,-0.471,0.921,2.39
2021-03-04,-1.247,-1.171,-0.76,-0.708,0.019,2.026
2021-03-05,-1.234,-1.19,-0.768,-0.751,-0.067,2.11
2021-03-06,-1.223,-1.249,-0.846,-0.798,-0.105,2.189
2021-03-07,-1.14,-1.189,-0.889,-0.839,-0.165,2.093
2021-03-08,-0.96,-0.915,-0.638,-0.683,0.188,2.129
2021-03-09,-0.789,-0.707,-0.401,-0.414,0.746,2.222
2021-03-10,-0.686,-0.59,-0.257,-0.192,1.216,2.73
2021-03-11,-0.646,-0.674,-0.262,-0.033,1.565,3.125
2021-03-12,-0.829,-0.903,-0.402,-0.119,1.331,3.008
2021-03-13,-0.722,-0.564,-0.237,-0.117,1.084,2.888
2021-03-14,-0.754,-0.538,-0.215,-0.032,1.212,2.89
2021-03-15,-0.922,-0.771,-0.36,0.023,1.427,2.89
2021-03-16,-1.082,-1.067,-0.682,-0.181,1.428,2.945
2021-03-17,-1.031,-1.1,-0.637,-0.17,1.417,2.928
2021-03-18,-1.008,-1.156,-0.687,-0.206,1.163,2.664
2021-03-19,-1.044,-1.195,-0.644,-0.255,1.102,2.517
2021-03-20,-1.076,-1.134,-0.628,-0.189,1.442,2.728
2021-03-21,-0.869,-0.994,-0.466,-0.035,1.508,2.764
2021-03-22,-0.697,-0.857,-0.282,0.125,1.6,2.747
2021-03-23,-0.523,-0.604,-0.017,0.303,1.737,2.76
2021-03-24,-0.26,-0.175,0.326,0.546,2.009,2.855
2021-03-25,-0.06,0.152,0.577,0.735,2.222,2.803
2021-03-26,-0.115,0.11,0.549,0.781,2.293,2.812
2021-03-27,-0.219,0.178,0.629,0.839,2.297,2.801
2021-03-28,-0.133,0.463,1.069,1.159,2.403,2.829
2021-03-29,-0.235,0.604,1.08,1.12,2.367,2.649
2021-03-30,-0.013,0.801,1.164,1.225,2.327,2.654
2021-03-31,0.355,1.04,1.407,1.47,2.488,2.765
2021-04-01,0.73,1.36,1.602,1.521,2.558,2.777
2021-04-02,0.843,1.469,1.714,1.462,2.53,2.67
2021-04-03,1.05,1.559,1.955,1.643,2.607,2.682
2021-04-04,1.015,1.469,2.134,1.933,2.627,2.665
2021-04-05,0.946,1.327,2.177,2.055,2.588,2.624
2021-04-06,1.17,1.519,2.295,2.126,2.622,2.619
2021-04-07,1.436,1.778,2.479,2.276,2.666,2.618
2021-04-08,1.806,2.131,2.706,2.497,2.729,2.64
2021-04-09,2.322,2.597,2.995,2.792,2.873,2.715
2021-04-10,2.742,2.912,3.192,3.001,3.033,2.81
2021-04-11,2.967,3.12,3.305,3.13,3.133,2.887
2021-04-12,3.105,3.388,3.45,3.3,3.18,2.959
2021-04-13,3.137,3.404,3.541,3.415,3.151,3.016
2021-04-14,3.127,3.295,3.639,3.522,3.154,3.088
2021-04-15,3.329,3.639,3.849,3.64,3.351,3.235
2021-04-16,3.491,3.749,3.931,3.654,3.478,3.383
2021-04-17,2.956,3.479,3.838,3.505,3.491,3.493
2021-04-18,2.694,3.391,3.808,3.564,3.555,3.549
2021-04-19,2.831,3.418,3.924,3.764,3.662,3.627
2021-04-20,3.257,3.926,4.204,3.989,3.883,3.737
2021-04-21,3.636,4.372,4.452,4.193,4.089,3.815
2021-04-22,3.937,4.612,4.502,4.245,4.212,3.896
2021-04-23,4.044,4.646,4.396,4.374,4.401,3.991
2021-04-24,4.415,4.773,4.469,4.577,4.647,4.182
2021-04-25,4.92,5.29,4.925,4.862,4.801,4.401
2021-04-26,5.141,5.522,5.189,5.003,4.83,4.477
2021-04-27,5.333,5.801,5.382,5.166,4.867,4.481
2021-04-28,5.521,6.072,5.726,5.423,5.039,4.578
2021-04-29,5.85,6.498,6.123,5.673,5.227,4.711
2021-04-30,5.981,6.449,6.098,5.646,5.193,4.641
2021-05-01,5.823,6.228,5.963,5.563,4.973,4.395
2021-05-02,5.79,6.254,6.115,5.781,5.104,4.456
2021-05-03,5.842,6.312,6.189,5.973,5.392,4.644
2021-05-04,5.942,6.473,6.362,6.201,5.58,4.817
2021-05-05,6.267,6.673,6.508,6.211,5.576,4.833
2021-05-06,6.387,6.606,6.477,5.99,5.41,4.686
2021-05-07,6.434,6.911,6.663,6.097,5.414,4.67
2021-05-08,6.596,7.018,6.796,6.253,5.537,4.798
2021-05-09,6.164,6.566,6.632,6.312,5.439,4.846
2021-05-10,6.406,6.881,6.908,6.573,5.742,5.133
2021-05-11,6.726,7.321,7.305,6.765,5.989,5.299
2021-05-12,7.058,7.636,7.542,6.866,6.137,5.367
2021-05-13,7.606,8.07,7.763,7.017,6.262,5.444
2021-05-14,8.033,8.592,8.108,7.251,6.485,5.614
2021-05-15,8.552,8.973,8.409,7.472,6.694,5.745
2021-05-16,8.936,9.296,8.641,7.665,6.883,5.852
2021-05-17,9.376,9.537,8.888,7.849,7.054,5.985
2021-05-18,9.762,9.977,9.087,8.116,7.232,6.165
2021-05-19,10.072,10.268,9.148,8.326,7.329,6.345
2021-05-20,10.474,10.246,9.178,8.476,7.413,6.476
2021-05-21,10.596,10.673,9.52,8.693,7.674,6.679
2021-05-22,10.562,10.967,9.743,8.797,7.915,6.824
2021-05-23,10.626,10.924,9.934,8.947,8.217,6.995
2021-05-24,10.646,11.006,10.406,9.416,8.307,7.215
2021-05-25,10.881,11.179,10.728,9.75,8.718,7.528
2021-05-26,11.185,11.418,10.801,10.108,9.477,7.95
2021-05-27,11.571,11.689,11.094,10.328,9.892,8.303
2021-05-28,11.628,11.909,11.399,10.559,9.822,8.717
2021-05-29,11.634,12.037,11.598,10.655,9.958,9.095
2021-05-30,11.548,11.768,11.456,10.423,10.061,9.389
2021-05-31,11.337,11.44,11.219,10.313,10.207,9.691
2021-06-01,11.229,11.508,11.146,10.388,10.355,9.931
2021-06-02,11.462,11.77,11.488,10.665,10.574,10.139
2021-06-03,11.914,12.239,11.888,11.023,10.849,10.251
2021-06-04,12.248,12.572,11.992,11.14,11.028,10.338
2021-06-05,12.535,12.813,12.174,11.276,11.18,10.437
2021-06-06,12.954,13.197,12.546,11.579,11.409,10.588
2021-06-07,13.348,13.575,12.88,11.818,11.628,10.793
2021-06-08,14.031,14.245,13.313,12.15,11.912,10.987
2021-06-09,14.439,14.615,13.711,12.359,12.14,11.149
2021-06-10,14.739,14.805,14.034,12.648,12.287,11.363
2021-06-11,14.526,14.727,14.351,13.064,12.421,11.606
2021-06-12,14.433,14.614,14.586,13.054,12.77,11.863
2021-06-13,14.539,14.671,14.608,13.08,13.018,11.875
2021-06-14,14.851,14.871,14.617,13.154,13.054,11.654
2021-06-15,14.918,14.929,14.502,13.097,12.897,10.966
2021-06-16,14.87,14.925,14.401,12.95,12.391,9.786
2021-06-17,15.136,15.236,14.713,13.259,12.178,9.165
2021-06-18,15.415,15.517,15.032,13.71,12.595,9.661
2021-06-19,15.685,15.766,15.284,14.025,13.027,10.293
2021-06-20,15.871,15.918,15.37,14.216,13.407,10.855
2021-06-21,16.265,16.348,15.73,14.607,13.785,11.464
2021-06-22,16.604,16.747,16.015,14.782,14.13,12.013
2021-06-23,16.806,16.982,16.195,14.856,14.341,12.381
2021-06-24,17.106,17.198,16.611,15.259,14.617,12.791
2021-06-25,17.286,17.366,16.943,15.477,14.938,13.15
2021-06-26,17.434,17.455,16.921,15.395,15.058,13.172
2021-06-27,17.613,17.535,16.935,15.448,15.203,13.132
2021-06-28,17.734,17.59,17.127,15.835,15.734,13.514
2021-06-29,17.93,17.822,17.354,16.064,15.701,13.84
2021-06-30,18.086,18.08,17.536,16.147,15.742,14.163
2021-07-01,18.308,18.394,17.763,16.292,15.935,14.489
2021-07-02,18.648,18.595,17.923,16.401,16.062,14.694
2021-07-03,18.111,18.106,17.636,16.159,15.761,13.788
2021-07-04,17.454,17.61,17.143,16.123,14.042,10.711
2021-07-05,17.155,17.4,16.896,15.885,11.738,7.98
2021-07-06,17.479,17.716,17.275,16.014,11.379,7.692
2021-07-07,17.872,18.083,17.611,16.294,11.842,8.063
2021-07-08,18.19,18.398,17.864,16.473,12.14,8.453
2021-07-09,18.27,18.359,17.784,16.074,12.315,8.847
2021-07-10,18.236,18.252,17.706,15.858,12.78,9.317
2021-07-11,18.51,18.5,17.905,16.115,13.247,9.781
2021-07-12,18.778,18.859,18.104,16.419,13.562,10.024
2021-07-13,19.116,19.158,18.247,16.616,13.599,10.024
2021-07-14,19.265,19.359,18.419,16.693,13.744,10.307
2021-07-15,19.26,19.255,18.44,16.603,14.051,10.644
2021-07-16,19.281,19.262,18.411,16.52,14.086,10.497
2021-07-17,19.544,19.487,18.642,16.692,14.077,10.336
2021-07-18,19.729,19.714,18.785,16.736,13.828,10.139
2021-07-19,19.792,19.76,18.706,16.654,13.829,10.329
2021-07-20,19.862,19.857,18.786,16.754,14.177,10.774
2021-07-21,20.125,20.008,18.905,16.915,14.427,11.039
2021-07-22,20.308,20.076,18.832,16.867,14.14,10.643
2021-07-23,20.425,20.396,18.69,17.051,13.646,10.122
2021-07-24,20.522,20.716,18.789,17.222,13.326,9.742
2021-07-25,20.47,20.735,18.889,17.113,13.249,9.684
2021-07-26,20.416,20.336,19.075,17,13.411,9.847
2021-07-27,20.472,20.327,19.233,16.912,13.448,9.931
2021-07-28,20.627,20.506,19.426,17.063,13.624,10.173
2021-07-29,20.605,20.535,19.588,17.321,13.873,10.477
2021-07-30,20.363,20.281,19.685,17.387,14.313,10.958
2021-07-31,19.931,19.846,19.468,17.311,14.531,11.269
2021-08-01,19.654,19.698,19.249,17.938,15.316,12.069
2021-08-02,19.584,19.6,19.087,18.102,15.698,12.625
2021-08-03,19.403,19.493,19.105,18.189,15.844,12.881
2021-08-04,19.359,19.465,19.015,18.529,16.461,13.485
2021-08-05,19.439,19.485,19.101,18.403,16.558,13.787
2021-08-06,19.517,19.468,19.109,18.226,16.572,13.449
2021-08-07,19.631,19.561,19.19,18.378,16.443,13.023
2021-08-08,19.868,19.806,19.393,18.509,16.448,13.21
2021-08-09,19.958,19.986,19.518,18.4,16.411,13.282
2021-08-10,20.063,20.091,19.602,18.368,16.383,13.002
2021-08-11,20.243,20.235,19.672,18.403,16.285,12.595
2021-08-12,20.432,20.428,19.748,18.31,15.701,11.569
2021-08-13,20.682,20.663,19.865,18.145,14.778,10.344
2021-08-14,21.035,20.988,20.051,17.977,13.967,9.559
2021-08-15,21.483,21.448,20.275,18.002,13.862,9.481
2021-08-16,21.773,21.667,20.603,18.421,14.588,10.294
2021-08-17,21.859,21.739,20.943,18.834,15.501,11.246
2021-08-18,21.812,21.674,21.107,19.103,16.293,12.003
2021-08-19,21.681,21.516,20.995,19.24,16.742,12.629
2021-08-20,21.646,21.477,20.967,19.389,17.111,13.253
2021-08-21,21.76,21.624,21.071,19.386,17.191,13.586
2021-08-22,21.943,21.801,21.175,19.352,17.173,13.596
2021-08-23,21.928,21.719,21.074,19.124,16.734,12.934
2021-08-24,21.91,21.672,20.865,18.696,15.578,11.239
2021-08-25,22.113,21.888,20.985,18.628,14.76,10.292
2021-08-26,22.433,22.192,21.14,18.599,14.496,10.164
2021-08-27,22.712,22.504,21.366,18.796,14.748,10.369
2021-08-28,22.35,22.367,21.533,19.324,15.254,11.139
2021-08-29,21.962,22.091,21.696,19.731,15.94,11.748
2021-08-30,21.739,21.773,21.607,19.494,15.752,11.607
2021-08-31,21.575,21.531,21.314,19.154,15.166,11.219
2021-09-01,21.716,21.672,21.242,19.193,15.138,11.265
2021-09-02,21.637,21.621,21.172,19.16,15.312,11.483
2021-09-03,21.253,21.189,20.843,18.993,15.337,11.455
2021-09-04,20.516,20.662,20.327,19.653,16.292,12.263
2021-09-05,19.761,20.025,19.806,19.809,17.114,13.112
2021-09-06,19.572,19.832,19.67,19.624,16.763,12.882
2021-09-07,19.526,19.762,19.613,19.463,15.889,11.764
2021-09-08,19.555,19.819,19.581,19.594,15.89,11.883
2021-09-09,19.657,19.882,19.613,19.399,15.992,12.237
2021-09-10,19.768,19.926,19.641,18.965,15.628,11.858
2021-09-11,19.638,19.814,19.519,18.947,15.606,11.868
2021-09-12,19.436,19.664,19.366,19.312,16.354,12.584
2021-09-13,19.329,19.559,19.272,19.382,17.037,13.146
2021-09-14,19.134,19.34,19.119,19.196,16.834,13.451
2021-09-15,18.746,18.973,18.834,18.864,16.797,13.792
2021-09-16,18.667,18.921,18.776,18.809,16.849,13.449
2021-09-17,18.721,18.966,18.836,18.65,16.196,12.569
2021-09-18,18.868,19.066,18.864,18.356,15.437,11.484
2021-09-19,19.004,19.169,18.916,18.009,14.396,10.189
2021-09-20,18.613,18.797,18.647,17.511,13.467,9.28
2021-09-21,18.57,18.74,18.669,17.444,13.364,9.255
2021-09-22,18.504,18.702,18.472,17.477,13.222,9.241
2021-09-23,18.563,18.756,18.431,17.402,13.065,9.244
2021-09-24,18.713,18.877,18.498,17.257,13.021,9.288
2021-09-25,18.807,18.928,18.492,16.945,12.92,9.319
2021-09-26,18.71,18.863,18.365,16.622,12.86,9.424
2021-09-27,18.469,18.677,18.226,16.571,12.87,9.324
2021-09-28,18.265,18.46,18.094,17.003,13.571,9.871
2021-09-29,18.212,18.398,18.061,17.061,13.736,10.232
2021-09-30,17.889,18.107,17.876,16.873,13.601,10.146
2021-10-01,17.64,17.839,17.897,16.894,13.645,9.926
2021-10-02,17.33,17.492,17.553,16.704,13.324,9.729
2021-10-03,17.032,17.19,17.048,16.525,13.111,9.711
2021-10-04,16.809,16.952,16.94,16.248,12.747,9.49
2021-10-05,16.583,16.731,16.826,15.962,12.373,9.182
2021-10-06,16.565,16.715,16.807,15.766,11.913,8.837
2021-10-07,16.569,16.71,16.719,15.551,11.7,8.724
2021-10-08,16.453,16.597,16.487,15.376,11.563,8.707
2021-10-09,15.897,16.079,15.923,14.773,11.122,8.521
2021-10-10,15.634,15.839,15.828,14.491,10.747,8.26
2021-10-11,15.48,15.651,15.778,14.325,10.659,8.293
2021-10-12,15.492,15.655,15.721,14.361,10.793,8.499
2021-10-13,15.659,15.821,15.634,14.327,10.848,8.63
2021-10-14,15.729,15.897,15.514,14.223,10.774,8.586
2021-10-15,15.555,15.831,15.182,14.051,10.728,8.57
2021-10-16,15.372,15.752,14.99,13.962,10.719,8.518
2021-10-17,15.279,15.485,15.007,13.891,10.591,8.417
2021-10-18,15.293,15.454,15.038,13.814,10.379,8.237
2021-10-19,14.963,15.103,14.908,13.774,10.616,8.357
2021-10-20,14.547,14.639,14.507,13.739,11.08,8.709
2021-10-21,14.242,14.307,14.2,13.698,11.343,8.965
2021-10-22,14.212,14.252,14.112,13.714,11.485,9.123
2021-10-23,14.37,14.379,14.166,13.765,11.465,9.087
2021-10-24,14.323,14.33,14.099,13.633,11.261,8.976
2021-10-25,13.604,13.614,13.687,13.571,11.849,9.394
2021-10-26,13.297,13.293,13.466,13.417,11.869,9.642
2021-10-27,13.03,13.041,12.919,12.797,10.853,9.167
2021-10-28,12.576,12.939,12.122,11.778,9.464,8.484
2021-10-29,12.214,12.733,11.627,11.285,9.276,8.674
2021-10-30,12.171,12.63,11.473,11.351,9.452,8.924
2021-10-31,12.308,12.567,11.725,11.488,9.672,9.224
2021-11-01,12.512,12.651,11.942,11.545,9.883,9.515
2021-11-02,12.331,12.455,12.058,11.597,10.095,9.733
2021-11-03,12.134,12.216,11.992,11.555,10.313,9.925
2021-11-04,11.847,11.945,11.904,11.61,10.51,10.105
2021-11-05,11.548,11.653,11.835,11.659,10.705,10.294
2021-11-06,11.082,11.215,11.647,11.616,10.845,10.451
2021-11-07,10.684,10.766,11.386,11.511,10.911,10.64
2021-11-08,10.619,10.574,11.203,11.373,10.991,10.798
2021-11-09,10.713,10.76,11.217,11.369,11.073,10.908
2021-11-10,10.703,10.623,11.18,11.327,11.135,11.002
2021-11-11,10.333,10.282,10.992,11.141,11.101,11.091
2021-11-12,9.839,9.844,10.897,10.982,11.101,11.23
2021-11-13,9.917,9.68,10.383,10.836,11.064,11.228
2021-11-14,10.167,9.824,10.281,10.774,11.056,11.27
2021-11-15,9.869,9.665,10.199,10.602,10.986,11.324
2021-11-16,9.454,9.342,9.971,10.352,10.837,11.297
2021-11-17,8.575,8.715,9.625,9.872,10.449,11.279
2021-11-18,8.22,8.326,9.381,9.568,10.361,11.212
2021-11-19,8.37,8.393,9.264,9.458,10.161,10.897
2021-11-20,8.052,8.149,9.057,9.216,9.844,10.892
2021-11-21,7.697,7.798,8.833,9.009,9.832,10.932
2021-11-22,7.802,7.79,8.661,8.919,9.707,10.725
2021-11-23,8.44,8.033,8.636,8.875,9.54,10.453
2021-11-24,7.814,7.542,8.305,8.632,9.635,10.804
2021-11-25,7.239,7.132,8.052,8.415,9.59,10.894
2021-11-26,7.407,7.149,8.074,8.353,9.574,10.878
2021-11-27,7.524,7.214,8.113,8.391,9.498,10.778
2021-11-28,6.975,6.882,7.76,8.088,8.917,10.381
2021-11-29,6.62,6.645,7.492,7.808,8.729,10.26
2021-11-30,6.52,6.455,7.324,7.652,8.863,10.26
2021-12-01,6.079,6.063,7.032,7.415,8.667,10.219
2021-12-02,5.984,5.934,6.998,7.402,8.771,10.237
2021-12-03,6.192,5.985,6.768,7.27,8.592,9.966
2021-12-04,5.476,5.486,6.412,6.716,7.851,9.543
2021-12-05,4.976,5.044,6.101,6.401,7.66,9.419
2021-12-06,4.802,4.743,5.815,6.206,7.579,9.204
2021-12-07,5.361,4.972,5.709,6.037,7.092,8.121
2021-12-08,5.102,4.769,5.498,5.778,6.853,8.348
2021-12-09,4.703,4.39,5.228,5.681,7.123,8.712
2021-12-10,4.085,3.87,4.853,5.519,7.245,8.916
2021-12-11,4.038,3.744,4.764,5.505,7.245,8.852
2021-12-12,4.498,4.06,4.824,5.316,6.605,7.807
2021-12-13,4.296,4.088,4.805,4.985,5.745,6.927
2021-12-14,4.19,4.059,4.724,4.818,5.392,6.942
2021-12-15,3.763,3.498,4.278,4.303,4.822,6.756
2021-12-16,3.711,3.235,4.109,4.122,4.804,6.75
2021-12-17,3.91,3.38,4.093,4.196,5.044,6.572
2021-12-18,3.751,3.354,4.039,4.13,4.735,6.125
2021-12-19,3.691,3.29,3.991,4.102,4.863,6.337
2021-12-20,3.49,3.067,3.876,4.14,5.285,6.543
2021-12-21,3.163,2.704,3.569,3.994,5.266,6.545
2021-12-22,2.979,2.567,3.351,3.863,5.153,6.448
2021-12-23,2.974,2.49,3.194,3.79,5.196,6.262
2021-12-24,1.882,1.652,2.676,2.877,3.899,4.937
2021-12-25,1.32,0.982,2.268,2.157,2.467,3.719
2021-12-26,1.455,1.074,2.217,2.088,2.443,3.975
2021-12-27,1.681,1.079,2.132,2.054,2.726,4.346
2021-12-28,1.878,1.141,2.147,2.09,3.098,4.655
2021-12-29,2.066,1.362,2.232,2.295,3.446,4.839
2021-12-30,2.181,1.562,2.311,2.525,3.862,5.132
2021-12-31,2.381,1.754,2.392,2.728,4.191,5.367
2022-01-01,2.482,1.887,2.47,2.911,4.526,5.538
2022-01-02,2.544,1.953,2.506,3.031,4.73,5.676
2022-01-03,2.344,1.852,2.581,3.088,4.85,5.759
2022-01-04,1.769,1.412,2.602,3.103,4.913,5.786
2022-01-05,1.252,0.977,2.089,2.88,4.617,5.687
2022-01-06,1.6,1.092,1.707,2.387,3.9,5.008
2022-01-07,1.777,1.225,1.793,2.354,3.921,5.011
2022-01-08,1.338,0.912,1.502,2.121,3.878,5.21
2022-01-09,0.693,0.478,1.268,1.847,3.659,5.21
2022-01-10,0.796,0.56,1.217,1.572,2.848,4.185
2022-01-11,0.181,0.059,0.833,1.179,2.449,4.257
2022-01-12,-0.628,-0.744,0.244,0.704,2.237,4.25
2022-01-13,-0.517,-0.787,0.073,0.483,1.998,3.768
2022-01-14,-0.291,-0.61,0.207,0.712,2.363,4.072
2022-01-15,-0.415,-0.8,-0.172,0.251,1.961,4.028
2022-01-16,-0.597,-0.978,-0.421,-0.363,0.828,2.656
2022-01-17,-0.697,-1.076,-0.606,-0.48,0.574,2.257
2022-01-18,-0.521,-1.104,-0.891,-0.624,0.459,2.27
2022-01-19,-0.908,-1.175,-0.996,-0.821,0.112,2.774
2022-01-20,-1.068,-1.21,-1.04,-0.911,0.077,2.989
2022-01-21,-1.041,-1.214,-1.029,-0.835,0.711,3.481
2022-01-22,-0.973,-1.216,-0.921,-0.558,1.557,4.11
2022-01-23,-0.903,-1.131,-0.801,-0.196,2.256,4.69
2022-01-24,-0.834,-1.102,-0.776,-0.049,2.663,5.207
2022-01-25,-0.831,-1.059,-0.62,0.275,3.349,5.841
2022-01-26,-0.827,-1.062,-0.599,0.408,3.617,6.079
2022-01-27,-0.845,-1.053,-0.339,0.628,4.022,6.376
2022-01-28,-0.791,-1.044,-0.383,0.663,3.898,6.271
2022-01-29,-0.879,-1.129,-0.49,0.697,3.965,6.199
2022-01-30,-1.147,-1.239,-0.265,1.15,4.531,6.254
2022-01-31,-1.162,-1.197,-0.639,0.796,4.046,6.307
2022-02-01,-1.065,-1.121,-0.489,0.696,3.859,6.304
2022-02-02,-0.989,-1.058,-0.272,0.894,4.147,6.377
2022-02-03,-0.934,-1.041,-0.369,0.922,4.187,6.373
2022-02-04,-0.947,-1.052,-0.246,1.068,4.393,6.5
2022-02-05,-1.038,-1.036,0.377,1.477,4.824,6.968
2022-02-06,-1.088,-1.003,0.713,1.588,4.978,7.256
2022-02-07,-1.054,-0.968,0.619,1.577,4.861,7.09
2022-02-08,-1.075,-1.056,0.304,1.496,5.001,7.027
