"Date","8 m","10 m","13 m","16 m","18 m","25 m","34 m"
2022-03-17,-0.391,0.525,1.34,2.752,3.181,3.547,3.808
2022-03-18,-0.362,0.671,1.414,2.681,3.199,3.56,3.755
2022-03-19,-0.268,0.87,1.408,2.613,3.221,3.515,3.726
2022-03-20,-0.281,0.844,1.223,2.544,3.214,3.426,3.677
2022-03-21,-0.147,1.015,1.425,2.416,3.155,3.362,3.595
2022-03-22,-0.075,1.321,1.765,2.287,3.048,3.438,3.554
2022-03-23,-0.016,1.538,1.917,2.192,2.975,3.564,3.538
2022-03-24,0.341,1.923,1.936,2.284,3.002,3.501,3.498
2022-03-25,0.427,2.064,1.775,2.319,2.981,3.365,3.432
2022-03-26,0.447,2.103,1.871,2.281,2.917,3.277,3.332
2022-03-27,0.879,2.397,2.145,2.257,2.894,3.373,3.263
2022-03-28,1.041,2.509,2.242,2.255,2.905,3.449,3.218
2022-03-29,1.127,2.464,2.252,2.221,2.877,3.451,3.174
2022-03-30,1.105,2.288,2.331,2.215,2.852,3.459,3.153
2022-03-31,1.266,2.256,2.324,2.315,2.925,3.421,3.141
2022-04-01,1.293,2.117,2.212,2.363,2.892,3.32,3.103
2022-04-02,1.464,2.124,2.227,2.357,2.834,3.27,3.066
2022-04-03,1.718,2.322,2.439,2.417,2.867,3.265,3.049
2022-04-04,1.952,2.477,2.452,2.473,2.889,3.212,3.025
2022-04-05,2.027,2.538,2.512,2.451,2.813,3.015,2.922
2022-04-06,2.56,2.986,2.863,2.583,2.873,3.047,2.888
2022-04-07,3.092,3.377,3.079,2.666,2.919,3.107,2.896
2022-04-08,3.311,3.588,3.131,2.684,2.939,3.098,2.9
2022-04-09,3.374,3.67,3.108,2.702,2.953,3.096,2.894
2022-04-10,3.646,3.744,3.182,2.747,2.937,3.176,2.891
2022-04-11,3.814,3.714,3.259,2.788,2.942,3.231,2.899
2022-04-12,4.186,3.905,3.432,2.876,3.016,3.272,2.914
2022-04-13,4.436,4.047,3.542,2.946,3.064,3.299,2.925
2022-04-14,4.791,4.275,3.67,3.04,3.152,3.328,2.934
2022-04-15,4.76,4.246,3.695,3.026,3.182,3.287,2.928
2022-04-16,4.795,4.245,3.728,3.05,3.183,3.272,2.925
2022-04-17,5.01,4.483,3.885,3.183,3.251,3.35,2.939
2022-04-18,5.191,4.859,4.144,3.317,3.38,3.344,2.954
2022-04-19,5.285,5.055,4.317,3.34,3.443,3.29,2.96
2022-04-20,5.213,5.057,4.389,3.318,3.418,3.254,2.96
2022-04-21,5.466,5.329,4.483,3.755,3.553,3.342,2.975
2022-04-22,5.726,5.532,4.7,3.881,3.711,3.345,2.976
2022-04-23,6.005,5.593,4.79,4.011,3.815,3.351,2.985
2022-04-24,6.105,5.405,4.795,3.958,3.83,3.31,2.961
2022-04-25,6.008,5.005,4.599,3.775,3.655,3.211,2.964
2022-04-26,6.238,5.042,4.645,3.758,3.607,3.206,2.997
2022-04-27,6.269,5.02,4.471,3.827,3.634,3.25,2.999
2022-04-28,6.109,4.902,4.527,3.794,3.656,3.24,2.999
2022-04-29,5.92,4.754,4.411,3.797,3.637,3.22,3.005
2022-04-30,5.549,4.368,4.193,3.604,3.467,3.161,3.028
2022-05-01,5.278,4.152,4.02,3.473,3.342,3.132,3.074
2022-05-02,5.405,4.199,4.162,3.583,3.353,3.156,3.12
2022-05-03,5.905,4.56,4.426,3.76,3.497,3.214,3.172
2022-05-04,6.238,4.868,4.554,3.87,3.624,3.262,3.217
2022-05-05,6.426,5.155,4.664,3.922,3.721,3.299,3.258
2022-05-06,6.89,5.638,4.965,4.023,3.851,3.375,3.322
2022-05-07,7.347,6.082,5.249,4.142,3.966,3.454,3.395
2022-05-08,7.78,6.371,5.572,4.23,4.008,3.528,3.484
2022-05-09,8.117,6.331,5.756,4.375,4.037,3.596,3.568
2022-05-10,8.243,6.194,5.792,4.519,4.092,3.659,3.651
2022-05-11,8.342,6.077,5.79,4.709,4.223,3.72,3.718
2022-05-12,8.647,6.325,5.868,4.995,4.441,3.77,3.763
2022-05-13,9.102,6.941,6.213,5.157,4.68,3.845,3.821
2022-05-14,9.78,7.666,6.498,5.386,4.918,3.942,3.868
2022-05-15,10.214,8.242,6.965,5.088,4.888,4.009,3.949
2022-05-16,10.289,8.16,7.119,4.986,4.565,4.014,4.019
2022-05-17,10.444,7.927,7.047,5.22,4.651,4.041,4.048
2022-05-18,11.049,8.406,7.174,5.699,4.974,4.088,4.061
2022-05-19,11.243,9.347,7.622,5.659,5.184,4.205,4.123
2022-05-20,11.679,9.924,8.224,5.471,5.04,4.3,4.228
2022-05-21,12.182,9.716,8.166,5.608,5.025,4.393,4.299
2022-05-22,12.627,9.725,8.274,5.815,5.254,4.457,4.355
2022-05-23,12.788,9.816,8.511,5.985,5.425,4.539,4.407
2022-05-24,12.747,9.5,8.574,6.149,5.521,4.638,4.466
2022-05-25,12.809,8.874,8.387,6.427,5.664,4.73,4.531
2022-05-26,13.274,8.981,8.233,6.807,5.909,4.755,4.587
2022-05-27,13.583,9.821,8.641,6.944,6.1,4.803,4.628
2022-05-28,13.658,10.827,9.166,7.037,6.259,4.905,4.686
2022-05-29,13.893,11.881,9.859,7.185,6.425,5.11,4.801
2022-05-30,14.312,12.52,10.484,7.475,6.477,5.473,5.063
2022-05-31,14.505,12.176,10.581,7.971,6.599,5.639,5.476
2022-06-01,14.308,10.863,9.962,8.658,6.79,5.797,5.853
2022-06-02,14.221,10.093,9.775,9.282,7.177,5.533,6.218
2022-06-03,14.337,10.205,10.227,9.838,7.558,5.593,6.419
2022-06-04,14.068,10.373,10.603,10.176,7.889,5.857,6.503
2022-06-05,13.795,10.41,10.726,10.473,8.228,6.006,6.561
2022-06-06,13.751,10.625,10.89,10.68,8.536,6.101,6.596
2022-06-07,14.037,11.165,11.165,10.735,8.783,6.298,6.636
2022-06-08,14.475,11.721,11.442,10.758,9.01,6.475,6.685
2022-06-09,14.779,12.028,11.645,10.713,9.148,6.599,6.728
2022-06-10,15.129,12.489,11.85,10.856,9.374,6.765,6.785
2022-06-11,15.46,13.388,12.218,11.323,9.772,6.921,6.865
2022-06-12,15.654,14.263,12.769,11.166,9.958,7.316,6.937
2022-06-13,15.93,14.573,13.143,11.019,9.9,7.703,7.025
2022-06-14,15.988,14.276,13.167,11.109,9.953,7.842,7.186
2022-06-15,15.797,13.328,12.837,11.352,10.186,7.911,7.309
2022-06-16,16.175,12.962,12.619,11.675,10.527,7.831,7.401
2022-06-17,16.581,13.481,12.772,12.058,10.882,7.838,7.49
2022-06-18,16.628,14.398,13.417,12.133,11.123,8.076,7.552
2022-06-19,16.908,15.086,13.939,11.874,11.19,8.291,7.616
2022-06-20,17.04,15.105,13.932,11.734,11.067,8.379,7.667
2022-06-21,16.929,14.63,13.609,11.773,10.992,8.395,7.709
2022-06-22,17.098,14.256,13.468,11.947,11.081,8.416,7.752
2022-06-23,17.541,14.431,13.594,12.282,11.413,8.49,7.8
2022-06-24,17.616,14.614,13.928,12.362,11.619,8.556,7.833
2022-06-25,17.506,14.649,13.978,12.365,11.609,8.591,7.832
2022-06-26,17.715,14.726,13.94,12.434,11.69,8.648,7.815
2022-06-27,18.128,15.02,14.036,12.376,11.648,8.691,7.789
2022-06-28,18.564,15.595,14.191,12.658,11.947,8.79,7.79
2022-06-29,18.52,16.284,14.712,12.307,11.714,8.822,7.763
2022-06-30,18.86,16.779,14.914,12.061,10.829,8.798,7.771
2022-07-01,19.047,16.646,14.779,12.33,10.904,8.923,7.865
2022-07-02,19.278,16.767,14.839,12.706,11.401,9.034,8.014
2022-07-03,19.21,17.237,15.284,13.073,11.874,9.158,8.153
2022-07-04,19.49,17.927,15.801,13.336,12.239,9.374,8.243
2022-07-05,19.639,18.313,16.004,13.599,12.573,9.486,8.326
2022-07-06,19.654,18.42,16.236,13.682,12.784,9.565,8.389
2022-07-07,19.28,17.881,16.002,13.665,12.775,9.612,8.436
2022-07-08,19.307,17.753,15.842,13.76,12.9,9.634,8.48
2022-07-09,19.241,18.018,16.026,13.934,13.158,9.685,8.518
2022-07-10,19.236,18.25,16.2,13.839,13.079,9.697,8.507
2022-07-11,19.247,18.371,16.165,13.928,13.114,9.734,8.513
2022-07-12,19.051,18.726,16.474,14.098,13.401,9.811,8.527
2022-07-13,18.886,19.108,16.803,14.198,13.536,9.879,8.552
2022-07-14,19.16,19.202,16.94,14.152,13.391,9.937,8.58
2022-07-15,19.476,18.857,16.796,14.034,12.739,9.941,8.634
2022-07-16,19.823,18.44,16.48,14.436,13.189,10.082,8.767
2022-07-17,19.917,18.677,16.671,14.835,13.687,10.216,8.869
2022-07-18,20.124,19.192,17.109,15.138,14.072,10.37,8.954
2022-07-19,20.273,19.512,17.517,15.152,14.22,10.493,9.027
2022-07-20,20.31,19.774,17.602,15.43,14.5,10.627,9.121
2022-07-21,20.557,20.03,17.808,15.319,14.541,10.659,9.145
2022-07-22,20.888,19.983,18.008,15.252,14.226,10.725,9.185
2022-07-23,21.176,19.926,18.044,15.567,14.552,10.861,9.276
2022-07-24,21.463,20.058,18.224,15.794,14.842,10.919,9.311
2022-07-25,21.774,20.249,18.395,15.926,15.012,10.952,9.304
2022-07-26,22.003,20.659,18.684,16.185,15.285,11.049,9.328
2022-07-27,22.044,21.045,18.909,16.116,15.286,11.036,9.301
2022-07-28,22.109,21.089,18.887,16.096,15.088,11.064,9.314
2022-07-29,22.245,20.823,18.87,16.173,15.08,11.13,9.346
2022-07-30,22.139,20.637,18.762,16.389,15.343,11.187,9.395
2022-07-31,22.04,20.67,18.704,16.534,15.556,11.122,9.352
2022-08-01,22.076,20.814,18.596,16.487,15.548,10.998,9.261
2022-08-02,22.048,20.771,18.624,16.178,15.155,10.826,9.162
2022-08-03,22.014,20.493,18.377,16.089,14.752,10.738,9.094
2022-08-04,22.154,20.42,18.235,16.133,14.822,10.716,9.01
2022-08-05,22.246,20.487,18.145,16.125,14.849,10.675,8.912
2022-08-06,22.394,20.368,18.17,15.688,14.275,10.477,8.767
2022-08-07,22.606,20.244,17.772,15.608,13.739,10.397,8.675
2022-08-08,22.624,20.316,17.928,15.623,14.023,10.403,8.602
2022-08-09,22.236,19.685,17.616,14.478,12.252,9.962,8.439
2022-08-10,21.544,17.902,16.204,14.809,12.261,9.934,8.362
2022-08-11,21.167,17.206,15.82,15.085,12.824,9.951,8.277
2022-08-12,21.271,17.443,16.185,15.131,13.156,9.892,8.166
2022-08-13,21.29,17.786,16.451,14.565,12.835,9.674,8.006
2022-08-14,20.811,17.612,16.12,13.4,11.595,9.277,7.79
2022-08-15,20.423,17.07,15.366,12.98,11.018,9.054,7.631
2022-08-16,20.615,17.077,15.431,12.468,10.88,8.903,7.52
2022-08-17,19.752,16.207,14.951,11.409,10.032,8.555,7.398
2022-08-18,18.513,14.135,13.682,11.835,9.352,8.358,7.325
2022-08-19,18.552,13.666,13.529,14.567,10.199,8.367,7.314
2022-08-20,19.102,15.003,14.46,12.941,10.63,8.376,7.29
2022-08-21,19.611,16.503,15.001,10.769,9.897,8.343,7.275
2022-08-22,20.104,17.037,15.158,10.647,9.456,8.295,7.281
2022-08-23,20.229,16.865,15.233,11.205,9.661,8.354,7.322
2022-08-24,20.203,16.877,15.321,12.307,10.199,8.354,7.395
2022-08-25,20.378,17.544,15.667,12.763,10.7,8.435,7.412
2022-08-26,20.533,18.214,15.969,12.677,10.82,8.475,7.409
2022-08-27,20.703,18.338,16.018,12.515,10.751,8.448,7.403
2022-08-28,20.669,17.991,15.911,12.491,10.79,8.418,7.397
2022-08-29,20.857,17.901,15.78,12.91,11.102,8.43,7.404
2022-08-30,20.802,18.298,16.008,13.238,11.511,8.476,7.417
2022-08-31,20.921,19.005,16.483,12.931,11.458,8.572,7.429
2022-09-01,21.002,19.353,16.757,12.923,11.267,8.593,7.464
2022-09-02,21.009,19.496,16.879,13.241,11.639,8.706,7.545
2022-09-03,20.942,19.557,16.888,13.429,11.845,8.799,7.621
2022-09-04,20.981,19.48,16.909,13.878,12.236,8.81,7.738
2022-09-05,20.957,19.335,17.014,14.193,12.566,8.893,7.824
2022-09-06,20.775,18.781,16.762,14.091,12.442,8.959,7.84
2022-09-07,20.728,17.959,16.245,14.385,12.662,8.872,7.843
2022-09-08,20.689,17.592,16.103,14.439,12.807,8.861,7.86
2022-09-09,20.659,17.558,16.071,14.166,12.715,8.844,7.875
2022-09-10,20.49,17.42,15.901,13.298,12.021,8.77,7.875
2022-09-11,20.261,16.865,15.247,12.545,11.02,8.657,7.859
2022-09-12,20.023,16.413,14.764,12.242,10.632,8.592,7.84
2022-09-13,19.858,16.208,14.662,11.927,10.391,8.554,7.826
2022-09-14,19.974,16.268,14.83,11.828,10.251,8.547,7.843
2022-09-15,19.932,16.925,14.933,12.847,10.852,8.618,7.924
2022-09-16,18.937,18.182,15.271,12.526,11.185,8.854,7.995
2022-09-17,17.747,18.667,15.138,12.121,10.555,9.111,8.088
2022-09-18,17.356,17.796,14.804,12.302,10.472,8.971,8.652
2022-09-19,17.267,17.392,14.91,13.098,11.026,8.791,9.264
2022-09-20,17.181,17.354,15.12,13.991,11.751,9.059,9.487
2022-09-21,16.95,16.851,15.191,14.501,12.386,9.446,9.553
2022-09-22,17.117,16.422,15.316,15.06,13.2,9.487,9.568
2022-09-23,17.1,16.567,15.555,15.309,13.525,9.641,9.553
2022-09-24,16.217,16.265,14.806,15.212,13.501,9.715,9.305
2022-09-25,15.493,16.249,14.034,12.647,12.859,9.692,8.656
2022-09-26,15.63,15.951,14.091,11.342,11.962,9.545,8.491
2022-09-27,15.858,15.832,14.047,11.8,11.496,9.58,8.776
2022-09-28,16.1,15.964,14.241,12.593,11.938,9.683,9.225
2022-09-29,16.135,16.076,14.428,13.219,12.392,9.764,9.5
2022-09-30,16.051,16.041,14.571,13.494,12.619,9.923,9.548
2022-10-01,15.807,16.028,14.587,13.691,12.812,9.985,9.572
2022-10-02,15.504,15.795,14.525,13.681,12.883,9.995,9.526
2022-10-03,14.975,15.249,14.116,13.207,12.501,9.994,9.385
2022-10-04,14.764,14.987,13.759,13.328,12.485,9.941,9.322
2022-10-05,14.713,14.908,13.75,13.391,12.618,9.904,9.209
2022-10-06,14.898,14.825,13.763,13.184,12.471,9.863,9.051
2022-10-07,15.098,14.659,13.555,12.919,12.126,9.771,8.884
2022-10-08,15.172,14.623,13.424,12.925,12.069,9.714,8.752
2022-10-09,14.711,14.637,13.317,12.948,12.263,9.649,8.633
2022-10-10,14.219,14.731,13.335,12.731,12.323,9.569,8.512
2022-10-11,13.653,14.702,13.276,12.011,11.666,9.439,8.417
2022-10-12,13.219,14.425,13.08,12.058,11.456,9.5,8.438
2022-10-13,13.24,14.141,12.846,12.131,11.493,9.645,8.496
2022-10-14,13.347,13.928,12.809,12.228,11.395,9.772,8.587
2022-10-15,13.466,13.714,12.889,12.414,11.502,9.859,8.744
2022-10-16,13.569,13.684,12.953,12.644,11.835,9.84,8.917
2022-10-17,13.715,13.787,13.073,12.858,12.154,9.832,8.952
2022-10-18,13.846,13.88,13.203,12.876,12.225,9.843,8.903
2022-10-19,13.91,13.874,13.28,12.8,12.207,9.876,8.88
2022-10-20,13.94,13.895,13.256,12.968,12.431,9.965,8.942
2022-10-21,13.53,13.97,13.305,13.167,12.747,9.936,8.929
2022-10-22,13.321,13.941,13.235,13.122,12.742,9.803,8.859
2022-10-23,13.223,13.83,13.092,12.83,12.43,9.751,8.827
2022-10-24,13.32,13.763,13.039,12.236,11.774,9.703,8.838
2022-10-25,13.409,13.695,12.841,12.002,11.264,9.694,8.862
2022-10-26,13.506,13.618,12.716,12.059,11.272,9.725,8.895
2022-10-27,13.652,13.574,12.749,12.097,11.357,9.751,8.936
2022-10-28,13.562,13.498,12.664,12.192,11.556,9.776,8.986
2022-10-29,13.256,13.478,12.579,11.994,11.415,9.775,9.005
2022-10-30,12.805,13.489,12.47,12.102,11.535,9.772,9.063
2022-10-31,12.424,13.429,12.496,12.044,11.634,9.804,9.096
2022-11-01,12.272,13.27,12.486,11.869,11.529,9.844,9.129
2022-11-02,12.291,13.12,12.405,11.754,11.302,9.887,9.175
2022-11-03,11.832,12.918,12.126,11.682,11.149,9.921,9.244
2022-11-04,11.54,12.675,11.939,11.75,11.24,9.922,9.364
2022-11-05,11.58,12.285,11.913,11.873,11.478,9.979,9.498
2022-11-06,11.751,12.032,11.907,11.912,11.682,10.105,9.655
2022-11-07,11.954,12.062,12.039,11.841,11.826,10.223,9.892
2022-11-08,11.662,11.811,11.883,11.784,11.902,10.43,10.156
2022-11-09,10.832,10.993,11.419,11.877,11.834,10.771,10.246
2022-11-10,10.405,10.589,11.192,11.869,11.767,10.772,10.496
2022-11-11,10.315,10.454,11.157,11.653,11.812,10.457,10.884
2022-11-12,10.383,10.555,11.171,11.571,11.774,10.677,10.969
2022-11-13,10.323,10.597,11.116,11.435,11.678,10.739,11.07
2022-11-14,10.016,10.556,10.814,11.445,11.628,10.893,11.108
2022-11-15,9.267,9.944,10.378,11.195,11.584,10.726,11.158
2022-11-16,8.849,9.75,10.151,11.198,11.586,10.753,11.186
2022-11-17,8.573,9.528,9.822,11.305,11.614,10.918,11.228
2022-11-18,7.964,8.806,9.593,10.907,11.603,10.879,11.269
2022-11-19,7.478,8.31,9.405,10.716,11.634,10.931,11.33
2022-11-20,7.215,8.187,9.116,11.093,11.678,11.057,11.378
2022-11-21,6.559,7.329,8.837,10.596,11.541,11.106,11.401
2022-11-22,6.081,6.662,8.702,9.66,11.396,11.127,11.465
2022-11-23,5.801,6.466,8.454,9.731,11.352,11.108,11.515
2022-11-24,5.236,5.997,7.941,10.119,11.273,11.109,11.538
2022-11-25,4.75,5.588,7.609,10.464,11.197,11.116,11.57
2022-11-26,4.642,5.631,7.372,10.528,11.091,11.076,11.583
2022-11-27,4.473,5.749,7.652,10.618,11.212,11.183,11.592
2022-11-28,4.51,5.887,7.526,10.792,11.209,11.201,11.595
2022-11-29,4.404,6.723,7.912,10.804,11.311,11.245,11.568
2022-11-30,4.259,7.248,8.073,10.813,11.36,11.279,11.528
2022-12-01,4.178,6.409,7.08,10.799,11.278,11.271,11.5
2022-12-02,3.938,6.34,7.367,10.1,10.977,11.305,11.497
2022-12-03,3.719,6.107,7.335,10.012,10.908,11.299,11.472
2022-12-04,4.051,5.263,6.992,9.742,10.634,11.276,11.467
2022-12-05,4.022,5.517,7.041,9.229,10.395,11.271,11.449
2022-12-06,3.787,5.622,6.724,9.673,10.651,11.232,11.393
2022-12-07,3.755,5.644,6.437,10.059,10.897,11.198,11.323
2022-12-08,3.818,5.253,6.203,10.117,10.901,11.157,11.255
2022-12-09,3.798,5.852,6.742,9.705,10.892,11.11,11.185
2022-12-10,3.535,7.056,7.221,9.542,10.856,10.998,11.037
2022-12-11,3.389,7.838,7.151,9.539,10.813,10.716,10.863
2022-12-12,3.726,8.094,7.243,9.337,10.719,10.566,10.813
2022-12-13,3.758,8.28,7.32,8.911,10.476,10.513,10.792
2022-12-14,3.209,7.404,7.559,8.556,10.158,10.448,10.788
2022-12-15,3.098,6.69,6.971,8.593,10.079,10.348,10.782
2022-12-16,3.372,7.018,6.347,9.016,10.117,9.969,10.741
2022-12-17,3.61,7.042,5.835,8.783,9.944,9.789,10.7
2022-12-18,3.932,7.232,5.893,8.146,9.458,9.586,10.645
2022-12-19,4.439,7.475,6.528,7.837,9.074,9.523,10.557
2022-12-20,4.304,7.712,6.936,7.631,8.632,9.53,10.497
2022-12-21,4.517,7.744,6.948,7.528,8.571,9.507,10.478
2022-12-22,4.599,7.685,6.93,7.589,8.677,9.48,10.422
2022-12-23,4.291,7.322,6.541,7.49,8.627,9.456,10.358
2022-12-24,4.15,5.997,5.473,7.642,8.494,9.21,10.085
2022-12-25,4.081,5.283,5.506,6.83,8.043,9.373,9.449
2022-12-26,3.625,4.543,5.173,6.118,7.292,9.223,9.394
2022-12-27,3.202,4.072,4.917,5.692,6.902,9.115,9.4
2022-12-28,2.709,3.607,4.628,5.438,6.754,9.008,9.389
2022-12-29,2.329,3.314,4.394,5.57,6.758,8.919,9.354
2022-12-30,2.173,3.293,4.244,6.059,6.87,8.752,9.303
2022-12-31,2.067,3.079,4.205,6.194,6.838,8.63,9.235
2023-01-01,2.108,2.976,4.263,6.139,6.721,8.596,9.163
2023-01-02,2.16,3.11,4.353,6.323,6.799,8.482,9.098
2023-01-03,2.08,3.222,4.375,6.503,6.943,8.38,9.027
2023-01-04,1.88,3.225,4.32,6.558,7.01,8.315,8.948
2023-01-05,1.8,3.426,4.232,6.601,7.22,8.22,8.886
2023-01-06,1.62,3.613,3.978,6.7,7.505,8.11,8.818
2023-01-07,1.782,3.897,4.175,6.633,7.606,8.039,8.745
2023-01-08,1.44,4.073,4.611,6.445,7.497,8.042,8.667
2023-01-09,0.925,3.705,4.728,6.242,7.337,8.138,8.607
2023-01-10,1.009,3.531,4.498,6.162,7.243,8.155,8.548
2023-01-11,0.835,3.724,4.447,6.156,7.188,7.998,8.496
2023-01-12,0.51,3.795,4.402,6.21,7.204,7.928,8.44
2023-01-13,0.436,3.337,3.846,6.266,7.199,7.893,8.376
2023-01-14,0.54,2.616,3.41,6.095,7.035,7.899,8.216
2023-01-15,0.563,3.4,3.591,5.817,7.047,7.663,8.142
2023-01-16,0.673,3.626,3.433,5.617,6.996,7.404,7.993
2023-01-17,1.101,4.07,3.968,5.431,6.917,7.14,7.845
2023-01-18,1.295,4.284,4.45,5.273,6.781,6.998,7.762
2023-01-19,1.418,4.346,4.643,5.16,6.639,7.157,7.701
2023-01-20,1.564,4.358,4.432,5.074,6.433,7.226,7.663
2023-01-21,1.586,4.416,4.029,5.122,6.175,7.058,7.605
2023-01-22,1.466,4.405,4.115,5.144,6.129,6.921,7.543
2023-01-23,1.259,3.914,4.053,5.05,6.042,6.945,7.473
2023-01-24,1.177,3.622,3.777,4.872,5.869,6.825,7.417
2023-01-25,1.069,3.042,3.876,4.71,5.761,6.788,7.362
2023-01-26,0.973,2.583,3.406,4.786,5.685,6.817,7.325
2023-01-27,1.016,1.979,3.051,4.37,5.321,6.572,7.177
2023-01-28,0.885,1.867,2.939,3.929,4.938,6.551,7.06
2023-01-29,0.851,1.783,2.787,3.656,4.784,6.542,6.994
2023-01-30,0.909,1.767,2.711,3.478,4.675,6.424,6.905
2023-01-31,1.018,1.937,2.691,3.389,4.6,6.314,6.83
2023-02-01,0.557,2.013,2.622,3.432,4.548,6.204,6.783
2023-02-02,0.032,1.984,2.497,3.656,4.594,6.214,6.74
2023-02-03,-0.165,1.233,2.081,3.504,4.461,6.197,6.666
2023-02-04,-0.798,-0.346,1.654,1.652,2.736,5.217,6.507
2023-02-05,-0.944,-0.958,0.783,1.009,1.222,4.967,6.457
2023-02-06,-0.928,-0.89,0.727,1.147,1.249,5.463,6.145
2023-02-07,-1.097,-0.798,0.474,2.186,1.727,4.981,5.846
2023-02-08,-1.187,-0.653,0.155,3.01,2.084,4.475,5.68
2023-02-09,-1.228,-0.53,0.384,2.972,2.334,4.405,5.539
2023-02-10,-1.208,-0.454,0.432,2.914,2.517,4.363,5.441
2023-02-11,-1.175,-0.33,0.554,2.835,2.632,4.316,5.329
2023-02-12,-1.094,-0.049,0.759,2.772,2.774,4.293,5.246
2023-02-13,-1.064,0.014,0.861,2.756,2.772,4.291,5.173
2023-02-14,-0.99,0.278,0.583,3.044,3.25,4.261,5.072
2023-02-15,-0.825,0.594,0.619,3.281,3.552,4.218,4.946
2023-02-16,-0.958,0.545,0.94,3.245,3.528,4.11,4.847
2023-02-17,-0.994,0.506,1.145,3.037,3.438,4.066,4.77
2023-02-18,-0.909,0.752,0.896,2.996,3.517,4.034,4.668
2023-02-19,-0.889,0.955,1.234,3.018,3.576,3.912,4.568
2023-02-20,-1.044,0.697,1.231,2.913,3.522,3.881,4.5
2023-02-21,-1.124,0.619,1.212,2.761,3.437,3.853,4.426
2023-02-22,-1.006,0.763,1.137,2.775,3.389,3.84,4.372
2023-02-23,-0.858,0.843,1.101,2.728,3.347,3.768,4.307
2023-02-24,-0.722,1.018,0.95,2.803,3.373,3.763,4.174
2023-02-25,-0.838,1.21,1.017,2.791,3.401,3.677,4.088
2023-02-26,-0.809,1.307,1.344,2.741,3.358,3.61,4.041
2023-02-27,-0.645,1.521,1.396,2.696,3.313,3.592,3.999
2023-02-28,-0.459,1.735,1.376,2.7,3.287,3.554,3.957
2023-03-01,-0.561,1.68,1.183,2.705,3.258,3.496,3.916
2023-03-02,-0.421,1.789,1.203,2.674,3.276,3.448,3.882
2023-03-03,-0.486,1.756,1.197,2.612,3.304,3.444,3.864
2023-03-04,-0.489,1.891,1.491,2.563,3.32,3.421,3.849
2023-03-05,-0.395,1.98,1.538,2.501,3.301,3.426,3.834
2023-03-06,-0.618,1.609,1.641,2.335,3.257,3.357,3.817
2023-03-07,-0.503,1.271,1.547,2.284,3.194,3.397,3.819
2023-03-08,-0.39,1.238,1.293,2.468,3.193,3.435,3.78
2023-03-09,-0.145,1.558,1.313,2.583,3.186,3.402,3.78
2023-03-10,0.123,1.833,1.525,2.606,3.19,3.409,3.783
2023-03-11,0.365,2.011,1.742,2.583,3.167,3.394,3.793
2023-03-12,0.541,2.199,1.72,2.559,3.165,3.418,3.813
2023-03-13,0.872,2.424,1.76,2.617,3.183,3.41,3.821
2023-03-14,1.094,2.49,1.865,2.581,3.172,3.36,3.814
2023-03-15,1.001,2.206,1.577,2.492,3.121,3.341,3.791
2023-03-16,1.164,2.31,1.721,2.23,3.079,3.262,3.766
2023-03-17,1.232,2.424,2.074,2.132,3.052,3.273,3.766
2023-03-18,1.49,2.518,2.264,2.162,3.043,3.275,3.776
2023-03-19,1.747,2.594,2.305,2.159,2.998,3.227,3.747
2023-03-20,1.712,2.373,2.212,2.182,2.884,3.123,3.682
2023-03-21,1.714,2.082,2.096,2.175,2.761,3.127,3.656
2023-03-22,1.935,2.173,2.179,2.238,2.807,3.161,3.659
2023-03-23,2.101,2.306,2.22,2.363,2.87,3.144,3.657
2023-03-24,2.186,2.315,2.219,2.468,2.891,3.11,3.637
2023-03-25,2.282,2.438,2.316,2.55,2.884,3.09,3.622
2023-03-26,2.432,2.566,2.392,2.639,2.916,3.152,3.612
2023-03-27,2.523,2.607,2.447,2.684,2.92,3.123,3.588
2023-03-28,2.751,2.782,2.61,2.742,2.953,3.116,3.577
2023-03-29,3.021,2.997,2.799,2.815,3.009,3.154,3.571
2023-03-30,3.246,3.202,2.948,2.863,3.058,3.153,3.554
2023-03-31,3.116,3.281,2.979,2.879,3.073,3.113,3.513
2023-04-01,3.211,3.415,3.057,2.924,3.123,3.138,3.498
2023-04-02,3.266,3.446,3.093,2.931,3.139,3.125,3.456
2023-04-03,3.279,3.563,3.163,3.032,3.202,3.107,3.424
2023-04-04,3.369,3.621,3.265,3.137,3.294,3.155,3.41
2023-04-05,3.617,3.682,3.381,3.222,3.381,3.178,3.402
2023-04-06,3.795,3.796,3.473,3.224,3.379,3.164,3.394
2023-04-07,3.972,3.886,3.544,3.239,3.344,3.145,3.369
2023-04-08,4.057,4.105,3.652,3.357,3.416,3.158,3.356
2023-04-09,4.06,4.277,3.733,3.435,3.501,3.175,3.368
2023-04-10,4.209,4.415,3.879,3.521,3.582,3.202,3.371
2023-04-11,4.439,4.559,4.044,3.632,3.67,3.224,3.361
2023-04-12,4.775,4.656,4.15,3.711,3.735,3.245,3.342
2023-04-13,4.974,4.729,4.226,3.741,3.772,3.272,3.351
2023-04-14,5.344,5.003,4.452,3.859,3.866,3.331,3.369
2023-04-15,5.681,5.243,4.725,3.936,3.902,3.386,3.391
2023-04-16,5.945,5.4,4.909,3.963,3.86,3.432,3.411
2023-04-17,6.085,5.384,4.987,3.966,3.798,3.465,3.426
