"Date","8 m","10 m","13 m","16 m","18 m","25 m","34 m"
1998-05-31,12.13,11.335,8.959,6.434,5.89,4.81,4.449
1998-06-01,12.322,11.626,9.368,6.41,5.829,4.854,4.543
1998-06-02,12.392,11.83,9.488,6.982,6.117,4.868,4.697
1998-06-03,12.653,12.142,9.85,7.294,6.439,5.004,4.832
1998-06-04,12.709,12.323,10.073,8.028,6.825,5.007,4.972
1998-06-05,12.706,12.301,10.029,8.813,7.372,5.114,5.02
1998-06-06,12.726,11.871,9.917,8.858,7.571,5.266,5.031
1998-06-07,12.851,11.336,9.793,8.577,7.513,5.436,5.049
1998-06-08,13.016,11.022,9.926,8.628,7.607,5.501,5.075
1998-06-09,13.133,10.719,10.171,8.797,7.754,5.55,5.101
1998-06-10,13.29,10.459,10.046,9.049,7.99,5.556,5.115
1998-06-11,13.718,10.802,10.074,9.279,8.235,5.597,5.124
1998-06-12,14.053,11.494,10.49,9.35,8.403,5.664,5.134
1998-06-13,14.073,12.251,11.086,9.183,8.436,5.747,5.142
1998-06-14,14.081,13.084,11.622,9.118,8.404,5.819,5.158
1998-06-15,14.074,13.522,11.717,9.296,8.452,5.892,5.225
1998-06-16,14.129,13.509,11.903,9.654,8.681,5.932,5.276
1998-06-17,14.225,13.554,12.14,9.903,8.91,5.96,5.294
1998-06-18,14.505,13.433,12.225,10.194,9.142,5.971,5.263
1998-06-19,14.808,13.286,12.054,10.169,9.07,5.962,5.203
1998-06-20,15.079,13.135,11.683,9.895,8.713,5.914,5.14
1998-06-21,15.233,12.711,11.319,9.43,8.064,5.838,5.077
1998-06-22,15.228,12.039,10.941,9.023,7.334,5.753,5.027
1998-06-23,15.486,11.903,10.877,9.334,7.493,5.789,5.005
1998-06-24,15.912,12.392,11.179,9.918,8.071,5.879,5.008
1998-06-25,16.039,13.057,11.597,9.789,8.307,5.966,5.051
1998-06-26,16.218,13.648,11.876,9.039,7.842,5.989,5.114
1998-06-27,16.238,13.668,11.948,8.376,7.079,5.917,5.187
1998-06-28,15.442,11.446,10.703,7.709,6.199,5.801,5.278
1998-06-29,14.267,9.158,8.924,8.155,6.123,5.83,5.381
1998-06-30,14.935,10.065,9.27,9.744,6.629,5.905,5.481
1998-07-01,15.522,12.137,10.441,10.155,7.499,6.121,5.561
1998-07-02,15.478,13.119,11.357,8.577,7.387,6.35,5.605
1998-07-03,15.553,13.777,11.693,7.919,7.137,6.412,5.643
1998-07-04,15.876,14.246,11.933,8.413,7.256,6.468,5.726
1998-07-05,16.082,14.547,12.282,9.205,7.669,6.503,5.86
1998-07-06,16.226,14.731,12.509,9.974,8.22,6.54,5.948
1998-07-07,16.514,15.008,12.752,10.292,8.595,6.627,5.984
1998-07-08,16.877,15.305,12.976,10.437,8.808,6.694,6.008
1998-07-09,16.97,15.179,13.165,10.018,8.576,6.704,6.019
1998-07-10,16.996,14.587,12.707,9.978,8.421,6.676,6.027
1998-07-11,17.248,14.397,12.743,9.994,8.536,6.683,6.033
1998-07-12,17.313,14.171,12.787,9.85,8.443,6.679,6.048
1998-07-13,17.337,13.999,12.526,9.761,8.372,6.688,6.07
1998-07-14,17.59,14.409,12.542,9.86,8.511,6.736,6.095
1998-07-15,17.792,15.513,13.045,10.624,8.952,6.798,6.101
1998-07-16,18.065,16.584,13.577,9.553,8.507,6.84,6.082
1998-07-17,18.328,17.183,13.728,8.661,7.483,6.721,6.061
1998-07-18,18.501,17.508,13.86,9.066,7.476,6.665,6.054
1998-07-19,18.607,17.746,14.075,10.125,8.137,6.61,6.093
1998-07-20,18.836,18.035,14.452,10.609,8.561,6.662,6.1
1998-07-21,19.022,18.362,14.806,11.344,9.142,6.628,6.103
1998-07-22,19.274,18.434,15.107,11.666,9.48,6.702,6.079
1998-07-23,19.481,18.673,15.335,12.115,9.886,6.794,6.097
1998-07-24,19.72,18.809,15.655,11.853,9.86,6.907,6.125
1998-07-25,19.784,18.929,15.665,12.386,10.281,6.98,6.159
1998-07-26,19.75,18.951,15.631,12.314,10.439,7.069,6.18
1998-07-27,19.924,18.574,15.562,11.899,10.031,7.1,6.213
1998-07-28,20.065,18.266,15.622,12.188,10.188,7.138,6.245
1998-07-29,19.935,18.83,16.007,13.191,10.811,7.209,6.288
1998-07-30,19.848,19.437,16.445,14.922,11.903,7.358,6.339
1998-07-31,19.859,19.622,16.665,14.178,11.415,7.475,6.387
1998-08-01,19.902,19.475,16.457,12.879,10.518,7.496,6.449
1998-08-02,20.08,19.094,16.098,13.278,10.773,7.517,6.512
1998-08-03,20.086,19.254,16.213,14.037,11.587,7.573,6.552
1998-08-04,20.156,19.444,16.605,14.081,11.792,7.64,6.574
1998-08-05,20.384,19.274,16.559,13.55,11.346,7.637,6.621
1998-08-06,20.627,18.856,16.202,13.411,11.154,7.66,6.668
1998-08-07,20.815,18.372,15.812,13.068,10.823,7.682,6.736
1998-08-08,20.93,17.982,15.431,12.718,10.486,7.721,6.812
1998-08-09,21.016,17.9,15.177,12.286,10.148,7.769,6.889
1998-08-10,21.112,18.677,15.314,12.474,10.491,7.889,6.946
1998-08-11,21.05,20.019,15.963,12.449,10.843,8.066,6.994
1998-08-12,20.983,20.487,16.395,11.482,9.381,7.969,7.048
1998-08-13,20.688,18.007,14.83,11.5,8.023,7.783,7.089
1998-08-14,19.971,15.598,13.288,12.234,8.645,7.757,7.108
1998-08-15,19.945,16.363,14.07,12.837,9.62,7.856,7.119
1998-08-16,19.947,17.959,15.107,12.968,10.066,8.036,7.141
1998-08-17,19.98,18.741,15.677,12.277,9.777,8.116,7.164
1998-08-18,19.975,19.109,15.88,11.781,9.326,8.077,7.184
1998-08-19,19.814,18.939,15.754,12.145,9.775,8.1,7.188
1998-08-20,19.707,18.135,15.149,11.144,9.138,7.995,7.165
1998-08-21,19.595,16.934,14.213,11.308,9.145,7.976,7.135
1998-08-22,19.445,16.667,14.145,11.253,9.422,7.998,7.1
1998-08-23,19.377,16.539,14.219,10.49,9.036,7.935,7.07
1998-08-24,19.26,16.703,14.371,10.517,8.962,7.926,7.05
1998-08-25,18.993,17.715,14.931,12.641,9.746,7.997,7.06
1998-08-26,19.003,18.053,15.308,10.751,9.213,8.028,7.051
1998-08-27,19.005,18.128,15.21,11.181,9.129,8.047,7.089
1998-08-28,19.037,18.15,15.267,12.285,9.854,8.117,7.18
1998-08-29,19.107,18.176,15.556,12.953,10.422,8.187,7.228
1998-08-30,19.033,17.901,15.703,13.429,10.816,8.226,7.245
1998-08-31,18.997,17.612,15.536,14.125,11.442,8.196,7.214
1998-09-01,18.941,17.629,15.471,13.902,11.425,8.155,7.169
1998-09-02,18.93,17.511,15.288,12.082,10.517,8.058,7.1
1998-09-03,18.995,16.818,14.802,10.7,9.181,7.863,7.031
1998-09-04,18.913,15.841,14.196,11.172,9.016,7.831,7.007
1998-09-05,18.711,15.601,14.176,12.201,9.585,7.854,6.999
1998-09-06,18.065,15.775,13.675,11.465,9.624,7.832,6.936
1998-09-07,18.034,16.448,13.859,9.942,8.962,7.759,6.849
1998-09-08,18.023,16.417,14,8.971,8.23,7.622,6.818
1998-09-09,18.018,15.36,13.729,9.402,8.019,7.619,6.859
1998-09-10,17.783,15.233,13.637,10.55,8.486,7.631,6.956
1998-09-11,17.563,15.885,13.869,11.267,8.998,7.696,6.982
1998-09-12,17.434,16.007,13.902,11.034,9.027,7.717,6.955
1998-09-13,17.351,15.553,13.626,11.202,9.188,7.7,6.923
1998-09-14,17.266,14.928,13.313,11.016,9.198,7.65,6.897
1998-09-15,17.239,14.504,12.934,11.002,9.211,7.632,6.878
1998-09-16,17.089,14.624,13.017,11.398,9.479,7.643,6.86
1998-09-17,16.683,14.964,13.038,10.482,9.269,7.579,6.849
1998-09-18,16.386,14.482,12.447,9.066,8.204,7.408,6.865
1998-09-19,16.222,13.158,11.541,8.71,7.675,7.321,6.87
1998-09-20,16.088,13.553,11.679,9.706,7.908,7.323,6.867
1998-09-21,16.135,14.36,12.365,9.239,8.077,7.386,6.865
1998-09-22,16.179,14.858,12.786,9.752,8.064,7.369,6.888
1998-09-23,16.183,14.913,12.913,10.567,8.42,7.369,6.913
1998-09-24,15.649,14.669,12.407,10.613,8.773,7.431,6.951
1998-09-25,15.357,14.795,12.377,9.931,8.73,7.499,7.013
1998-09-26,15.241,14.716,12.588,9.75,8.717,7.576,7.092
1998-09-27,15.288,14.502,12.768,10.025,8.856,7.648,7.177
1998-09-28,15.293,14.863,12.927,11.006,9.455,7.69,7.308
1998-09-29,15.324,14.817,13.037,11.921,10.068,7.846,7.385
1998-09-30,15.26,14.979,13.101,11.319,9.936,7.999,7.467
1998-10-01,15.104,15.112,13.187,11.698,10.214,8.078,7.593
1998-10-02,14.697,14.886,13.083,12.435,11.657,8.254,7.862
1998-10-03,13.945,14.303,12.768,13.136,13.353,8.289,7.95
1998-10-04,13.33,13.511,12.512,13.169,13.201,8.492,8.036
1998-10-05,12.9,13.068,12.393,13,12.507,8.818,8.184
1998-10-06,12.385,12.605,12.41,12.612,11.942,9.023,8.358
1998-10-07,11.971,12.491,12.422,12.008,10.883,8.912,8.426
1998-10-08,11.827,12.588,12.043,12.061,10.821,8.847,8.52
1998-10-09,11.801,12.512,11.946,12.2,11.169,8.817,8.625
1998-10-10,11.942,12.495,12.063,11.951,11.266,8.965,8.661
1998-10-11,12.043,12.4,11.993,11.806,11.14,9.028,8.712
1998-10-12,12.02,12.198,11.932,11.667,10.804,9.029,8.828
1998-10-13,11.86,11.817,11.57,10.987,9.878,9.234,9.099
1998-10-14,11.954,11.691,11.116,11.121,9.753,9.248,9.098
1998-10-15,11.976,11.748,11.198,11.174,10.002,9.259,9.059
1998-10-16,11.969,11.788,11.245,11.221,10.174,9.256,9.018
1998-10-17,11.8,11.622,11.08,10.797,10.071,9.23,8.882
1998-10-18,11.635,11.476,10.909,10.069,9.823,9.216,8.759
1998-10-19,11.569,11.625,11.004,10.423,10.018,9.327,8.795
1998-10-20,11.426,11.69,11.081,10.876,10.385,9.419,8.824
1998-10-21,11.192,11.515,10.983,10.459,10.22,9.419,8.793
1998-10-22,10.817,11.068,10.688,10.292,10.085,9.544,8.836
1998-10-23,10.455,10.82,10.571,10.292,9.915,9.58,8.88
1998-10-24,10.195,10.562,10.391,10.396,9.966,9.603,9.01
1998-10-25,10.132,10.413,10.373,10.425,10.122,9.601,9.148
1998-10-26,9.843,10.221,10.298,10.494,10.209,9.651,9.207
1998-10-27,9.509,10.188,10.256,10.5,10.226,9.687,9.242
1998-10-28,9.352,10.024,10.013,10.522,10.27,9.719,9.325
1998-10-29,9.407,9.776,9.968,10.445,10.268,9.695,9.421
1998-10-30,9.49,9.851,9.991,10.389,10.235,9.709,9.438
1998-10-31,9.582,9.911,10.035,10.414,10.21,9.701,9.424
1998-11-01,9.526,9.994,10.054,10.415,10.165,9.649,9.37
1998-11-02,9.465,10.092,10.095,10.413,10.112,9.587,9.29
1998-11-03,9.344,10.122,10.147,10.407,10.125,9.535,9.233
1998-11-04,9.169,10.014,10.098,10.368,10.141,9.468,9.121
1998-11-05,8.799,9.675,9.932,10.276,10.147,9.39,8.985
1998-11-06,8.455,9.156,9.701,10.082,10.088,9.287,8.82
1998-11-07,8.311,9.197,9.623,9.803,9.831,9.095,8.595
1998-11-08,8.175,9.416,9.631,9.839,9.673,9.103,8.548
1998-11-09,8.192,9.575,9.595,9.937,9.671,9.127,8.561
1998-11-10,8.157,9.632,9.561,9.979,9.734,9.121,8.576
1998-11-11,8.096,9.552,9.437,9.981,9.775,9.107,8.571
1998-11-12,7.642,8.771,9.043,9.78,9.703,9.209,8.705
1998-11-13,7.434,8.258,8.804,9.255,9.237,9.242,8.776
1998-11-14,7.017,7.639,8.614,8.759,9.162,9.136,8.748
1998-11-15,6.772,7.377,8.442,9.11,9.438,8.962,8.734
1998-11-16,6.486,6.978,8.223,8.925,9.283,9.056,8.852
1998-11-17,6.059,6.373,8.058,8.336,8.664,9.079,8.896
1998-11-18,5.792,6.429,7.883,8.619,8.873,8.967,8.812
1998-11-19,5.349,6.584,7.858,8.731,9.06,9.005,8.77
1998-11-20,5.089,6.572,7.679,8.774,9.038,8.974,8.73
1998-11-21,4.921,6.205,7.275,8.615,8.871,8.966,8.735
1998-11-22,4.777,6.298,7.333,8.341,8.662,8.932,8.715
1998-11-23,4.498,5.699,7.204,8.09,8.413,8.885,8.682
1998-11-24,4.473,4.972,6.878,7.398,7.598,8.803,8.698
1998-11-25,4.34,4.758,6.45,6.95,6.777,8.602,8.68
1998-11-26,4.008,4.697,6.186,7.076,6.965,8.44,8.674
1998-11-27,3.926,4.506,5.808,7.218,6.888,8.262,8.594
1998-11-28,3.901,4.409,5.738,6.919,6.619,8.066,8.305
1998-11-29,3.561,4.007,5.651,6.328,6.115,7.819,8.345
1998-11-30,3.296,3.949,5.487,6.509,6.338,7.936,8.433
1998-12-01,3.216,3.717,5.209,6.726,6.284,7.896,8.373
1998-12-02,3.224,3.545,5.252,6.273,5.833,7.505,8.139
1998-12-03,3.163,3.433,5.173,5.761,5.469,7.419,8.16
1998-12-04,3.154,3.448,5.102,5.797,5.61,7.655,8.227
1998-12-05,3.086,3.191,4.976,5.444,5.619,7.662,8.236
1998-12-06,2.989,2.968,4.801,5.547,6.01,7.791,8.27
1998-12-07,3.039,3.123,4.841,6.243,6.187,7.766,8.272
1998-12-08,3.04,3.057,5.023,5.826,5.832,7.697,8.213
1998-12-09,3.011,3.19,4.818,5.978,5.896,7.642,8.22
1998-12-10,2.79,2.936,4.736,5.739,6.202,7.589,8.197
1998-12-11,2.611,2.542,4.746,5.405,6.274,7.639,8.184
1998-12-12,2.387,2.365,4.568,5.914,6.566,7.625,8.173
1998-12-13,2.264,2.198,4.579,5.885,6.515,7.589,8.149
1998-12-14,2.204,2.219,4.632,5.397,6.235,7.556,8.119
1998-12-15,1.993,2.167,4.35,6.113,6.436,7.453,8.084
1998-12-16,1.978,1.997,4.484,5.492,5.97,7.374,8.027
1998-12-17,2.034,2.297,4.329,5.37,5.702,7.29,8.007
1998-12-18,2.046,2.613,4.111,5.687,5.816,7.074,7.93
1998-12-19,1.704,2.044,3.903,4.902,5.672,6.867,7.76
1998-12-20,1.588,1.636,3.952,4.345,5.397,7.113,7.742
1998-12-21,1.445,1.691,3.89,4.486,5.367,7.065,7.722
1998-12-22,1.416,1.776,3.505,5.181,5.342,6.884,7.611
1998-12-23,1.095,1.321,3.268,4.251,4.112,6.055,6.892
1998-12-24,0.578,0.791,2.985,3.58,3.406,5.734,7.031
1998-12-25,0.295,0.541,2.701,3.611,3.415,5.853,7.006
1998-12-26,0.032,0.152,2.446,3.245,3.236,5.737,6.93
1998-12-27,-0.04,0.21,2.306,3.094,3.031,5.679,6.839
1998-12-28,-0.124,0.174,2.147,2.677,2.904,5.621,6.73
1998-12-29,-0.066,0.353,2.17,2.645,2.715,5.61,6.623
1998-12-30,-0.018,0.658,2.029,3.653,2.916,5.334,6.48
1998-12-31,-0.139,0.444,1.944,3.363,2.739,4.973,6.127
1999-01-01,-0.622,-0.187,1.707,2.41,2.173,4.757,5.874
1999-01-02,-0.925,-0.809,1.282,1.831,1.627,4.734,5.786
1999-01-03,-1.01,-1.194,1.026,1.391,0.805,4.539,5.743
1999-01-04,-1.144,-1.123,0.912,1.992,1.087,4.241,4.711
1999-01-05,-1.296,-1.099,0.997,1.685,0.667,3.786,4.463
1999-01-06,-1.283,-1.1,0.913,1.313,0.628,3.44,4.33
1999-01-07,-1.341,-1.162,0.742,1.188,0.577,3.439,4.234
1999-01-08,-1.399,-1.236,0.617,0.752,-0.12,2.548,4.059
1999-01-09,-1.395,-1.247,0.655,0.464,-0.379,2.571,3.929
1999-01-10,-1.374,-1.313,0.73,0.533,-0.332,2.337,3.769
1999-01-11,-1.316,-1.025,0.64,0.607,-0.011,2.191,3.627
1999-01-12,-1.31,-1.032,0.295,0.424,0.122,2.164,3.524
1999-01-13,-1.296,-1.131,0.186,0.232,0.155,2.155,3.405
1999-01-14,-1.287,-1.091,-0.119,0.029,0.02,2.158,3.081
1999-01-15,-1.298,-0.948,-0.571,0.494,0.27,2.087,2.428
1999-01-16,-1.338,-1.107,-0.811,0.812,0.109,1.725,2.222
1999-01-17,-1.314,-1.226,-0.578,0.631,-0.202,1.398,1.907
1999-01-18,-1.314,-1.219,-0.373,0.552,-0.288,1.281,1.804
1999-01-19,-1.311,-1.226,-0.348,0.465,-0.395,1.204,1.79
1999-01-20,-1.316,-1.272,-0.337,0.501,-0.572,1.038,1.589
1999-01-21,-1.304,-1.222,-0.267,0.327,-0.525,1.03,1.457
1999-01-22,-1.281,-1.092,-0.147,0.31,-0.245,1.096,1.585
1999-01-23,-1.251,-0.931,-0.15,0.574,0.117,1.199,1.661
1999-01-24,-1.232,-0.92,-0.336,0.682,0.158,1.203,1.645
1999-01-25,-1.208,-0.964,-0.218,0.837,0.008,1.096,1.434
1999-01-26,-1.134,-0.875,-0.148,0.711,0.011,1.047,1.405
1999-01-27,-1.049,-0.688,-0.175,0.653,0.257,1.182,1.662
1999-01-28,-0.985,-0.562,-0.144,0.758,0.503,1.351,1.966
1999-01-29,-0.862,-0.315,-0.182,0.98,0.816,1.491,2.383
1999-01-30,-0.575,0.069,-0.15,1.089,1.118,1.578,2.726
1999-01-31,-0.431,0.473,-0.203,1.057,1.331,1.683,2.78
1999-02-01,-0.401,0.788,0.067,1.036,1.413,1.736,2.767
1999-02-02,-0.538,0.791,0.377,0.949,1.433,1.831,2.789
1999-02-03,-0.775,0.536,-0.053,1.119,1.433,1.914,2.837
1999-02-04,-0.843,0.13,-0.133,0.809,1.188,1.642,2.715
1999-02-05,-0.72,0.15,-0.087,0.623,1.006,1.638,2.661
1999-02-06,-1.06,0.102,-0.164,0.577,0.976,1.789,2.583
1999-02-07,-1.216,0.095,0.046,0.919,1.182,1.932,2.47
1999-02-08,-1.192,-0.301,0.286,0.882,1.25,1.959,2.582
1999-02-09,-1.199,-0.376,0.267,1.19,1.363,2.09,2.799
1999-02-10,-1.229,-0.489,0.217,1.387,1.429,2.141,2.942
1999-02-11,-1.243,-0.744,0.202,1.122,1.477,2.156,2.972
1999-02-12,-1.222,-0.644,0.218,1.61,1.637,2.352,3.177
1999-02-13,-1.293,-0.957,0.178,1.615,1.543,2.328,3.159
1999-02-14,-1.255,-0.932,0.312,1.069,1.277,2.215,3.005
1999-02-15,-1.248,-0.683,0.255,1.006,1.308,2.238,2.977
1999-02-16,-1.247,-0.371,0.353,1.228,1.607,2.296,2.968
1999-02-17,-1.137,0.092,0.458,1.353,1.784,2.408,2.967
1999-02-18,-1.021,0.336,0.223,1.464,1.895,2.442,2.98
1999-02-19,-1.018,0.286,0.265,1.405,1.883,2.308,2.898
1999-02-20,-0.959,0.498,0.339,1.139,1.767,2.302,2.841
1999-02-21,-1.06,0.731,0.267,1.072,1.8,2.375,2.849
1999-02-22,-0.993,0.787,0.539,1.12,1.904,2.414,2.878
1999-02-23,-1.149,0.665,0.411,0.801,2.108,2.499,2.993
1999-02-24,-1.181,-0.108,0.488,0.663,2.271,2.636,3.396
1999-02-25,-1.143,-0.25,0.531,1.749,2.336,2.776,3.635
1999-02-26,-1.292,-0.118,-0.192,2.264,2.375,2.942,3.686
1999-02-27,-1.258,0.374,0.379,2.03,2.333,2.739,3.646
1999-02-28,-1.186,1.021,0.954,1.738,2.244,2.946,3.708
1999-03-01,-1.151,0.897,0.748,1.948,2.275,3.049,3.771
1999-03-02,-1.192,-0.226,0.406,1.62,2.044,2.88,3.557
1999-03-03,-0.898,0.043,0.517,1.141,1.579,2.814,3.336
1999-03-04,-0.752,0.166,0.498,0.859,1.321,2.762,3.315
1999-03-05,-0.764,-0.48,0.134,0.656,1.151,2.53,3.109
1999-03-06,-0.835,-0.507,0.009,0.551,0.612,2.176,2.942
1999-03-07,-0.884,-0.383,-0.014,0.62,0.692,2.449,3.074
1999-03-08,-0.959,-0.415,-0.058,0.67,0.836,2.311,3.09
1999-03-09,-1.051,-0.152,0.087,0.754,1.019,2.359,3.162
1999-03-10,-0.913,0.109,0.221,1.047,1.25,2.541,3.232
1999-03-11,-0.77,0.181,0.216,1.156,1.462,2.586,3.261
1999-03-12,-0.601,0.232,0.115,1.203,1.776,2.624,3.271
1999-03-13,-0.359,0.549,0.296,1.08,2.101,2.728,3.296
1999-03-14,-0.162,0.887,0.739,1.112,2.371,2.882,3.358
1999-03-15,0.088,1.097,1.088,1.42,2.411,2.912,3.385
1999-03-16,0.195,1,1.039,1.455,2.307,2.785,3.309
1999-03-17,0.348,1.035,1.242,1.329,1.823,2.665,3.144
1999-03-18,0.653,1.083,1.262,1.365,1.518,2.784,3.045
1999-03-19,0.986,1.264,1.388,1.447,1.694,2.778,3.051
1999-03-20,1.268,1.406,1.538,1.536,1.773,2.671,3.047
1999-03-21,1.496,1.674,1.72,1.659,1.841,2.63,3.039
1999-03-22,1.755,1.85,1.851,1.793,1.97,2.613,3.007
1999-03-23,2.026,1.926,1.927,1.932,1.989,2.535,2.814
1999-03-24,2.305,2.179,2.158,2.197,1.983,2.498,2.608
1999-03-25,2.585,2.392,2.364,2.363,2.076,2.528,2.589
1999-03-26,2.747,2.575,2.52,2.523,2.14,2.55,2.557
1999-03-27,2.85,2.774,2.655,2.691,2.269,2.568,2.584
1999-03-28,3.087,2.956,2.819,2.746,2.386,2.584,2.61
1999-03-29,3.302,3.056,2.982,2.746,2.453,2.602,2.613
1999-03-30,3.558,3.155,3.1,2.821,2.515,2.645,2.613
1999-03-31,3.699,3.439,3.166,3.032,2.609,2.69,2.626
1999-04-01,3.548,3.662,3.11,3.172,2.784,2.712,2.66
1999-04-02,3.538,3.758,3.238,2.979,2.833,2.731,2.689
1999-04-03,3.543,3.686,3.299,2.914,2.846,2.722,2.704
1999-04-04,3.682,3.671,3.342,2.963,2.868,2.746,2.715
1999-04-05,3.478,3.53,3.219,3.019,2.843,2.752,2.731
1999-04-06,3.395,3.567,3.229,3.036,2.865,2.77,2.718
1999-04-07,3.573,3.694,3.354,3.063,2.946,2.812,2.728
1999-04-08,3.714,3.904,3.434,3.154,3.035,2.859,2.761
1999-04-09,4.003,4.1,3.614,3.298,3.15,2.908,2.805
1999-04-10,4.28,4.179,3.752,3.401,3.256,2.951,2.84
1999-04-11,4.345,4.009,3.747,3.418,3.295,2.99,2.867
1999-04-12,4.39,4.118,3.768,3.469,3.355,3.021,2.895
1999-04-13,4.427,4.113,3.787,3.476,3.396,3.034,2.919
1999-04-14,4.46,4.099,3.807,3.462,3.406,3.056,2.939
1999-04-15,4.659,4.392,4.007,3.557,3.481,3.091,2.957
1999-04-16,4.848,4.558,4.13,3.647,3.536,3.131,2.981
1999-04-17,5.017,4.678,4.202,3.725,3.587,3.168,3.011
1999-04-18,5.096,4.799,4.259,3.818,3.632,3.191,3.056
1999-04-19,5.19,5.024,4.389,3.944,3.721,3.214,3.105
1999-04-20,5.367,5.288,4.595,4.037,3.827,3.28,3.135
1999-04-21,5.561,5.433,4.762,4.12,3.904,3.35,3.177
1999-04-22,5.731,5.544,4.866,4.193,3.961,3.404,3.235
1999-04-23,5.896,5.632,4.938,4.278,4.023,3.432,3.3
1999-04-24,5.922,5.526,4.916,4.357,4.074,3.479,3.353
1999-04-25,5.61,5.109,4.593,4.339,4.039,3.547,3.367
1999-04-26,5.605,5.272,4.683,4.285,4.086,3.525,3.374
1999-04-27,5.748,5.55,4.916,4.365,4.177,3.536,3.397
1999-04-28,5.657,5.11,4.835,4.322,4.031,3.586,3.417
1999-04-29,5.337,4.654,4.542,4.19,3.818,3.506,3.404
1999-04-30,5.185,4.409,4.547,4.012,3.714,3.469,3.361
1999-05-01,5.47,4.694,4.653,4.136,3.746,3.498,3.37
1999-05-02,5.818,5.08,4.714,4.363,3.886,3.56,3.405
1999-05-03,6.178,5.392,4.987,4.521,4.036,3.603,3.444
1999-05-04,6.453,5.617,5.196,4.637,4.153,3.645,3.482
1999-05-05,6.57,5.734,5.356,4.723,4.244,3.693,3.514
1999-05-06,6.691,5.822,5.466,4.867,4.338,3.742,3.553
1999-05-07,6.753,5.882,5.533,5.059,4.444,3.777,3.591
1999-05-08,6.865,5.977,5.623,5.323,4.562,3.826,3.626
1999-05-09,7.069,6.138,5.774,5.664,4.68,3.894,3.665
1999-05-10,7.418,6.424,5.973,6.331,4.809,3.968,3.735
1999-05-11,7.339,6.665,6.08,7.124,5.086,4.049,3.79
1999-05-12,7.121,6.955,6.235,6.796,5.377,4.105,3.801
1999-05-13,7.053,7.2,6.321,6.136,5.393,4.134,3.81
1999-05-14,7.101,7.145,6.377,5.602,5.241,4.218,3.823
1999-05-15,7.219,7.001,6.386,5.486,5.09,4.354,3.857
1999-05-16,7.398,6.998,6.408,5.589,5.112,4.391,3.977
1999-05-17,7.645,7.213,6.573,5.75,5.228,4.256,4.199
1999-05-18,7.767,7.605,6.836,5.948,5.365,4.214,4.395
1999-05-19,7.954,7.957,7.07,6.208,5.536,4.298,4.547
1999-05-20,8.149,8.242,7.35,6.497,5.761,4.439,4.746
1999-05-21,8.192,8.354,7.511,6.865,5.972,4.63,4.965
1999-05-22,8.242,8.215,7.544,7.037,6.094,4.909,5.08
1999-05-23,8.456,8.082,7.66,7.128,6.226,5.063,5.154
1999-05-24,8.725,8.134,7.749,7.316,6.448,5.022,5.244
1999-05-25,8.828,8.387,7.93,7.464,6.629,5.039,5.322
1999-05-26,8.724,8.694,8.171,7.769,6.808,5.115,5.458
1999-05-27,8.82,8.904,8.346,8.352,7.124,5.324,5.562
1999-05-28,8.999,9,8.491,8.638,7.395,5.577,5.622
1999-05-29,9.181,8.926,8.56,8.691,7.571,5.9,5.723
1999-05-30,9.465,9.129,8.656,8.772,7.764,6.043,5.875
1999-05-31,9.721,9.387,8.845,8.865,7.954,6.111,6.041
1999-06-01,9.814,9.717,9.131,8.928,8.105,6.258,6.18
1999-06-02,9.886,9.971,9.34,9.052,8.25,6.362,6.377
1999-06-03,10.129,10.207,9.536,9.049,8.348,6.684,6.52
1999-06-04,10.562,10.495,9.786,9.283,8.502,6.778,6.775
1999-06-05,10.934,10.549,9.998,9.338,8.641,7.018,6.863
1999-06-06,11.261,10.992,10.269,9.454,8.773,7.135,7.032
1999-06-07,11.474,11.529,10.456,10.072,9.024,7.019,7.297
1999-06-08,11.888,11.766,10.706,10.583,9.284,7.301,7.391
1999-06-09,12.211,11.849,11.114,10.491,9.433,7.77,7.497
1999-06-10,12.637,12.028,11.405,10.569,9.594,8.093,7.656
1999-06-11,13.147,12.191,11.588,10.81,9.847,8,7.734
1999-06-12,13.632,12.471,11.772,11.114,10.09,8.053,7.76
1999-06-13,14.168,12.821,11.971,11.352,10.292,8.197,7.727
1999-06-14,14.744,13.359,12.252,11.511,10.461,8.3,7.637
1999-06-15,15.351,14.075,12.752,11.905,10.685,8.415,7.592
1999-06-16,15.696,14.796,13.209,13.036,11.154,8.548,7.604
1999-06-17,15.954,15.129,13.621,11.914,10.857,8.698,7.477
1999-06-18,16.067,15.009,13.732,11.56,10.568,8.758,7.42
1999-06-19,16.238,14.686,13.674,11.683,10.635,8.617,7.305
1999-06-20,16.669,14.669,13.563,11.963,10.902,8.509,7.121
1999-06-21,17.033,15.009,13.688,12.236,11.181,8.405,6.863
1999-06-22,17.307,15.498,13.999,12.09,11.226,8.175,6.524
1999-06-23,17.722,15.858,14.256,11.491,10.727,7.849,6.195
1999-06-24,18.052,15.911,14.166,11.321,10.21,7.681,6.036
1999-06-25,18.326,15.966,14.125,11.474,10.18,7.648,5.98
1999-06-26,18.538,16.542,14.293,12.114,10.496,7.735,6.005
1999-06-27,18.723,17.276,14.721,12.233,10.674,7.743,5.999
1999-06-28,18.961,17.712,15.005,11.482,10.095,7.83,6.058
