"Date","56 m","66 m","78 m"
1993-10-03,10.64,11.153,12.167
1993-10-04,10.626,11.411,12.472
1993-10-05,10.608,11.699,12.961
1993-10-06,10.686,11.925,13.406
1993-10-07,10.821,12.038,13.503
1993-10-08,10.953,12.231,13.518
1993-10-09,11.158,12.112,13.602
1993-10-10,11.274,11.918,13.396
1993-10-11,11.371,11.633,13.079
1993-10-12,11.428,11.28,12.469
1993-10-13,11.466,11.203,11.786
1993-10-14,11.517,11.342,11.569
1993-10-15,11.56,11.276,11.461
1993-10-16,11.609,11.111,11.33
1993-10-17,11.642,10.995,11.168
1993-10-18,11.64,11.002,11.089
1993-10-19,11.658,11.205,11.282
1993-10-20,11.747,11.223,11.314
1993-10-21,11.885,11.092,11.193
1993-10-22,11.91,11.063,11.164
1993-10-23,12.002,11.294,11.407
1993-10-24,12.138,11.434,11.486
1993-10-25,12.247,11.39,11.425
1993-10-26,12.328,11.471,11.538
1993-10-27,12.293,11.234,11.328
1993-10-28,12.273,11.078,11.153
1993-10-29,12.256,11.216,11.211
1993-10-30,12.214,11.263,11.225
1993-10-31,12.15,11.212,11.167
1993-11-01,12.081,11.159,11.133
1993-11-02,12.042,11.123,11.094
1993-11-03,12.037,11.158,11.146
1993-11-04,11.942,11.039,11.037
1993-11-05,11.875,11.004,11.008
1993-11-06,11.769,10.947,10.981
1993-11-07,11.68,10.958,11.091
1993-11-08,11.623,10.948,11.134
1993-11-09,11.586,10.876,11.05
1993-11-10,11.518,10.824,11.018
1993-11-11,11.403,10.731,10.913
1993-11-12,11.312,10.645,10.748
1993-11-13,11.297,10.644,10.754
1993-11-14,11.234,10.595,10.666
1993-11-15,11.171,10.562,10.662
1993-11-16,11.128,10.552,10.677
1993-11-17,11.088,10.485,10.567
1993-11-18,11.075,10.513,10.603
1993-11-19,11.059,10.547,10.649
1993-11-20,11.021,10.505,10.544
1993-11-21,11.107,10.617,10.692
1993-11-22,11.107,10.76,10.889
1993-11-23,11.057,10.795,10.899
1993-11-24,10.969,10.698,10.784
1993-11-25,10.872,10.575,10.618
1993-11-26,10.662,10.415,10.304
1993-11-27,10.605,10.333,10.16
1993-11-28,10.527,10.221,10.099
1993-11-29,10.731,10.266,10.163
1993-11-30,10.764,10.314,10.22
1993-12-01,10.576,10.214,10.098
1993-12-02,10.48,10.13,10.032
1993-12-03,10.549,10.171,10.08
1993-12-04,10.527,10.178,10.09
1993-12-05,10.473,10.157,10.079
1993-12-06,10.474,10.16,10.089
1993-12-07,10.427,10.153,10.089
1993-12-08,10.387,10.115,10.059
1993-12-09,10.324,10.055,9.994
1993-12-10,10.22,9.964,9.906
1993-12-11,10.191,9.923,9.862
1993-12-12,10.242,9.968,9.897
1993-12-13,10.169,9.89,9.811
1993-12-14,10.065,9.753,9.676
1993-12-15,9.998,9.682,9.613
1993-12-16,9.924,9.647,9.596
1993-12-17,9.566,9.401,9.393
1993-12-18,9.462,9.275,9.226
1993-12-19,9.489,9.316,9.289
1993-12-20,9.437,9.453,9.73
1993-12-21,9.416,9.797,10.413
1993-12-22,9.396,9.951,10.689
1993-12-23,9.359,10.626,11.361
1993-12-24,9.218,10.334,11.375
1993-12-25,9.121,9.922,10.48
1993-12-26,9.065,9.734,10.273
1993-12-27,8.854,10.432,11.062
1993-12-28,8.618,10.584,11.414
1993-12-29,8.478,9.948,11.056
1993-12-30,8.397,9.169,10.128
1993-12-31,8.279,9.357,9.623
1994-01-01,8.182,9.572,9.596
1994-01-02,8.08,9.169,9.208
1994-01-03,8.017,8.956,9.152
1994-01-04,7.943,8.342,8.695
1994-01-05,7.964,8.203,8.295
1994-01-06,7.876,8.558,8.373
1994-01-07,7.654,8.515,8.237
1994-01-08,7.548,8.124,8.017
1994-01-09,7.464,7.803,7.752
1994-01-10,7.264,7.644,7.676
1994-01-11,7.11,7.309,7.422
1994-01-12,7.043,7.176,7.06
1994-01-13,6.935,7.179,6.952
1994-01-14,6.854,7.156,6.928
1994-01-15,6.728,7.122,6.944
1994-01-16,6.421,6.861,6.595
1994-01-17,6.211,6.406,6.339
1994-01-18,6.075,6.207,6.206
1994-01-19,5.744,6.055,6.096
1994-01-20,5.634,5.889,5.94
1994-01-21,5.606,5.803,5.827
1994-01-22,5.494,5.727,5.744
1994-01-23,5.325,5.585,5.611
1994-01-24,5.317,5.533,5.548
1994-01-25,5.276,5.499,5.513
1994-01-26,5.251,5.462,5.467
1994-01-27,5.178,5.379,5.377
1994-01-28,5.098,5.312,5.311
1994-01-29,4.925,5.201,5.212
1994-01-30,4.872,5.081,5.103
1994-01-31,4.985,5.084,5.089
1994-02-01,4.958,5.069,5.066
1994-02-02,4.851,4.999,5.019
1994-02-03,4.838,4.948,4.97
1994-02-04,4.744,4.845,4.868
1994-02-05,4.696,4.778,4.812
1994-02-06,4.719,4.795,4.829
1994-02-07,4.708,4.787,4.835
1994-02-08,4.688,4.734,4.791
1994-02-09,4.656,4.704,4.757
1994-02-10,4.606,4.712,4.745
1994-02-11,4.544,4.652,4.677
1994-02-12,4.523,4.608,4.633
1994-02-13,4.505,4.605,4.621
1994-02-14,4.456,4.582,4.609
1994-02-15,4.385,4.495,4.495
1994-02-16,4.398,4.41,4.401
1994-02-17,4.387,4.356,4.341
